Identifier, Size, 2P1, 2P2, 2P3, 2P4, 2P5
FFI16_RS03000, 656.0, , , , , 
FFI16_RS03005, 487.3, , , , , 
FFI16_RS03010, 619.7, , , , , 
FFI16_RS03015, 723.3, , , , , 
FFI16_RS03020, 249.3, , , , , 
FFI16_RS03025, 1030.0, , 500:1:0.0163934:0.12766, , , 
FFI16_RS03030, 819.7, , , , , 
FFI16_RS03035, 1181.3, , , , , 
FFI16_RS03040, 350.3, , , , , 
FFI16_RS03045, 313.0, , , , , 
FFI16_RS03050, 1014.0, , , , , 
FFI16_RS03055, 236.7, , , 300:3:0.129032:0.204545;300:1:0.030303:0.138889, , 
FFI16_RS03060, 339.7, , , , , 
FFI16_RS03065, 858.3, , , , , 
FFI16_RS03070, 1172.7, , , , , 
FFI16_RS03075, 1093.3, , , , , 
FFI16_RS03080, 1641.7, , , , , 
FFI16_RS03085, 278.3, , , , , 
FFI16_RS03090, 3682.7, , 500:1:0.0441176:0.132353;400:3:0.105263:0.157895;800:3:0.135135:0.135135, 800:3:0.130435:0.130435, , 
FFI16_RS03095, 547.7, 500:1:0.0166667:0.0470588, , , , 
FFI16_RS03100, 472.7, , , , , 
FFI16_RS03105, 405.7, , , , , 
FFI16_RS03110, 674.0, , , , , 
FFI16_RS03115, 815.7, , , , , 
FFI16_RS03120, 732.3, , , , , 
FFI16_RS03125, 1069.3, , , , , 
FFI16_RS03130, 1093.7, , , , , 
FFI16_RS03135, 782.0, , , , , 
FFI16_RS03140, 625.3, , , , , 
FFI16_RS03145, 885.0, , , , , 
FFI16_RS03150, 1125.0, , , , , 
FFI16_RS03155, 762.3, , , , , 
FFI16_RS03160, 752.7, , 400:1:0.0740741:0.173077;400:1:0.0175439:0.135922, 400:1:0.0533333:0.15, , 
FFI16_RS03165, 1220.0, , , , , 
FFI16_RS03170, 523.7, , , , , 
FFI16_RS03175, 516.3, , , , , 
FFI16_RS03180, 889.7, , , , , 
FFI16_RS03185, 283.0, , , , , 
FFI16_RS03190, 459.3, , , , , 
FFI16_RS03195, 407.7, , , , , 
FFI16_RS03200, 805.3, , , , , 
FFI16_RS03205, 1387.3, , , , , 
FFI16_RS03210, 1398.7, , , , , 
FFI16_RS03215, 384.0, , , , , 
FFI16_RS03220, 243.3, , , , , 
FFI16_RS03225, 826.0, , , , , 
FFI16_RS03230, 416.3, , , , , 
FFI16_RS03235, 667.3, , 400:3:0.0677966:0.12963, , , 
FFI16_RS03240, 438.7, , , , , 
FFI16_RS03245, 804.3, , , , , 
FFI16_RS03250, 610.7, 500:3:0.189655:0.189655, , , , 
FFI16_RS03255, 488.7, , , , , 
FFI16_RS03260, 693.3, , , , , 
FFI16_RS03265, 2091.7, , , , , 
FFI16_RS03270, 798.7, , , , , 
FFI16_RS03275, 698.0, , , , , 
FFI16_RS03280, 773.7, , , , , 
FFI16_RS03285, 1023.7, , , , , 
FFI16_RS03290, 559.3, , , , , 
FFI16_RS03295, 650.3, , , , , 
FFI16_RS03300, 1125.0, , , , , 
FFI16_RS03305, 475.7, , , , , 
FFI16_RS03310, 428.0, , , , , 
FFI16_RS03315, 1080.0, , , , , 
FFI16_RS03320, 571.7, , , , , 
FFI16_RS03325, 572.7, , , , , 
FFI16_RS03330, 283.7, , , , , 
FFI16_RS03335, 877.7, , , , , 
FFI16_RS03340, 508.7, , , , , 
FFI16_RS03345, 1079.3, , , , , 
FFI16_RS03350, 1001.0, , , , , 
FFI16_RS03355, 474.3, , , , , 
FFI16_RS03360, 480.7, , , , , 
FFI16_RS03365, 270.0, , , , , 
FFI16_RS03370, 472.3, , , , , 
FFI16_RS03375, 381.3, , , , , 
FFI16_RS03380, 305.0, , , , , 
FFI16_RS03385, 401.0, , , , , 
FFI16_RS03390, 916.0, , , , , 
FFI16_RS03395, 647.3, , , , , 
FFI16_RS03400, 651.7, , , , , 
FFI16_RS03405, 725.0, , , , , 
FFI16_RS03410, 332.0, , , , , 
FFI16_RS03415, 715.0, , 700:3:0.0882353:0.214286;500:1:0.0666667:0.205128;500:1:0:0.133333;600:1:0.0263158:0.155556;600:1:0.0789474:0.152174;800:3:0.142857:0.142857;700:1:0.0555556:0.121951;700:3:0.0810811:0.152174, 600:3:0.0892857:0.178571;400:3:0.0892857:0.183099;500:3:0.163636:0.216667;300:3:0.0769231:0.157895;600:3:0.08:0.169231, , 
FFI16_RS03420, 678.0, , , , , 
FFI16_RS03425, 682.3, , , , , 
FFI16_RS03430, 785.7, , , , , 
FFI16_RS03435, 577.0, , , , , 
FFI16_RS03440, 740.7, , , , , 
FFI16_RS03445, 723.3, , , , , 
FFI16_RS03450, 1335.7, , , , , 
FFI16_RS03455, 878.3, , , , , 
FFI16_RS03460, 979.7, , , , , 
FFI16_RS03465, 334.7, , , , , 
FFI16_RS03470, 710.0, , , , , 
FFI16_RS03475, 506.3, 600:3:0.102564:0.102564, 600:1:0.0487805:0.15;500:1:0.0714286:0.190476, 600:3:0.0625:0.147059;700:3:0.0952381:0.162162;500:3:0.173913:0.173913;600:3:0.105263:0.166667;300:3:0.185185:0.261905, , 
FFI16_RS03480, 940.3, , , 400:3:0.0810811:0.166667;400:1:0.108108:0.20339;400:1:0.0731707:0.127273;400:1:0.0392157:0.126761, , 
FFI16_RS03485, 350.7, , , , , 
FFI16_RS03490, 240.7, , , , , 
FFI16_RS03495, 609.3, , , , , 
FFI16_RS03500, 650.3, , , , , 
FFI16_RS03505, 462.0, , , , , 
FFI16_RS03510, 1080.3, , , , , 
FFI16_RS03515, 905.3, , , , , 
FFI16_RS03520, 570.0, , , , , 
FFI16_RS03525, 843.7, , , , , 
FFI16_RS03530, 448.3, , , , , 
FFI16_RS03540, 521.0, , , , , 
FFI16_RS03545, 336.7, , , , , 
FFI16_RS03550, 373.0, , , , , 
FFI16_RS03555, 559.3, , , , , 
FFI16_RS03560, 811.0, , , , , 
FFI16_RS03565, 1003.0, , , , , 
FFI16_RS03570, 640.0, , , , , 
FFI16_RS03575, 607.7, , , , , 
FFI16_RS03580, 769.7, , , , , 
FFI16_RS03585, 1161.3, , , , , 
FFI16_RS03590, 819.0, , , , , 
FFI16_RS03595, 553.0, , , , , 
FFI16_RS03600, 646.0, , , , , 
FFI16_RS03605, 518.0, , , , , 
FFI16_RS03610, 541.3, , , , , 
FFI16_RS03615, 953.7, , , , , 
FFI16_RS03620, 1040.0, , , , , 
FFI16_RS03625, 308.3, , , , , 
FFI16_RS03630, 1599.0, , , , , 
FFI16_RS03635, 705.7, , , , , 
FFI16_RS03640, 605.0, , , , , 
FFI16_RS03645, 521.0, , , , , 
FFI16_RS03650, 850.0, , , , , 
FFI16_RS03655, 615.0, , , , , 
FFI16_RS03660, 843.0, , , , , 
FFI16_RS03665, 3930.0, , 800:3:0.0909091:0.129032, , , 
FFI16_RS03670, 1019.0, , , , , 
FFI16_RS03675, 878.7, , , , , 
FFI16_RS03680, 824.7, , , , , 
FFI16_RS03685, 1095.7, , , , , 
FFI16_RS03690, 1132.7, , , , , 
FFI16_RS03695, 262.7, , , , , 
FFI16_RS03700, 768.0, , , , , 
FFI16_RS03705, 488.0, , 700:1:0:0.153846, , , 
FFI16_RS03710, 834.0, , , , , 
FFI16_RS03715, 2090.7, , , , , 
FFI16_RS03720, 1035.7, , , , , 
FFI16_RS03725, 244.7, , , , , 
FFI16_RS03730, 153.0, , , , , 
FFI16_RS03735, 178.0, , , , , 
FFI16_RS03740, 149.0, 600:3:0.148649:0.148649, , 600:3:0.0727273:0.139535;700:1:0.0178571:0.130435;600:3:0.134615:0.15625, , 
FFI16_RS03745, 1194.0, , , , , 
FFI16_RS03750, 352.7, , , , , 
FFI16_RS03755, 155.0, , , , , 
FFI16_RS03760, 261.7, , , , , 
FFI16_RS03765, 192.0, , , , , 
FFI16_RS03770, 78.0, , , , , 
FFI16_RS03775, 886.3, , , , , 
FFI16_RS03785, 1551.3, , , 400:1:0:0.142857, , 
FFI16_RS03790, 1294.3, , , , , 
FFI16_RS03795, 881.7, , , , , 
FFI16_RS03800, 474.0, , , , , 
FFI16_RS03805, 686.3, , , , , 
FFI16_RS03810, 278.7, , , , , 
FFI16_RS03815, 235.3, , , , , 
FFI16_RS03820, 745.7, , , , , 
FFI16_RS03825, 2178.0, , , , , 
FFI16_RS03830, 204.7, , , , , 
FFI16_RS03835, 316.7, , , , , 
FFI16_RS03840, 262.3, , , , , 
FFI16_RS03845, 437.3, , , , , 
FFI16_RS03850, 1051.7, , 700:1:0.0344828:0.129032, , , 
FFI16_RS03855, 1144.7, , , , , 
FFI16_RS03860, 666.3, , , , , 
FFI16_RS03865, 406.3, , , , , 
FFI16_RS03870, 346.0, , , , , 
FFI16_RS03875, 679.3, , , , , 
FFI16_RS03880, 707.7, , , , , 
FFI16_RS03885, 684.0, , , , , 
FFI16_RS03890, 705.3, , , , , 
FFI16_RS03895, 416.0, , , , , 
FFI16_RS03900, 355.7, , , , , 
FFI16_RS03905, 568.3, , , , , 
FFI16_RS03910, 1021.7, , , , , 
FFI16_RS03915, 938.3, , , , , 
FFI16_RS03920, 2251.7, , , , , 
FFI16_RS03925, 650.0, , , , , 
FFI16_RS03930, 1206.7, , , , , 
FFI16_RS03935, 645.3, , , 400:1:0.0461538:0.175, , 
FFI16_RS03940, 274.3, , , , , 
FFI16_RS03945, 528.7, , , , , 
FFI16_RS03950, 1014.0, , , , , 
FFI16_RS03955, 838.7, , , , , 
FFI16_RS03960, 1086.7, , , , , 
FFI16_RS03965, 837.3, , , , , 
FFI16_RS03970, 438.7, , , , , 
FFI16_RS03975, 2569.0, , 500:1:0.0869565:0.133333;800:3:0.172414:0.172414;600:1:0.03125:0.138462;400:3:0.153846:0.153846;400:1:0.0571429:0.148148;400:3:0.0606061:0.142857;400:3:0.0666667:0.2, 300:1:0.0526316:0.133333;400:3:0.0222222:0.147541;700:3:0.119048:0.190476;300:3:0.237288:0.263158, , 
FFI16_RS03980, 827.7, , , , , 
FFI16_RS03985, 489.3, , , , , 
FFI16_RS03990, 778.0, , , , , 
FFI16_RS03995, 544.7, , , , , 
FFI16_RS04000, 415.3, , , , , 
FFI16_RS04005, 151.7, , , , , 
FFI16_RS04010, 758.7, , , , , 
FFI16_RS04015, 800.3, , , , , 
FFI16_RS04020, 573.3, , , , , 
FFI16_RS04025, 284.7, , , , , 
FFI16_RS04030, 1037.3, , , , , 
FFI16_RS04035, 608.7, , , , , 
FFI16_RS04040, 856.0, , , , , 
FFI16_RS04045, 483.3, , , , , 
FFI16_RS04050, 748.0, , , , , 
FFI16_RS04055, 651.3, , , , , 
FFI16_RS04060, 622.7, , , , , 
FFI16_RS04065, 831.3, , , , , 
FFI16_RS04070, 563.7, , , , , 
FFI16_RS04075, 448.0, , , , , 
FFI16_RS04080, 602.3, , , , , 
FFI16_RS04085, 748.3, , , , , 
FFI16_RS04095, 1180.3, , , , , 
FFI16_RS04100, 674.3, , , , , 
FFI16_RS04105, 254.0, , , , , 
FFI16_RS04110, 330.7, , , , , 
FFI16_RS04115, 1024.7, , , , , 
FFI16_RS04120, 461.0, , , , , 
FFI16_RS04125, 730.3, , , , , 
FFI16_RS04130, 774.3, , , , , 
FFI16_RS04135, 1132.3, , 500:1:0:0.125, , , 
FFI16_RS04140, 744.3, , , , , 
FFI16_RS04145, 703.0, , 700:3:0.142857:0.257143, , , 
FFI16_RS04150, 885.0, , , , , 
FFI16_RS04155, 761.3, , , , , 
FFI16_RS04160, 1336.7, , 500:1:0:0.129032;700:3:0.0909091:0.16;700:1:0.047619:0.153846, , , 
FFI16_RS04165, 662.3, , , , , 
FFI16_RS04170, 694.3, , , , , 
FFI16_RS04175, 696.0, , , , , 
FFI16_RS04180, 282.0, , , , , 
FFI16_RS04185, 617.0, , , , , 
FFI16_RS04190, 190.0, , , , , 
FFI16_RS04195, 1110.0, , , , , 
FFI16_RS04200, 474.0, , , , , 
FFI16_RS04205, 301.7, , , , , 
FFI16_RS04210, 507.3, , , , , 
FFI16_RS04215, 288.0, , 800:3:0.117647:0.117647, , , 
FFI16_RS04220, 367.7, , , , , 
FFI16_RS04225, 1166.0, , , , , 
FFI16_RS04230, 725.0, , , , , 
FFI16_RS04235, 614.3, , 400:1:0:0.171429;400:1:0.0232558:0.142857;400:1:0.0444444:0.140187, , , 
FFI16_RS04240, 706.7, , , , , 
FFI16_RS04245, 1005.3, , , , , 
FFI16_RS04250, 1640.7, , , , , 
FFI16_RS04255, 661.7, , , , , 
FFI16_RS04260, 770.7, , , 300:3:0.0853659:0.195122, , 
FFI16_RS04265, 674.0, , , , , 
FFI16_RS04270, 627.0, , 300:3:0.2:0.2;300:3:0.185185:0.188679;300:1:0.0943396:0.2, , , 
FFI16_RS04275, 191.0, , , , , 
FFI16_RS04280, 258.3, , , , , 
FFI16_RS04285, 260.0, , , , , 
FFI16_RS04290, 321.7, , , , , 
FFI16_RS04295, 178.7, , , , , 
FFI16_RS04300, 180.7, , , , , 
FFI16_RS04305, 990.7, , , , , 
FFI16_RS04310, 252.0, , , , , 
FFI16_RS04315, 241.0, , , , , 
FFI16_RS04320, 2116.7, , , , , 
FFI16_RS04325, 257.7, , , , , 
FFI16_RS04330, 186.0, , , , , 
FFI16_RS04335, 384.3, , , , , 
FFI16_RS04340, 242.0, , , , , 
FFI16_RS04345, 267.7, , , , , 
FFI16_RS04350, 218.7, , , , , 
FFI16_RS04355, 269.7, , , , , 
FFI16_RS04360, 652.0, , , , , 
FFI16_RS04365, 1552.3, , , , , 
FFI16_RS04370, 754.0, , , , , 
FFI16_RS04375, 783.3, , , , , 
FFI16_RS04380, 553.0, , , , , 
FFI16_RS04385, 446.3, , , , , 
FFI16_RS04390, 343.0, , , , , 
FFI16_RS04395, 508.0, , , , , 
FFI16_RS04400, 860.7, , , , , 
FFI16_RS04405, 348.3, , , , , 
FFI16_RS04410, 171.0, , , , , 
FFI16_RS04415, 151.0, , , , , 
FFI16_RS04420, 405.0, , , , , 
FFI16_RS04425, 339.3, , , , , 
FFI16_RS04430, 249.3, , , , , 
FFI16_RS04435, 1877.7, , , 800:3:0.12766:0.12766, , 
FFI16_RS04440, 234.7, , , , , 
FFI16_RS04445, 880.3, , , , , 
FFI16_RS04450, 397.0, , , , , 
FFI16_RS04455, 1779.7, , , , , 
FFI16_RS04460, 396.7, , , , , 
FFI16_RS04465, 685.7, , , , , 
FFI16_RS04470, 414.7, , , , , 
FFI16_RS04475, 531.3, , , , , 
FFI16_RS04480, 712.3, , , , , 
FFI16_RS04485, 1315.3, , , , , 
FFI16_RS04490, 966.0, , , 300:1:0.121212:0.25;600:3:0.09375:0.177778, , 
FFI16_RS04495, 271.7, , , , , 
FFI16_RS04500, 1947.7, , , , , 
FFI16_RS04505, 562.0, , , , , 
FFI16_RS04510, 566.3, , , , , 
FFI16_RS04515, 474.7, , , , , 
FFI16_RS04520, 1261.0, , 500:3:0.0588235:0.125;700:1:0.0208333:0.195122, 400:3:0.0857143:0.148148, , 
FFI16_RS04525, 459.3, , , , , 
FFI16_RS04530, 1531.3, , , , , 
FFI16_RS04535, 120.7, , , , , 
FFI16_RS04540, 827.0, , , , , 
FFI16_RS04545, 1279.7, , , , , 
FFI16_RS04550, 670.0, , , , , 
FFI16_RS04555, 915.7, , , , , 
FFI16_RS04560, 775.0, , , 600:3:0.0909091:0.146341, , 
FFI16_RS04565, 1882.0, , , , , 
FFI16_RS04570, 1633.0, , , 300:3:0.119403:0.164706, , 
FFI16_RS04575, 569.3, , , , , 
FFI16_RS04580, 718.3, , , , , 
FFI16_RS04585, 307.3, , , , , 
FFI16_RS04590, 870.0, , , , , 
FFI16_RS04595, 352.3, , 400:3:0.0714286:0.147368;400:3:0.075:0.132653;400:1:0.025:0.147059;400:3:0.128205:0.235294;400:3:0.0789474:0.176471;700:3:0.0769231:0.142857, , , 
FFI16_RS04600, 369.0, , , , , 
FFI16_RS04610, 484.0, , 800:3:0.135135:0.135135;600:1:0.0555556:0.181818, 500:3:0.18:0.1875, , 
FFI16_RS04615, 758.7, , , , , 
FFI16_RS04620, 727.7, , , , , 
FFI16_RS04625, 284.7, , , , , 
FFI16_RS04630, 788.3, , , , , 
FFI16_RS04635, 639.0, , , , , 
FFI16_RS04640, 618.7, , , , , 
FFI16_RS04645, 672.0, , , , , 
FFI16_RS04650, 701.3, , , , , 
FFI16_RS04655, 555.0, , , , , 
FFI16_RS04660, 1275.7, , , , , 
FFI16_RS04665, 654.0, , , , , 
FFI16_RS04670, 526.3, , , , , 
FFI16_RS04675, 273.7, , , , , 
FFI16_RS04680, 332.0, , , , , 
FFI16_RS04685, 1112.3, , , , , 
FFI16_RS04690, 754.3, , , , , 
FFI16_RS04695, 1175.3, , , , , 
FFI16_RS04700, 504.0, , , , , 
FFI16_RS04705, 643.0, , , , , 
FFI16_RS04710, 673.0, , , , , 
FFI16_RS04715, 910.7, , , , , 
FFI16_RS04720, 2063.3, , , , , 
FFI16_RS04725, 906.3, , , , , 
FFI16_RS04730, 1234.0, , , , , 
FFI16_RS04735, 1017.0, , , , , 
FFI16_RS04740, 1438.0, , , , , 
FFI16_RS04745, 732.0, , , , , 
FFI16_RS04750, 552.0, , , , , 
FFI16_RS04755, 790.7, , , , , 
FFI16_RS04760, 706.3, , , , , 
FFI16_RS04765, 1443.3, , , , , 
FFI16_RS04770, 843.7, , , , , 
FFI16_RS04775, 1084.0, , , , , 
FFI16_RS04780, 722.7, , , , , 
FFI16_RS04785, 1890.0, , , , , 
FFI16_RS04790, 853.7, , , , , 
FFI16_RS04795, 475.7, , , , , 
FFI16_RS04800, 781.7, , , , , 
FFI16_RS04805, 272.3, , , , , 
FFI16_RS04810, 602.7, , , , , 
FFI16_RS04815, 550.3, , , , , 
FFI16_RS04820, 846.0, , , , , 
FFI16_RS04825, 582.3, , , , , 
FFI16_RS04830, 2034.7, , 400:3:0.230769:0.230769;400:3:0.142857:0.214286;400:3:0.16:0.16;800:3:0.2:0.2;500:1:0.115385:0.148148, 400:3:0.1:0.225806;500:3:0.186047:0.186047;500:3:0.142857:0.142857;400:3:0.142857:0.164179, , 
FFI16_RS04835, 235.7, , , , , 
FFI16_RS04840, 1941.7, , , , , 
FFI16_RS04845, 1252.0, , , , , 
FFI16_RS04850, 1026.3, , , , , 
FFI16_RS04855, 445.0, , , , , 
FFI16_RS04860, 1011.7, , , , , 
FFI16_RS04865, 1201.0, , , , , 
FFI16_RS04870, 403.3, , , , , 
FFI16_RS04875, 340.3, , , , , 
FFI16_RS04880, 845.7, , 400:1:0.0333333:0.142857;400:1:0.0967742:0.146341, , , 
FFI16_RS04885, 263.7, , , , , 
FFI16_RS04890, 1840.7, , , , , 
FFI16_RS04895, 1903.7, , , , , 
FFI16_RS04900, 1186.3, , 700:1:0:0.142857;700:1:0:0.142857, , , 
FFI16_RS04905, 369.7, , , , , 
FFI16_RS04910, 1009.7, , , , , 
FFI16_RS04915, 684.0, , , , , 
FFI16_RS04920, 989.3, , , , , 
FFI16_RS04925, 676.3, , , , , 
FFI16_RS04930, 1781.3, , , , , 
FFI16_RS04935, 1175.3, , , , , 
FFI16_RS04940, 604.0, , , , , 
FFI16_RS04945, 2677.3, , , , , 
FFI16_RS04950, 769.7, , , , , 
FFI16_RS04955, 1878.7, , , , , 
FFI16_RS04960, 978.7, , , , , 
FFI16_RS04965, 198.0, , 500:1:0.0784314:0.136364, , , 
FFI16_RS04970, 807.7, , , , , 
FFI16_RS04975, 921.7, , , , , 
FFI16_RS04980, 452.3, , , , , 
FFI16_RS04985, 745.7, , , , , 
FFI16_RS04990, 715.7, , , , , 
FFI16_RS04995, 264.7, , , , , 
FFI16_RS05000, 692.7, , , , , 
FFI16_RS05005, 1604.0, , , , , 
FFI16_RS05010, 312.3, , , , , 
FFI16_RS05015, 882.3, , , , , 
FFI16_RS05020, 515.3, , , , , 
FFI16_RS05025, 966.7, , , , , 
FFI16_RS05030, 495.0, , , , , 
FFI16_RS05035, 657.0, , , , , 
FFI16_RS05040, 427.7, , , , , 
FFI16_RS05045, 1134.3, , , , , 
FFI16_RS05050, 529.0, , , , , 
FFI16_RS05055, 172.3, , , , , 
FFI16_RS05060, 1945.0, , 800:3:0.162791:0.162791;700:3:0.209302:0.209302;700:3:0.138889:0.173913;600:1:0.0833333:0.147059;700:3:0.131579:0.190476;700:3:0.179487:0.291667;700:1:0.0526316:0.153846;800:3:0.189189:0.189189, 600:3:0.125:0.166667;500:3:0.138889:0.275862;500:3:0.121212:0.157895;500:3:0.178571:0.242424;500:3:0.1875:0.1875;700:3:0.176471:0.176471, , 
FFI16_RS05065, 421.7, , , 300:1:0.0217391:0.176471, , 
FFI16_RS05070, 1165.0, , , , , 
FFI16_RS05075, 257.3, , , , , 
FFI16_RS05080, 483.7, , , , , 
FFI16_RS05085, 720.7, , , , , 
FFI16_RS05090, 143.7, , , , , 
FFI16_RS05095, 456.7, , , , , 
FFI16_RS05100, 1190.3, , , , , 
FFI16_RS05105, 704.0, , , , , 
FFI16_RS05110, 153.0, , , , , 
FFI16_RS05115, 463.3, , , , , 
FFI16_RS05120, 1161.7, , , , , 
FFI16_RS05125, 529.0, , , , , 
FFI16_RS05130, 1235.3, , , , , 
FFI16_RS05135, 712.7, , , , , 
FFI16_RS05140, 731.7, , , , , 
FFI16_RS05145, 1174.3, , , , , 
FFI16_RS05150, 855.3, , , , , 
FFI16_RS05155, 828.3, , , , , 
FFI16_RS05160, 670.0, , , , , 
FFI16_RS05165, 677.0, , , , , 
FFI16_RS05170, 421.0, , , , , 
FFI16_RS05175, 612.7, , 500:1:0:0.115385, 500:1:0.0526316:0.125, , 
FFI16_RS05180, 1044.0, , , , , 
FFI16_RS05185, 1468.3, , , , , 
FFI16_RS05190, 864.7, , , , , 
FFI16_RS05195, 2061.7, , , , , 
FFI16_RS05200, 896.3, , , , , 
FFI16_RS05205, 586.3, , 400:1:0.0384615:0.137931, , , 
FFI16_RS05210, 738.0, , , , , 
FFI16_RS05215, 827.7, , , 500:3:0.1:0.411765, , 
FFI16_RS05220, 377.3, , , , , 
FFI16_RS05225, 1446.0, , , , , 
FFI16_RS05230, 1104.7, , , , , 
FFI16_RS05235, 775.0, , , , , 
FFI16_RS05240, 687.7, , , , , 
FFI16_RS05245, 737.3, , , , , 
FFI16_RS05250, 1310.3, , , , , 
FFI16_RS05255, 1409.3, , , , , 
FFI16_RS05260, 3073.3, , , , , 
FFI16_RS05265, 963.3, , , , , 
FFI16_RS05270, 567.7, , , 400:3:0.152174:0.152174;800:3:0.108696:0.153846, , 
FFI16_RS05275, 175.0, , , , , 
FFI16_RS05280, 1072.0, , , 800:3:0.151515:0.151515;800:3:0.172414:0.172414, , 
FFI16_RS05285, 969.3, , , , , 
FFI16_RS05290, 1472.7, , , , , 
FFI16_RS05295, 455.0, , , , , 
FFI16_RS05300, 625.0, , 400:1:0.0416667:0.15625, , , 
FFI16_RS05305, 746.7, , , , , 
FFI16_RS05310, 240.7, , , , , 
FFI16_RS05315, 555.7, , , , , 
FFI16_RS05320, 748.7, , , , , 
FFI16_RS05325, 1089.0, , , , , 
FFI16_RS05330, 1116.0, , , , , 
FFI16_RS05335, 306.0, , , , , 
FFI16_RS05340, 352.3, , , , , 
FFI16_RS05345, 717.3, , , , , 
FFI16_RS05350, 633.0, , , , , 
FFI16_RS05355, 239.0, , , , , 
FFI16_RS05360, 753.7, , , , , 
FFI16_RS05365, 349.0, , , , , 
FFI16_RS05370, 1198.7, , , , , 
FFI16_RS05375, 947.3, , , , , 
FFI16_RS05380, 679.0, , , , , 
FFI16_RS05385, 1683.7, , , , , 
FFI16_RS05390, 1104.0, , , , , 
FFI16_RS05395, 1169.0, , , , , 
FFI16_RS05400, 316.7, , , , , 
FFI16_RS05405, 816.7, , 400:1:0.0454545:0.2;500:1:0.0454545:0.132075;400:1:0.0212766:0.132075;400:1:0.0217391:0.153846, , , 
FFI16_RS05410, 782.3, , , , , 
FFI16_RS05415, 455.3, , , , , 
FFI16_RS05420, 4568.0, , 400:1:0.0645161:0.117647;700:3:0.125:0.125;400:1:0.0588235:0.166667, , , 
FFI16_RS05425, 787.7, , , , , 
FFI16_RS05430, 1022.3, , , , , 
FFI16_RS05435, 1808.3, , , , , 
FFI16_RS05440, 642.3, , , , , 
FFI16_RS05445, 448.7, , , , , 
FFI16_RS05450, 250.3, , , , , 
FFI16_RS05455, 544.0, , , , , 
FFI16_RS05460, 490.0, , , , , 
FFI16_RS05465, 897.7, , , , , 
FFI16_RS05470, 886.3, , , , , 
FFI16_RS05475, 847.7, , 700:1:0.0408163:0.123077, , , 
FFI16_RS05480, 632.7, , , , , 
FFI16_RS05485, 581.7, , , , , 
FFI16_RS05490, 502.3, , , , , 
FFI16_RS05495, 1081.0, , , , , 
FFI16_RS05500, 547.3, , , , , 
FFI16_RS05505, 1027.3, , , , , 
FFI16_RS05510, 494.0, , , , , 
FFI16_RS05515, 675.0, , , , , 
FFI16_RS05520, 733.3, , 400:1:0.133333:0.204082;400:3:0.108108:0.170732;400:1:0.0566038:0.14, 400:3:0.104167:0.155844;400:1:0.0851064:0.15625, , 
FFI16_RS05525, 1088.0, , , , , 
FFI16_RS05535, 487.7, , 700:3:0.0862069:0.119048, , , 
FFI16_RS05540, 777.3, , , , , 
FFI16_RS05545, 429.0, , , , , 
FFI16_RS05550, 533.0, , , , , 
FFI16_RS05555, 346.0, , , , , 
FFI16_RS05560, 947.0, , , , , 
FFI16_RS05565, 526.3, , , , , 
FFI16_RS05570, 1051.7, , , , , 
FFI16_RS05575, 462.7, , , , , 
FFI16_RS05580, 274.3, , , , , 
FFI16_RS05590, 336.3, , , , , 
FFI16_RS05595, 343.0, , , , , 
FFI16_RS05600, 1187.0, , , , , 
FFI16_RS05605, 2721.0, , , , , 
FFI16_RS05610, 317.0, , , , , 
FFI16_RS05615, 547.3, , , , , 
FFI16_RS05620, 1725.7, , , , , 
FFI16_RS05625, 427.3, , , , , 
FFI16_RS05630, 1722.3, , , , , 
FFI16_RS05635, 224.3, , , , , 
FFI16_RS05640, 780.7, , , , , 
FFI16_RS05645, 667.0, , , , , 
FFI16_RS05650, 666.7, , , , , 
FFI16_RS05655, 895.0, , , , , 
FFI16_RS05660, 365.3, , , , , 
FFI16_RS05665, 710.3, , , , , 
FFI16_RS05670, 1284.0, , , , , 
FFI16_RS05675, 669.7, , , , , 
FFI16_RS05680, 658.7, , , , , 
FFI16_RS05685, 577.0, , , , , 
FFI16_RS05690, 832.0, , , , , 
FFI16_RS05695, 986.3, , , , , 
FFI16_RS05700, 1555.3, , , , , 
FFI16_RS05705, 1216.7, , , , , 
FFI16_RS05710, 814.7, , , , , 
FFI16_RS05715, 1168.3, , , , , 
FFI16_RS05720, 352.3, , , , , 
FFI16_RS05725, 1129.0, , , , , 
FFI16_RS05730, 403.7, , , , , 
FFI16_RS05735, 253.3, , , , , 
FFI16_RS05740, 1231.7, , , , , 
FFI16_RS05745, 1009.7, , , , , 
FFI16_RS05750, 1040.3, , , , , 
FFI16_RS05755, 363.0, , , , , 
FFI16_RS05760, 1357.0, , , , , 
FFI16_RS05765, 770.7, , , , , 
FFI16_RS05770, 599.0, , , , , 
FFI16_RS05775, 1009.0, , , , , 
FFI16_RS05780, 351.3, , , , , 
FFI16_RS05785, 338.7, , , , , 
FFI16_RS05790, 1287.0, , , , , 
FFI16_RS05795, 292.7, , , , , 
FFI16_RS05800, 199.7, , , , , 
FFI16_RS05805, 1016.0, , , , , 
FFI16_RS05810, 484.0, , , , , 
FFI16_RS05815, 751.3, , , 300:3:0.130952:0.242424;300:3:0.152941:0.235294, , 
FFI16_RS05820, 398.7, , , , , 
FFI16_RS05825, 327.0, , , , , 
FFI16_RS05830, 559.0, , , , , 
FFI16_RS05835, 205.7, , , , , 
FFI16_RS05840, 590.0, , , , , 
