Identifier, Size, 1B1, 1B2, 1B3, 1B4, 1B5
B4U62_RS12485, 476.7, , , , , 
B4U62_RS12490, 1170.3, , , , , 
B4U62_RS12495, 929.3, , , , , 
B4U62_RS12500, 298.7, , , , , 
B4U62_RS12505, 566.7, , , , , 
B4U62_RS12510, 1316.7, , , , , 
B4U62_RS12515, 721.0, , , , , 
B4U62_RS12520, 888.3, , , , , 
B4U62_RS12525, 514.3, , , , , 
B4U62_RS12530, 1412.0, , , , , 
B4U62_RS12535, 653.7, , , , , 
B4U62_RS12540, 962.7, , , , , 
B4U62_RS12545, 1276.0, , , , , 
B4U62_RS12550, 518.7, , , , , 
B4U62_RS12555, 663.7, , , , , 
B4U62_RS12560, 437.7, , , , , 
B4U62_RS12565, 469.7, , , , , 
B4U62_RS12570, 1018.3, , 500:1:0.0186916, , , 
B4U62_RS12575, 478.7, , , , , 
B4U62_RS12580, 475.0, , , , , 
B4U62_RS12585, 697.3, , , , , 
B4U62_RS12590, 519.0, , , , , 
B4U62_RS12595, 395.0, , , , , 
B4U62_RS12600, 412.7, , , , , 
B4U62_RS12605, 969.3, , , , , 
B4U62_RS12610, 541.0, , , , , 
B4U62_RS12615, 960.7, , , , , 
B4U62_RS12620, 374.7, , , , , 
B4U62_RS12625, 538.7, , , , , 
B4U62_RS12630, 290.0, , , , , 
B4U62_RS12635, 215.7, , , , , 
B4U62_RS12645, 313.3, , , , , 
B4U62_RS12650, 240.7, , , , , 
B4U62_RS12655, 269.3, , , , , 
B4U62_RS12660, 447.3, , , , , 
B4U62_RS12670, 779.7, , , , , 
B4U62_RS12675, 1149.7, , , 600:3:0.767442;600:1:0.0126582, , 
B4U62_RS12680, 1177.7, , , , , 
B4U62_RS12685, 447.7, , , , , 
B4U62_RS12690, 282.3, , , , , 
B4U62_RS12695, 818.3, , , , , 
B4U62_RS12700, 381.3, , , , , 
B4U62_RS12705, 345.7, , , 300:3:0.175824, , 
B4U62_RS12710, 587.0, , , , , 
B4U62_RS12715, 611.7, , , , , 
B4U62_RS12720, 356.0, , , , , 
B4U62_RS12725, 374.7, , , , , 
B4U62_RS12730, 1047.0, , , , , 
B4U62_RS12735, 669.3, , , , , 
B4U62_RS12740, 1034.0, , , , , 
B4U62_RS12745, 714.3, , , , , 
B4U62_RS12750, 284.3, , , , , 
B4U62_RS12755, 460.7, , , , , 
B4U62_RS12760, 622.7, , , , , 
B4U62_RS12765, 270.7, , , , , 
B4U62_RS12770, 1075.7, , , , , 
B4U62_RS12775, 1250.7, , , , , 
B4U62_RS12780, 1184.3, , , , , 
B4U62_RS12785, 887.3, , , , , 
B4U62_RS12790, 353.7, , , , , 
B4U62_RS12795, 915.3, , , , , 
B4U62_RS12800, 520.3, , , , , 
B4U62_RS12805, 97.3, , , , , 
B4U62_RS12810, 783.7, , , , , 
B4U62_RS12815, 280.3, , 300:1:0.028777, , , 
B4U62_RS12820, 778.3, , , , , 
B4U62_RS12825, 202.3, , , , , 
B4U62_RS12830, 252.0, , , , , 
B4U62_RS12835, 814.3, , , , , 
B4U62_RS12840, 274.0, , , , , 
B4U62_RS12845, 477.0, , , , , 
B4U62_RS12850, 264.0, , , , , 
B4U62_RS12855, 1061.7, , , , , 
B4U62_RS12860, 229.7, , , , , 
B4U62_RS12865, 1040.7, , , , , 
B4U62_RS12875, 310.3, , , , , 
B4U62_RS12880, 832.7, , , , , 
B4U62_RS12885, 1136.3, , , , , 
B4U62_RS12890, 619.3, , , , , 
B4U62_RS12895, 864.3, , , , , 
B4U62_RS12900, 749.0, , , , , 
B4U62_RS12905, 1396.7, , , , , 
B4U62_RS12910, 866.0, , , , , 
B4U62_RS12915, 705.0, , , , , 
B4U62_RS12925, 828.3, , , , , 
B4U62_RS12930, 1255.3, 400:3:0.325153, , , , 
B4U62_RS12935, 1234.0, , , , , 
B4U62_RS12940, 1044.0, , 500:1:0.0218978, , , 
B4U62_RS12945, 225.0, , , , , 
B4U62_RS12950, 677.0, , , , , 
B4U62_RS12955, 669.3, , , , , 
B4U62_RS12960, 919.7, , , 600:1:0.0384615, , 
B4U62_RS12965, 1198.0, , , , , 
B4U62_RS12970, 431.7, , , , , 
B4U62_RS12975, 467.0, , , , , 
B4U62_RS12980, 850.7, , , , , 
B4U62_RS12985, 578.3, , , , , 
B4U62_RS12990, 605.7, , , , , 
B4U62_RS12995, 716.7, , , , , 
B4U62_RS13000, 447.3, , , , , 
B4U62_RS13005, 755.0, , , , , 
B4U62_RS13010, 987.3, , , , , 
B4U62_RS13015, 736.3, , , , , 
B4U62_RS13020, 1037.0, , , 500:1:0.027027, , 
B4U62_RS13025, 802.0, , , , , 
B4U62_RS13035, 891.0, , , , , 
B4U62_RS13040, 869.0, , , , , 
B4U62_RS13045, 826.3, , , , , 
B4U62_RS13050, 1757.0, , , , , 
B4U62_RS13055, 231.7, , , , , 
B4U62_RS13060, 727.7, , , , , 
B4U62_RS13065, 1135.0, , , , , 
B4U62_RS13070, 919.0, , , , , 
B4U62_RS13075, 929.7, , , , , 
B4U62_RS13080, 789.3, , , , , 
B4U62_RS13090, 659.0, , , , , 
B4U62_RS13095, 500.3, 800:3:0.0526316, 500:1:0.0135135, , , 
B4U62_RS13100, 332.7, , , , , 
B4U62_RS13105, 936.0, , , , , 
B4U62_RS13110, 742.7, , , , , 
B4U62_RS13115, 1135.7, , , , , 
B4U62_RS13120, 1399.0, , , , , 
B4U62_RS13125, 453.7, , , , , 
B4U62_RS13130, 669.0, , , , , 
B4U62_RS13135, 1597.0, , , , , 
B4U62_RS13140, 708.0, , , , , 
B4U62_RS13145, 198.0, , , , , 
B4U62_RS13150, 1163.7, , , , , 
B4U62_RS13155, 690.7, , , , , 
B4U62_RS13160, 422.7, , , , , 
B4U62_RS13165, 346.3, , , , , 
B4U62_RS13170, 1095.3, , , , , 
B4U62_RS13175, 493.0, , , , , 
B4U62_RS13180, 531.7, , , , , 
B4U62_RS13185, 556.3, , , , , 
B4U62_RS13190, 508.3, , , , , 
B4U62_RS13195, 995.0, , , , , 
B4U62_RS13200, 332.0, , , , , 
B4U62_RS13205, 188.0, , , , , 
B4U62_RS13210, 407.0, 600:1:0.0111732, , , , 
B4U62_RS13215, 793.0, , , , , 
B4U62_RS13220, 330.7, , , , , 
B4U62_RS13225, 477.7, , , , , 
B4U62_RS13230, 837.7, , , , , 
B4U62_RS13235, 431.3, , , , , 
B4U62_RS13240, 537.3, , , , , 
B4U62_RS13245, 839.3, , , , , 
B4U62_RS13250, 345.3, , , , , 
B4U62_RS13255, 784.0, , , , , 
B4U62_RS13260, 451.7, , , , , 
B4U62_RS13265, 761.3, , , , , 
B4U62_RS13270, 389.0, , , , , 
B4U62_RS13275, 1156.0, , , , , 
B4U62_RS13280, 1097.0, , , , , 
B4U62_RS13285, 965.3, , , , , 
B4U62_RS13290, 1396.3, , , , , 
B4U62_RS13295, 656.0, , , , , 
B4U62_RS13300, 242.0, , , , , 
B4U62_RS13305, 298.7, , , , , 
B4U62_RS13310, 702.3, 400:3:0.168831, 200:3:0.106195, 300:3:0.133929, , 
B4U62_RS13315, 463.0, , , , , 
B4U62_RS13320, 698.7, , , , , 
B4U62_RS13325, 359.7, , , , , 
B4U62_RS13330, 211.0, , , , , 
B4U62_RS13335, 302.7, , 300:1:0.0229885, , , 
B4U62_RS13340, 330.7, , , , , 
B4U62_RS13345, 281.7, , , , , 
B4U62_RS13350, 334.3, , , , , 
B4U62_RS13355, 242.0, , , , , 
B4U62_RS13360, 833.7, , , , , 
B4U62_RS13365, 943.0, , , , , 
B4U62_RS13375, 864.3, , , , , 
B4U62_RS13380, 1076.0, , , , , 
B4U62_RS13385, 745.7, , , , , 
B4U62_RS13390, 72.0, , , , , 
B4U62_RS13395, 403.3, , , , , 
B4U62_RS13400, 295.0, , , , , 
B4U62_RS13405, 608.3, , , , , 
B4U62_RS13410, 188.3, , , , , 
B4U62_RS13415, 255.7, , , , , 
B4U62_RS13420, 912.0, , , , , 
B4U62_RS13425, 969.0, , , , , 
B4U62_RS13430, 1617.0, , , , , 
B4U62_RS13435, 785.0, , , , , 
B4U62_RS13440, 271.7, , , , , 
B4U62_RS13445, 1300.7, , , , , 
B4U62_RS13450, 207.3, , , , , 
B4U62_RS13455, 527.7, , , , , 
B4U62_RS13460, 202.3, , , , , 
B4U62_RS13465, 857.0, , , 400:3:0.100775, , 
B4U62_RS13470, 472.3, , , , , 
B4U62_RS13475, 359.0, , , , , 
B4U62_RS13480, 360.3, , , , , 
B4U62_RS13485, 625.7, , , , , 
B4U62_RS13490, 661.0, , , , , 
B4U62_RS13495, 710.0, , , , , 
B4U62_RS13500, 811.3, 400:3:0.114583;400:3:0.104167;400:1:0.0744681;400:3:0.0909091;400:3:0.132653;400:3:0.163265;400:3:0.16;900:3:0.13;900:3:0.16092, 400:3:0.156627, , , 
B4U62_RS13505, 834.7, , , , , 
B4U62_RS13510, 1824.0, , , , , 
B4U62_RS13515, 1137.3, , , , , 
B4U62_RS13520, 585.7, , , , , 
B4U62_RS13525, 492.0, , , , , 
B4U62_RS13530, 606.3, , , , , 
B4U62_RS13535, 446.3, , , , , 
B4U62_RS13540, 330.7, , , , , 
B4U62_RS13545, 970.3, , , , , 
B4U62_RS13550, 410.3, , , , , 
B4U62_RS13555, 500.7, , , , , 
B4U62_RS13560, 451.0, , , , , 
B4U62_RS13565, 821.7, , , 600:3:0.827586;300:1:0, 200:2:0.992126, 
B4U62_RS13570, 214.3, , , , , 
B4U62_RS13575, 728.0, , , , , 
B4U62_RS13580, 1146.0, , , , , 
B4U62_RS13585, 641.0, , , , , 
B4U62_RS13590, 838.7, , , , , 
B4U62_RS13595, 908.7, , , , , 
B4U62_RS13600, 633.3, , , , , 
B4U62_RS13605, 391.7, 600:1:0.05, 500:1:0.0980392, 400:3:0.15;300:1:0.0243902;400:1:0.0930233;600:3:0.136364;600:1:0.0508475;600:1:0.0508475, , 
B4U62_RS13610, 243.7, , , , , 
B4U62_RS13615, 949.7, , , , , 
B4U62_RS13620, 1467.3, , , , 700:1:0, 
B4U62_RS13625, 497.7, 800:1:0, , , , 
B4U62_RS13630, 682.0, , , , , 
B4U62_RS13635, 611.0, , , , , 
B4U62_RS13640, 1642.3, , , , , 
B4U62_RS13645, 788.0, , , , , 
B4U62_RS13650, 648.7, , , , , 
B4U62_RS13655, 218.0, , , , , 
B4U62_RS13660, 719.0, , , , , 
B4U62_RS13665, 408.3, , , , , 
B4U62_RS13670, 301.0, 800:3:0.0909091, , , , 
B4U62_RS13675, 360.7, , , , , 
B4U62_RS13680, 1782.0, , , , , 
B4U62_RS13685, 774.3, , , , , 
B4U62_RS13690, 972.3, , , , , 
B4U62_RS13695, 279.3, , , , , 
B4U62_RS13700, 434.0, , , , , 
B4U62_RS13710, 1153.3, , , , , 
B4U62_RS13715, 370.0, , , , , 
B4U62_RS13720, 240.7, , , , , 
B4U62_RS13725, 775.0, , 300:1:0.00588235, , , 
B4U62_RS13730, 1092.3, , , , , 
B4U62_RS13735, 618.3, , , , , 
B4U62_RS13740, 779.7, , , , , 
B4U62_RS13745, 979.3, , , , , 
B4U62_RS13750, 1520.3, 400:1:0.015748, , , , 
B4U62_RS13755, 520.7, , , , , 
B4U62_RS13760, 897.7, , , , , 
B4U62_RS13765, 962.0, , 300:1:0.00840336, , , 
B4U62_RS13770, 1549.3, , , , , 
B4U62_RS13775, 286.7, , , , , 
B4U62_RS13780, 1006.0, , , , , 
B4U62_RS13785, 972.7, , , , , 
B4U62_RS13790, 304.0, , , , , 
B4U62_RS13795, 870.7, , , , , 
B4U62_RS13800, 105.3, , , , , 
B4U62_RS13805, 1869.7, , , , , 
B4U62_RS13810, 518.0, , , , , 
B4U62_RS13815, 576.3, , , , , 
B4U62_RS13820, 643.3, , , , , 
B4U62_RS13825, 589.3, , , , , 
B4U62_RS13830, 297.3, , , , , 
B4U62_RS13835, 447.7, , , , , 
B4U62_RS13840, 449.0, , , , , 
B4U62_RS13845, 233.0, , , , , 
B4U62_RS13850, 684.0, , , , , 
B4U62_RS13855, 879.0, , , , , 
B4U62_RS13860, 510.3, , , , , 
B4U62_RS13865, 212.7, , , , , 
B4U62_RS13870, 682.0, , , , , 
B4U62_RS13875, 690.0, , , , , 
B4U62_RS13880, 568.0, , , , , 
B4U62_RS13885, 811.0, , , , , 
B4U62_RS13890, 657.3, , , , , 
B4U62_RS13895, 416.0, , , , , 
B4U62_RS13905, 1213.0, , , , , 
B4U62_RS13910, 165.7, , , , , 
B4U62_RS13915, 346.3, , , , , 
B4U62_RS13920, 876.3, , , , , 
B4U62_RS13925, 414.7, , , , , 
B4U62_RS13930, 353.3, , 800:1:0.0394737, , , 
B4U62_RS13935, 713.0, , , , , 
B4U62_RS13940, 1015.3, , , , , 
B4U62_RS13945, 95.3, , , , , 
B4U62_RS13950, 227.7, , , , , 
B4U62_RS13955, 1373.7, , , , , 
B4U62_RS13960, 472.7, , , , , 
B4U62_RS13965, 304.7, , , , , 
B4U62_RS13970, 496.7, , , , , 
B4U62_RS13975, 700.0, , , , , 
B4U62_RS13980, 388.7, , , , , 
B4U62_RS13985, 801.7, , , , , 
B4U62_RS13990, 134.7, , , , , 
B4U62_RS13995, 277.7, , , , , 
B4U62_RS14000, 870.3, , , , , 
B4U62_RS14005, 221.0, , , , , 
B4U62_RS14010, 457.3, , , , , 
B4U62_RS14015, 817.0, , , , , 
B4U62_RS14020, 348.3, , , , , 
B4U62_RS14025, 217.0, , , , , 
B4U62_RS14030, 778.0, , , , , 
B4U62_RS14035, 521.3, , , , , 
B4U62_RS14040, 3742.3, 400:1:0.0608696;400:3:0.149533;400:3:0.11215;400:1:0.0803571;400:3:0.0614035;400:3:0.0782609;400:3:0.0782609;400:3:0.0442478;400:3:0.153153;400:3:0.0833333;400:3:0.0747664;400:3:0.171429;400:3:0.150943, , 400:3:0.141304;400:3:0.125;400:1:0.0576923, , 
B4U62_RS14045, 149.0, , , , , 
B4U62_RS14050, 467.0, , , , , 
B4U62_RS14055, 187.3, , , , , 
B4U62_RS14065, 356.0, , , , , 
B4U62_RS14070, 1120.3, , , 600:1:0.0508475, , 
B4U62_RS14075, 154.0, , , , , 
B4U62_RS14080, 351.7, , , , , 
B4U62_RS14085, 389.7, , , , , 
B4U62_RS14090, 279.7, , , , , 
B4U62_RS14095, 317.3, , , , , 
B4U62_RS14100, 259.3, , , , , 
B4U62_RS14105, 770.3, , , , , 
B4U62_RS14110, 818.3, , , , , 
B4U62_RS14115, 573.7, , , , , 
B4U62_RS14120, 726.0, , , , , 
B4U62_RS14125, 1235.0, , , , , 
B4U62_RS14130, 1031.7, , , , , 
B4U62_RS14135, 632.7, , , , , 
B4U62_RS14140, 484.3, , , , , 
B4U62_RS14145, 463.7, , , , , 
B4U62_RS14150, 833.7, , , , , 
B4U62_RS14155, 247.0, , , , , 
B4U62_RS14160, 440.0, , , , , 
B4U62_RS14165, 123.3, , , , , 
B4U62_RS14170, 739.7, , , , , 
B4U62_RS14175, 517.3, , , , , 
B4U62_RS14180, 684.3, , , , , 
B4U62_RS14185, 865.0, , , , , 
B4U62_RS14190, 158.0, , , , , 
B4U62_RS14195, 206.7, , , , , 
B4U62_RS14200, 524.0, , , , , 
B4U62_RS14205, 141.3, , , , , 
B4U62_RS14210, 285.7, , , , , 
B4U62_RS14215, 355.3, , , , , 
B4U62_RS14225, 531.7, , , , , 
B4U62_RS14230, 522.3, , , , , 
B4U62_RS14245, 226.7, , , , , 
B4U62_RS14250, 384.0, , , , , 
B4U62_RS14255, 1033.0, , , , , 
B4U62_RS14260, 635.7, , , , , 
B4U62_RS14265, 1049.0, , , , , 
B4U62_RS14270, 545.3, , 300:1:0.0434783, , , 
B4U62_RS14275, 521.7, , , , , 
B4U62_RS14280, 502.0, , , , , 
B4U62_RS14285, 704.0, , , , , 
B4U62_RS14290, 220.3, , , , , 
B4U62_RS14295, 1009.7, , , , , 
B4U62_RS14305, 556.7, , , , , 
B4U62_RS14315, 499.0, , , , , 
B4U62_RS14320, 228.7, , , , , 
B4U62_RS14325, 297.3, , , , , 
B4U62_RS14330, 277.0, , , , , 
B4U62_RS14335, 463.3, , , , , 
B4U62_RS14340, 176.3, , , , , 
B4U62_RS14345, 213.7, , , , , 
B4U62_RS14350, 771.0, , , , , 
B4U62_RS14355, 940.7, , , , , 
B4U62_RS14360, 471.3, , , , , 
B4U62_RS14365, 1179.3, , , , , 
B4U62_RS14370, 135.0, , , , , 
B4U62_RS14375, 892.7, , , , , 
B4U62_RS14380, 702.7, , , , , 
B4U62_RS14385, 932.0, , , , , 
B4U62_RS14390, 867.0, , , 200:3:0.781818;200:3:0.181818;200:1:0.00892857, 300:2:0.987952, 
B4U62_RS14395, 417.0, , , , , 
B4U62_RS14400, 787.0, , , , , 
B4U62_RS14405, 248.7, , , , , 
B4U62_RS14410, 1151.0, , , , , 
B4U62_RS14420, 632.0, , , , , 
B4U62_RS14425, 487.7, , , , , 
B4U62_RS14430, 323.3, , , , , 
B4U62_RS14435, 1095.0, , , , , 
B4U62_RS14445, 562.0, , , , , 
B4U62_RS14450, 408.0, , , , , 
B4U62_RS14455, 514.3, , , , , 
B4U62_RS14460, 784.0, , , , , 
B4U62_RS14465, 916.0, , , , , 
B4U62_RS14470, 180.3, , , , , 
B4U62_RS14475, 162.3, , , , , 
B4U62_RS14480, 584.3, , , , , 
B4U62_RS14485, 642.7, , , , , 
B4U62_RS14490, 159.3, , , , , 
B4U62_RS14495, 706.3, , , , , 
B4U62_RS14500, 524.3, , , , , 
B4U62_RS14505, 793.0, , , , , 
B4U62_RS14510, 1185.0, , , , , 
B4U62_RS14515, 809.0, , , , , 
B4U62_RS14520, 900.0, , , , , 
B4U62_RS14525, 756.3, , , , , 
B4U62_RS14530, 309.3, , , , , 
B4U62_RS14535, 739.0, , , , , 
B4U62_RS14540, 330.3, , , , , 
B4U62_RS14545, 380.3, , , , , 
B4U62_RS14550, 412.3, , , , , 
B4U62_RS14555, 296.7, , , , , 
B4U62_RS14560, 306.3, , , , , 
B4U62_RS14565, 913.0, , , , , 
B4U62_RS14570, 176.0, , , , , 
B4U62_RS14575, 253.3, , , , , 
B4U62_RS14580, 436.3, , , , , 
B4U62_RS14585, 234.7, , , , , 
B4U62_RS14590, 909.0, , , , , 
B4U62_RS14595, 500.3, , , , , 
B4U62_RS14600, 1691.3, , , , , 
B4U62_RS14605, 676.7, , , , , 
B4U62_RS14610, 667.7, , , , , 
B4U62_RS14615, 395.3, , , , , 
B4U62_RS14620, 457.3, , , , , 
B4U62_RS14625, 2352.0, , , , , 
B4U62_RS14630, 1106.3, , , , , 
B4U62_RS14635, 610.0, , , , , 
B4U62_RS14640, 709.7, , , , , 
B4U62_RS14645, 502.0, , , , , 
B4U62_RS14650, 682.3, , , , , 
B4U62_RS14655, 1582.0, , , , , 
B4U62_RS14660, 333.3, , , , , 
B4U62_RS14665, 2509.7, , , , , 
B4U62_RS14670, 571.0, , , , , 
B4U62_RS14675, 530.7, , , , , 
B4U62_RS14680, 220.7, , , , , 
B4U62_RS14685, 751.7, , , , , 
B4U62_RS14690, 401.3, , , , , 
B4U62_RS14695, 2396.0, , , , , 
B4U62_RS14700, 396.3, , , , , 
B4U62_RS14705, 266.3, , , , , 
B4U62_RS14710, 913.3, , , , , 
B4U62_RS14715, 803.0, , , , , 
B4U62_RS14720, 585.0, , , , , 
B4U62_RS14725, 620.0, , , , , 
B4U62_RS14730, 253.3, , , , , 
B4U62_RS14735, 615.3, , , , , 
B4U62_RS14740, 1445.0, , , , , 
B4U62_RS14745, 485.3, , , , , 
B4U62_RS14750, 511.0, , , , , 
B4U62_RS14755, 1027.0, , , , , 
B4U62_RS14760, 745.7, , , , , 
B4U62_RS14765, 623.7, , , , , 
B4U62_RS14770, 975.3, , , , , 
B4U62_RS14775, 247.0, , , , , 
B4U62_RS14780, 340.7, , , , , 
B4U62_RS14785, 294.7, , , , , 
B4U62_RS14790, 2203.7, , , , , 
B4U62_RS14795, 954.7, , , , , 
B4U62_RS14800, 622.7, , , , , 
B4U62_RS14805, 665.7, , , , , 
B4U62_RS14810, 556.7, , , , , 
B4U62_RS14815, 513.3, , , , , 
B4U62_RS14820, 125.0, , , , , 
B4U62_RS14825, 162.0, , , , , 
B4U62_RS14830, 473.7, , , , , 
B4U62_RS14835, 1914.3, , , , , 
B4U62_RS14840, 579.3, , , , , 
B4U62_RS14845, 906.3, 400:3:0.0944882, 500:1:0.0108696, , , 
B4U62_RS14850, 930.3, , , , , 
B4U62_RS14855, 424.0, , , , , 
B4U62_RS14860, 1082.0, , , , 800:1:0.0394737, 
B4U62_RS14865, 691.7, , , , , 
B4U62_RS14870, 253.0, , , , , 
B4U62_RS14875, 1425.3, , 400:3:0.893617, 600:3:0.708738, , 
B4U62_RS14880, 1103.7, , , , , 
B4U62_RS14885, 239.0, , , , , 
B4U62_RS14890, 1226.0, , , , , 
B4U62_RS14895, 369.3, , , , , 
B4U62_RS14900, 1855.7, , , , , 
B4U62_RS14905, 414.3, , , , , 
B4U62_RS14910, 1945.0, , , , , 
B4U62_RS14915, 342.3, , , , , 
B4U62_RS14920, 497.3, , , , , 
B4U62_RS14925, 1821.7, , , , , 
B4U62_RS14930, 337.3, , , , , 
B4U62_RS14935, 1191.7, , , , , 
B4U62_RS14940, 630.0, , , , , 
B4U62_RS14945, 383.0, , , , , 
B4U62_RS14950, 250.0, , , , , 
B4U62_RS14955, 927.3, , , , , 
B4U62_RS14960, 850.0, , , , , 
B4U62_RS14965, 168.3, , , , , 
B4U62_RS14970, 794.7, , , , , 
B4U62_RS14975, 590.3, 800:1:0, , , , 
B4U62_RS14980, 456.7, , , , , 
B4U62_RS14985, 1103.3, , , , , 
B4U62_RS14990, 916.7, , , , , 
B4U62_RS14995, 609.7, , , , , 
B4U62_RS15005, 118.3, , , , , 
B4U62_RS15010, 1212.3, , , , , 
B4U62_RS15015, 680.7, , , , , 
B4U62_RS15020, 566.0, , , , , 
B4U62_RS15025, 1014.7, , 400:3:0.153005, 400:3:0.0833333, , 
B4U62_RS15030, 883.3, , , 100:3:0.764706, , 
B4U62_RS15035, 681.7, , , , , 
B4U62_RS15040, 1336.3, 400:1:0.0666667, , , , 
B4U62_RS15045, 925.7, , , , , 
B4U62_RS15050, 386.0, , , , , 
B4U62_RS15055, 708.3, , , , , 
B4U62_RS15060, 419.7, , , , , 
B4U62_RS15065, 1045.3, , , , , 
B4U62_RS15070, 540.0, , , , , 
B4U62_RS15075, 236.3, , , , , 
B4U62_RS15080, 274.3, , , , , 
B4U62_RS15085, 357.0, , , , , 
B4U62_RS15090, 695.7, , , , , 
B4U62_RS15095, 726.0, , , , , 
B4U62_RS15100, 640.0, , , , , 
B4U62_RS15105, 596.7, , , , , 
B4U62_RS15110, 433.3, , , , , 
B4U62_RS15115, 714.0, , , 300:1:0.0114943, , 
B4U62_RS15120, 902.0, , , , , 
B4U62_RS15125, 597.7, , , , , 
B4U62_RS15130, 562.3, , , , , 
B4U62_RS15135, 887.7, , , , , 
B4U62_RS15140, 707.0, , , , , 
B4U62_RS15145, 1094.3, , , , , 
B4U62_RS15150, 2185.3, , , , , 
B4U62_RS15155, 246.7, , , , , 
B4U62_RS15160, 839.0, , , , , 
B4U62_RS15165, 1489.7, , , , , 
B4U62_RS15170, 1055.0, , , , , 
B4U62_RS15175, 787.7, , , , , 
B4U62_RS15180, 624.7, , , , , 
B4U62_RS15185, 768.3, , , , , 
B4U62_RS15190, 681.3, , , , , 
B4U62_RS15195, 1188.3, , , , , 
B4U62_RS15200, 491.7, , , , , 
B4U62_RS15205, 457.3, , , , , 
B4U62_RS15210, 1943.0, , , , , 
B4U62_RS15215, 1411.0, , , , , 
B4U62_RS15220, 1123.0, 600:3:0.395604, , , , 
B4U62_RS15225, 1150.7, , , , , 
B4U62_RS15230, 908.3, , , , , 
B4U62_RS15235, 486.7, , , , , 
B4U62_RS15240, 1175.0, , , , , 
B4U62_RS15245, 899.7, , , , , 
B4U62_RS15250, 1244.7, , , , , 
B4U62_RS15255, 842.0, , , , , 
B4U62_RS15260, 416.7, , , , , 
B4U62_RS15265, 1473.0, , , , , 
B4U62_RS15275, 363.0, , , , , 
B4U62_RS15280, 459.0, , , , , 
B4U62_RS15285, 747.0, , , , , 
B4U62_RS15290, 175.0, , , , , 
B4U62_RS15295, 420.0, , , , , 
B4U62_RS15300, 498.7, , , , , 
B4U62_RS15305, 690.0, , , , , 
B4U62_RS15310, 968.7, , , , , 
B4U62_RS15315, 653.7, , , , , 
B4U62_RS15320, 452.7, , , , , 
B4U62_RS15325, 279.0, , , , , 
B4U62_RS15330, 415.0, , , , , 
B4U62_RS15335, 596.7, , , , , 
B4U62_RS15340, 1401.3, , , , , 
B4U62_RS15345, 589.0, , , , , 
B4U62_RS15350, 459.0, , , , , 
B4U62_RS15355, 1094.3, , , , , 
B4U62_RS15360, 165.0, , , , , 
B4U62_RS15365, 1494.3, , , , , 
B4U62_RS15370, 362.3, , , , , 
B4U62_RS15375, 154.0, , , , , 
B4U62_RS15380, 1256.0, , , , , 
B4U62_RS15385, 809.7, , , , , 
B4U62_RS15390, 626.7, , , , , 
B4U62_RS15395, 631.7, , , , , 
B4U62_RS15400, 568.7, , , , , 
B4U62_RS15405, 1435.0, , , , , 
B4U62_RS15410, 340.7, , , , , 
B4U62_RS15415, 1893.3, , , , , 
B4U62_RS15420, 1421.0, , , , , 
B4U62_RS15425, 436.7, , , , , 
B4U62_RS15430, 309.0, , , , , 
B4U62_RS15435, 761.7, 400:3:0.416667, , , , 
B4U62_RS15440, 1939.7, , , , , 
B4U62_RS15445, 900.3, , , , , 
B4U62_RS15450, 160.0, , , , , 
B4U62_RS15455, 692.3, , , , , 
B4U62_RS15460, 189.0, , , , , 
B4U62_RS15465, 936.0, , , , , 
B4U62_RS15470, 1183.0, , , , , 
B4U62_RS15475, 1036.7, , , , , 
B4U62_RS15480, 244.3, , , , , 
B4U62_RS15485, 1480.0, , , , , 
B4U62_RS15490, 1198.0, , , , , 
B4U62_RS15495, 682.0, , , , , 
B4U62_RS15500, 785.7, , , , , 
B4U62_RS15505, 1058.7, , , , , 
B4U62_RS15510, 939.7, , , , , 
B4U62_RS15515, 639.7, , , , , 
B4U62_RS15520, 542.0, , , , , 
B4U62_RS15525, 1349.0, , , , , 
B4U62_RS15530, 1263.7, , , , , 
B4U62_RS15535, 850.3, , , , , 
B4U62_RS15540, 967.0, , , , , 
B4U62_RS15545, 395.7, 600:1:0.0503597, , , , 
B4U62_RS15550, 269.0, , , , , 
B4U62_RS15555, 318.7, , , , , 
B4U62_RS15560, 169.3, , , , , 
B4U62_RS15565, 516.7, , , , , 
B4U62_RS15570, 627.7, , , , , 
B4U62_RS15575, 586.3, , , , , 
B4U62_RS15580, 460.7, , , , , 
B4U62_RS15585, 584.0, , , , , 
B4U62_RS15590, 1487.7, , , , , 
B4U62_RS15595, 684.3, , , , , 
B4U62_RS15600, 1634.7, , , , , 
B4U62_RS15605, 750.3, , , , , 
B4U62_RS15610, 548.0, , , , , 
B4U62_RS15615, 763.0, , , , , 
B4U62_RS15620, 1211.3, , , , , 
B4U62_RS15625, 462.0, , , , 300:2:1, 
B4U62_RS15630, 406.0, , , , , 
B4U62_RS15635, 919.0, , , , , 
B4U62_RS15640, 402.7, , , , , 
B4U62_RS15645, 971.3, , , , , 
B4U62_RS15650, 684.0, , , , , 
B4U62_RS15655, 497.7, , , , , 
B4U62_RS15660, 609.0, , , , , 
B4U62_RS15665, 672.7, , , , , 
B4U62_RS15670, 2189.0, , , , , 
B4U62_RS15675, 1371.7, , , , , 
B4U62_RS15680, 673.0, , , , , 
B4U62_RS15685, 798.7, , , , , 
B4U62_RS15690, 1123.3, , , , , 
