Position, Gene, Allele, Annotation, Test statistic, P-value, Deletion index, Fold reduction, Deletion P-value, Duplication index, Fold increase, Duplication pvalue, Passed?, AC:100, DP:100, AC:200, DP:200, AC:300, DP:300, AC:400, DP:400, AC:600, DP:600, AC:700, DP:700
169659, intergenic, C->A, noncoding, 0.0258662143254, 0.3862, 7, 1, 1, 1, 1, 1, FAIL, 3.0, 111.0, 0.0, 46.0, 1.0, 96.0, 6.0, 33.0, 4.0, 65.0, 6.0, 124.0
169665, FFI16_RS00780, G->T, unknown, -1.03882406723, 0.3842, 7, 1, 1, 1, 1, 1, FAIL, 3.0, 115.0, 0.0, 48.0, 0.0, 95.0, 8.0, 33.0, 1.0, 70.0, 9.0, 128.0
169674, FFI16_RS00780, G->C, unknown, -1.429170197, 0.3878, 7, 1, 1, 1, 1, 1, FAIL, 3.0, 118.0, 0.0, 52.0, 1.0, 99.0, 6.0, 34.0, 0.0, 66.0, 6.0, 128.0
173102, FFI16_RS00790, C->A, nonsense, -1.04032215415, 0.3996, 7, 1, 1, 1, 1, 1, FAIL, 4.0, 102.0, 0.0, 41.0, 0.0, 85.0, 13.0, 79.0, 1.0, 86.0, 3.0, 109.0
173401, FFI16_RS00790, G->T, noncoding, -0.946585533961, 0.3965, 7, 1, 1, 1, 1, 1, FAIL, 3.0, 152.0, 0.0, 52.0, 4.0, 114.0, 8.0, 56.0, 1.0, 97.0, 5.0, 91.0
181993, FFI16_RS00840, A->T, missense, -6.23899133559, 0.3911, 7, 1, 1, 1, 1, 1, FAIL, 3.0, 167.0, 0.0, 59.0, 1.0, 143.0, 2.0, 108.0, 0.0, 135.0, 1.0, 129.0
187253, FFI16_RS00860, A->C, missense, -3.17649698028, 0.4221, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 146.0, 0.0, 37.0, 1.0, 149.0, 2.0, 159.0, 1.0, 117.0, 4.0, 169.0
187284, FFI16_RS00860, A->G, synonymous, -4.48279060661, 0.4271, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 158.0, 0.0, 39.0, 0.0, 148.0, 0.0, 184.0, 2.0, 144.0, 0.0, 193.0
187896, FFI16_RS00860, T->G, missense, -2.01421260042, 0.4261, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 156.0, 0.0, 65.0, 2.0, 127.0, 0.0, 119.0, 3.0, 97.0, 0.0, 104.0
188133, FFI16_RS00860, T->G, missense, -2.66250631147, 0.4219, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 156.0, 0.0, 62.0, 0.0, 118.0, 0.0, 72.0, 3.0, 83.0, 3.0, 109.0
188716, FFI16_RS00860, C->A, missense, -4.62900354432, 0.415, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 138.0, 0.0, 48.0, 1.0, 139.0, 0.0, 92.0, 2.0, 91.0, 2.0, 133.0
188949, FFI16_RS00860, A->C, missense, -3.10418670539, 0.4299, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 149.0, 0.0, 55.0, 0.0, 107.0, 2.0, 135.0, 0.0, 95.0, 3.0, 135.0
188997, FFI16_RS00860, T->G, synonymous, -1.94444297442, 0.3156, 7, 1, 1, 1, 1, 1, FAIL, 3.0, 159.0, 0.0, 53.0, 1.0, 124.0, 2.0, 131.0, 2.0, 102.0, 0.0, 126.0
193477, FFI16_RS00885, A->C, synonymous, -3.25063178035, 0.4072, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 138.0, 0.0, 30.0, 3.0, 134.0, 1.0, 99.0, 1.0, 111.0, 2.0, 92.0
193486, FFI16_RS00885, C->A, synonymous, -2.69527714956, 0.4014, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 145.0, 0.0, 38.0, 0.0, 137.0, 1.0, 112.0, 3.0, 118.0, 3.0, 99.0
193631, FFI16_RS00885, G->T, missense, -8.29750986141, 0.4099, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 170.0, 0.0, 42.0, 0.0, 151.0, 3.0, 125.0, 2.0, 96.0, 1.0, 91.0
206101, FFI16_RS00950, C->G, missense, -4.26139738061, 0.4217, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 84.0, 0.0, 18.0, 2.0, 79.0, 1.0, 115.0, 1.0, 64.0, 2.0, 103.0
214622, FFI16_RS00975, C->G, missense, -0.48891220568, 0.378, 7, 1, 1, 1, 1, 1, FAIL, 3.0, 105.0, 0.0, 55.0, 3.0, 103.0, 12.0, 70.0, 1.0, 85.0, 13.0, 92.0
214623, FFI16_RS00975, T->G, missense, 0.495604112322, 0.1361, 7, 1, 1, 1, 1, 1, FAIL, 3.0, 104.0, 0.0, 57.0, 4.0, 102.0, 15.0, 70.0, 8.0, 87.0, 20.0, 92.0
214631, FFI16_RS00975, C->A, missense, -0.13858100392, 0.3888, 7, 1, 1, 1, 1, 1, FAIL, 5.0, 113.0, 0.0, 59.0, 3.0, 105.0, 17.0, 77.0, 6.0, 96.0, 11.0, 101.0
214637, FFI16_RS00975, G->C, missense, -0.392876797461, 0.3781, 7, 1, 1, 1, 1, 1, FAIL, 3.0, 122.0, 0.0, 58.0, 2.0, 108.0, 16.0, 82.0, 3.0, 98.0, 7.0, 102.0
214644, FFI16_RS00975, C->A, synonymous, -0.115113080212, 0.3819, 7, 1, 1, 1, 1, 1, FAIL, 5.0, 123.0, 0.0, 61.0, 5.0, 107.0, 20.0, 82.0, 6.0, 93.0, 15.0, 100.0
214664, FFI16_RS00975, T->G, missense, -0.287964618265, 0.3807, 7, 1, 1, 1, 1, 1, FAIL, 6.0, 125.0, 0.0, 63.0, 4.0, 110.0, 17.0, 86.0, 3.0, 93.0, 15.0, 108.0
214687, FFI16_RS00975, T->G, missense, 0.425241728722, 0.1815, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 137.0, 0.0, 63.0, 3.0, 117.0, 16.0, 83.0, 5.0, 86.0, 14.0, 118.0
218921, intergenic, T->G, noncoding, 0.107154404055, 0.3028, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 59.0, 0.0, 22.0, 2.0, 60.0, 8.0, 47.0, 8.0, 112.0, 3.0, 127.0
218936, intergenic, G->C, noncoding, -0.779438756961, 0.3745, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 64.0, 0.0, 21.0, 4.0, 67.0, 6.0, 41.0, 1.0, 119.0, 7.0, 123.0
242009, FFI16_RS01100, A->C, missense, -3.7335130687, 0.4367, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 195.0, 0.0, 50.0, 1.0, 127.0, 0.0, 121.0, 2.0, 141.0, 2.0, 165.0
242024, FFI16_RS01100, A->C, missense, -5.13862390339, 0.4054, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 211.0, 0.0, 50.0, 0.0, 140.0, 0.0, 143.0, 3.0, 153.0, 3.0, 184.0
242328, FFI16_RS01100, T->G, missense, -13.1701432216, 0.4147, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 117.0, 0.0, 52.0, 2.0, 122.0, 0.0, 156.0, 2.0, 125.0, 0.0, 124.0
245716, intergenic, T->C, noncoding, -0.415971292893, 0.3842, 7, 1, 1, 1, 1, 1, FAIL, 6.0, 179.0, 6.0, 96.0, 30.0, 176.0, 0.0, 49.0, 0.0, 67.0, 1.0, 80.0
263477, intergenic, G->T, noncoding, 0.753566941607, 0.1028, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 62.0, 0.0, 33.0, 1.0, 36.0, 3.0, 15.0, 4.0, 57.0, 6.0, 50.0
263511, intergenic, T->A, noncoding, -1.03389959921, 0.4353, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 78.0, 0.0, 31.0, 0.0, 44.0, 4.0, 28.0, 2.0, 62.0, 2.0, 60.0
266131, intergenic, T->G, noncoding, 0.779593996758, 0.0987, 7, 1, 1, 1, 1, 1, PASS, 0.0, 46.0, 1.0, 19.0, 0.0, 68.0, 2.0, 11.0, 5.0, 40.0, 5.0, 32.0
273522, FFI16_RS01235, A->C, synonymous, -4.37619207139, 0.4025, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 124.0, 0.0, 40.0, 2.0, 131.0, 0.0, 106.0, 5.0, 89.0, 1.0, 107.0
286400, FFI16_RS01300, A->C, noncoding, -0.242178239528, 0.3871, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 58.0, 0.0, 19.0, 3.0, 70.0, 5.0, 28.0, 2.0, 72.0, 12.0, 124.0
286415, FFI16_RS01300, A->T, noncoding, -1.83818745084, 0.402, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 50.0, 0.0, 23.0, 2.0, 74.0, 3.0, 23.0, 1.0, 74.0, 3.0, 121.0
286419, FFI16_RS01300, G->T, noncoding, -0.159252202622, 0.3562, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 45.0, 0.0, 21.0, 4.0, 74.0, 4.0, 23.0, 3.0, 78.0, 14.0, 119.0
286430, FFI16_RS01300, C->A, noncoding, -0.0679453665561, 0.3599, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 48.0, 0.0, 23.0, 3.0, 73.0, 5.0, 21.0, 5.0, 79.0, 17.0, 121.0
286466, FFI16_RS01305, C->A, noncoding, 0.174455727356, 0.3781, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 48.0, 0.0, 24.0, 0.0, 66.0, 5.0, 28.0, 7.0, 78.0, 13.0, 116.0
296953, intergenic, G->C, noncoding, -0.518112005875, 0.3868, 7, 1, 1, 1, 1, 1, FAIL, 4.0, 106.0, 1.0, 70.0, 6.0, 85.0, 6.0, 34.0, 2.0, 96.0, 16.0, 140.0
296956, intergenic, T->C, noncoding, -3.43911743926, 0.3921, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 110.0, 0.0, 68.0, 1.0, 81.0, 4.0, 31.0, 1.0, 95.0, 4.0, 131.0
296961, intergenic, T->G, noncoding, -0.146946505875, 0.3783, 7, 1, 1, 1, 1, 1, FAIL, 4.0, 112.0, 0.0, 73.0, 1.0, 81.0, 7.0, 37.0, 5.0, 112.0, 15.0, 142.0
296968, intergenic, G->C, noncoding, 0.234695972642, 0.2219, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 102.0, 0.0, 72.0, 0.0, 80.0, 4.0, 31.0, 3.0, 103.0, 5.0, 129.0
296969, intergenic, A->C, noncoding, 0.223834843324, 0.3385, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 103.0, 0.0, 69.0, 1.0, 80.0, 5.0, 30.0, 7.0, 104.0, 13.0, 129.0
296989, intergenic, C->G, noncoding, -0.781840134954, 0.3822, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 104.0, 1.0, 67.0, 0.0, 88.0, 8.0, 40.0, 2.0, 110.0, 12.0, 133.0
297359, FFI16_RS01355, G->T, missense, -0.760262096438, 0.3843, 7, 1, 1, 1, 1, 1, FAIL, 6.0, 115.0, 1.0, 38.0, 6.0, 120.0, 16.0, 103.0, 0.0, 115.0, 4.0, 121.0
316057, FFI16_RS01450, C->A, synonymous, -3.52625631642, 0.4235, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 142.0, 0.0, 37.0, 0.0, 137.0, 0.0, 97.0, 2.0, 120.0, 0.0, 119.0
327507, intergenic, A->C, noncoding, -0.0854798344438, 0.4097, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 99.0, 0.0, 29.0, 1.0, 72.0, 3.0, 20.0, 3.0, 70.0, 2.0, 101.0
342254, FFI16_RS01585, C->A, missense, -11.8126897615, 0.3946, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 161.0, 0.0, 62.0, 0.0, 169.0, 3.0, 139.0, 0.0, 99.0, 2.0, 130.0
388517, FFI16_RS01830, G->C, missense, 0.454690902276, 0.2338, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 132.0, 0.0, 49.0, 0.0, 93.0, 10.0, 64.0, 4.0, 95.0, 10.0, 100.0
390561, FFI16_RS01840, T->G, noncoding, -0.0557206943573, 0.3797, 7, 1, 1, 1, 1, 1, FAIL, 8.0, 161.0, 0.0, 59.0, 6.0, 155.0, 4.0, 58.0, 5.0, 85.0, 15.0, 92.0
395088, intergenic, C->G, noncoding, -0.740609477044, 0.3671, 7, 1, 1, 1, 1, 1, FAIL, 4.0, 89.0, 0.0, 53.0, 3.0, 129.0, 10.0, 65.0, 1.0, 112.0, 7.0, 106.0
395094, intergenic, G->C, noncoding, -0.34197376062, 0.3797, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 89.0, 1.0, 53.0, 5.0, 130.0, 11.0, 65.0, 3.0, 112.0, 14.0, 106.0
398272, FFI16_RS01880, T->G, synonymous, -2.21803111701, 0.3331, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 136.0, 0.0, 40.0, 0.0, 126.0, 1.0, 109.0, 3.0, 122.0, 2.0, 155.0
406928, FFI16_RS01925, T->G, synonymous, -11.9070471612, 0.4134, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 147.0, 0.0, 46.0, 0.0, 127.0, 3.0, 156.0, 3.0, 104.0, 0.0, 139.0
407195, FFI16_RS01925, T->G, missense, -2.89096237268, 0.4292, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 126.0, 0.0, 49.0, 0.0, 133.0, 0.0, 101.0, 2.0, 102.0, 0.0, 129.0
407212, FFI16_RS01925, A->C, missense, -2.30666209667, 0.2883, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 134.0, 0.0, 50.0, 0.0, 133.0, 1.0, 103.0, 2.0, 105.0, 2.0, 142.0
416463, FFI16_RS01985, A->C, synonymous, -3.22839512261, 0.3835, 7, 1, 1, 1, 1, 1, FAIL, 3.0, 182.0, 0.0, 58.0, 1.0, 143.0, 2.0, 115.0, 0.0, 123.0, 2.0, 172.0
416464, FFI16_RS01985, T->G, synonymous, -1.6715820364, 0.2585, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 182.0, 0.0, 58.0, 0.0, 143.0, 2.0, 115.0, 2.0, 124.0, 3.0, 173.0
419254, FFI16_RS02000, G->C, noncoding, -0.511498789338, 0.3967, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 132.0, 0.0, 34.0, 2.0, 104.0, 7.0, 47.0, 1.0, 72.0, 5.0, 105.0
424916, FFI16_RS02020, T->G, missense, -2.90650709998, 0.3846, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 150.0, 0.0, 60.0, 1.0, 123.0, 0.0, 104.0, 3.0, 126.0, 5.0, 156.0
430594, FFI16_RS02050, C->A, noncoding, 0.133926288144, 0.3873, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 80.0, 0.0, 40.0, 0.0, 118.0, 7.0, 35.0, 7.0, 78.0, 14.0, 114.0
430598, FFI16_RS02050, A->T, noncoding, 0.516961441484, 0.2089, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 78.0, 0.0, 41.0, 0.0, 119.0, 5.0, 32.0, 4.0, 80.0, 14.0, 115.0
430605, FFI16_RS02050, A->T, noncoding, 0.238650679463, 0.2737, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 82.0, 0.0, 43.0, 1.0, 121.0, 6.0, 33.0, 7.0, 79.0, 7.0, 114.0
430607, FFI16_RS02050, C->G, noncoding, -0.569186430906, 0.3742, 7, 1, 1, 1, 1, 1, FAIL, 3.0, 82.0, 0.0, 43.0, 0.0, 121.0, 6.0, 33.0, 2.0, 79.0, 14.0, 115.0
433609, FFI16_RS02060, A->C, missense, -1.84144392145, 0.4209, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 152.0, 0.0, 47.0, 3.0, 130.0, 1.0, 113.0, 4.0, 116.0, 4.0, 120.0
433751, FFI16_RS02060, A->C, missense, -3.43665329496, 0.4026, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 152.0, 0.0, 58.0, 2.0, 117.0, 0.0, 103.0, 2.0, 122.0, 0.0, 115.0
434148, FFI16_RS02060, A->C, synonymous, -2.78920000959, 0.4292, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 157.0, 0.0, 59.0, 0.0, 89.0, 0.0, 123.0, 2.0, 93.0, 4.0, 166.0
443547, intergenic, G->T, noncoding, -1.26043443808, 0.3948, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 51.0, 0.0, 20.0, 0.0, 67.0, 4.0, 24.0, 3.0, 75.0, 2.0, 62.0
450851, FFI16_RS02110, G->T, missense, -6.75354805075, 0.4306, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 110.0, 0.0, 31.0, 0.0, 107.0, 3.0, 124.0, 0.0, 107.0, 3.0, 148.0
452700, intergenic, G->T, noncoding, 0.27820846878, 0.3544, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 59.0, 0.0, 21.0, 2.0, 61.0, 5.0, 21.0, 6.0, 48.0, 15.0, 84.0
452703, intergenic, T->A, noncoding, -3.36231884058, 0.4112, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 58.0, 0.0, 24.0, 2.0, 62.0, 3.0, 23.0, 1.0, 47.0, 3.0, 86.0
452709, intergenic, C->A, noncoding, 0.442232367031, 0.2433, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 59.0, 0.0, 25.0, 2.0, 60.0, 4.0, 22.0, 5.0, 44.0, 8.0, 76.0
457567, FFI16_RS02130, G->T, noncoding, -0.505591316987, 0.399, 7, 1, 1, 1, 1, 1, FAIL, 3.0, 126.0, 0.0, 43.0, 1.0, 127.0, 23.0, 146.0, 3.0, 116.0, 2.0, 102.0
458853, FFI16_RS02140, T->G, missense, -2.74297357519, 0.4034, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 118.0, 0.0, 35.0, 5.0, 106.0, 0.0, 115.0, 4.0, 113.0, 4.0, 142.0
458865, FFI16_RS02140, T->G, missense, -2.98535084454, 0.3927, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 113.0, 0.0, 34.0, 1.0, 112.0, 0.0, 114.0, 4.0, 119.0, 6.0, 158.0
471734, FFI16_RS02215, G->T, nonsense, 0.887506160161, 0.0911, 7, 1, 1, 1, 1, 1, PASS, 0.0, 155.0, 0.0, 54.0, 1.0, 147.0, 2.0, 111.0, 5.0, 73.0, 15.0, 94.0
471737, FFI16_RS02215, G->T, missense, 1.11190676273, 0.0834, 7, 1, 1, 1, 1, 1, PASS, 0.0, 153.0, 0.0, 54.0, 1.0, 145.0, 2.0, 112.0, 8.0, 73.0, 15.0, 95.0
471738, FFI16_RS02215, C->A, missense, 0.768736023932, 0.0969, 7, 1, 1, 1, 1, 1, PASS, 0.0, 151.0, 0.0, 53.0, 1.0, 145.0, 4.0, 109.0, 6.0, 71.0, 20.0, 96.0
471757, FFI16_RS02215, G->T, synonymous, 0.504403003614, 0.1423, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 137.0, 1.0, 52.0, 3.0, 136.0, 2.0, 97.0, 5.0, 64.0, 14.0, 93.0
471759, FFI16_RS02215, G->T, missense, 0.943623876613, 0.1136, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 142.0, 0.0, 50.0, 0.0, 135.0, 3.0, 98.0, 5.0, 64.0, 13.0, 93.0
475982, FFI16_RS02235, G->T, missense, -1.69995780364, 0.3736, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 143.0, 0.0, 42.0, 0.0, 164.0, 0.0, 155.0, 4.0, 146.0, 2.0, 221.0
477074, FFI16_RS02245, T->G, noncoding, 0.15091698806, 0.3486, 7, 1, 1, 1, 1, 1, FAIL, 6.0, 94.0, 0.0, 43.0, 1.0, 106.0, 6.0, 32.0, 4.0, 70.0, 10.0, 103.0
477077, FFI16_RS02245, C->G, noncoding, -0.802170453053, 0.3905, 7, 1, 1, 1, 1, 1, FAIL, 4.0, 92.0, 0.0, 43.0, 1.0, 106.0, 5.0, 33.0, 2.0, 71.0, 3.0, 103.0
477692, FFI16_RS02245, A->C, missense, -2.93720866688, 0.422, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 128.0, 0.0, 30.0, 0.0, 125.0, 0.0, 108.0, 2.0, 85.0, 2.0, 126.0
477717, FFI16_RS02245, T->G, missense, -1.94439652412, 0.4253, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 127.0, 0.0, 28.0, 1.0, 126.0, 0.0, 116.0, 4.0, 85.0, 1.0, 132.0
477776, FFI16_RS02245, G->C, synonymous, -3.42130097127, 0.4299, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 127.0, 0.0, 31.0, 2.0, 115.0, 2.0, 115.0, 0.0, 75.0, 0.0, 125.0
477976, FFI16_RS02245, A->C, synonymous, -2.69243766728, 0.4248, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 83.0, 0.0, 21.0, 0.0, 112.0, 3.0, 109.0, 0.0, 88.0, 3.0, 111.0
492205, FFI16_RS02305, A->C, missense, 0.348006187339, 0.3116, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 81.0, 0.0, 29.0, 0.0, 71.0, 2.0, 25.0, 9.0, 52.0, 7.0, 68.0
492213, FFI16_RS02305, G->C, missense, 0.315784855785, 0.1906, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 84.0, 0.0, 30.0, 1.0, 70.0, 6.0, 28.0, 2.0, 56.0, 6.0, 70.0
492218, FFI16_RS02305, A->C, missense, 0.630093217012, 0.1891, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 80.0, 0.0, 31.0, 0.0, 70.0, 5.0, 30.0, 6.0, 55.0, 5.0, 70.0
492237, FFI16_RS02305, T->G, missense, 0.369608574007, 0.1648, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 87.0, 1.0, 37.0, 3.0, 67.0, 5.0, 35.0, 5.0, 68.0, 13.0, 72.0
499907, FFI16_RS02345, C->A, synonymous, -0.979390253617, 0.2434, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 118.0, 0.0, 44.0, 0.0, 90.0, 2.0, 63.0, 2.0, 71.0, 2.0, 82.0
500394, FFI16_RS02345, T->G, missense, -2.4696669567, 0.4042, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 142.0, 0.0, 40.0, 2.0, 119.0, 1.0, 110.0, 2.0, 114.0, 4.0, 121.0
513745, FFI16_RS02405, C->A, missense, 0.486019721051, 0.1845, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 126.0, 0.0, 26.0, 1.0, 123.0, 2.0, 132.0, 13.0, 88.0, 11.0, 144.0
519651, FFI16_RS02425, C->A, synonymous, -0.0740833216933, 0.3858, 7, 1, 1, 1, 1, 1, FAIL, 4.0, 106.0, 0.0, 40.0, 4.0, 98.0, 18.0, 101.0, 5.0, 84.0, 9.0, 105.0
527794, FFI16_RS02460, T->G, missense, -1.64201912239, 0.3242, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 144.0, 0.0, 35.0, 0.0, 124.0, 2.0, 119.0, 2.0, 113.0, 2.0, 155.0
527846, FFI16_RS02460, T->G, missense, -3.90029454429, 0.4072, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 139.0, 0.0, 32.0, 0.0, 110.0, 1.0, 126.0, 2.0, 122.0, 7.0, 160.0
528810, FFI16_RS02460, T->G, synonymous, -0.32086122975, 0.3665, 7, 1, 1, 1, 1, 1, FAIL, 3.0, 116.0, 0.0, 44.0, 5.0, 103.0, 22.0, 88.0, 4.0, 103.0, 24.0, 115.0
528835, FFI16_RS02460, C->A, synonymous, 0.00920953743673, 0.3797, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 106.0, 0.0, 46.0, 2.0, 106.0, 22.0, 79.0, 9.0, 97.0, 11.0, 106.0
528839, FFI16_RS02460, C->A, missense, 0.293137235124, 0.2755, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 106.0, 0.0, 47.0, 1.0, 104.0, 25.0, 79.0, 9.0, 96.0, 17.0, 102.0
528893, FFI16_RS02460, G->T, missense, -0.797807884369, 0.3892, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 100.0, 0.0, 50.0, 0.0, 126.0, 12.0, 83.0, 3.0, 108.0, 4.0, 115.0
540909, intergenic, T->G, noncoding, -0.36177935234, 0.3701, 7, 1, 1, 1, 1, 1, FAIL, 6.0, 46.0, 0.0, 24.0, 4.0, 67.0, 6.0, 25.0, 2.0, 66.0, 14.0, 97.0
540915, intergenic, C->A, noncoding, -0.32789323427, 0.3886, 7, 1, 1, 1, 1, 1, FAIL, 5.0, 51.0, 0.0, 24.0, 7.0, 69.0, 6.0, 28.0, 2.0, 75.0, 9.0, 102.0
540919, intergenic, C->A, noncoding, -0.835114968937, 0.3817, 7, 1, 1, 1, 1, 1, FAIL, 4.0, 55.0, 0.0, 24.0, 4.0, 69.0, 5.0, 28.0, 1.0, 75.0, 9.0, 104.0
541095, FFI16_RS02520, A->C, synonymous, -1.56616332567, 0.4125, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 132.0, 0.0, 44.0, 1.0, 86.0, 1.0, 96.0, 4.0, 98.0, 2.0, 120.0
541343, FFI16_RS02520, A->C, missense, -3.22900380989, 0.4122, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 123.0, 0.0, 32.0, 1.0, 100.0, 0.0, 82.0, 4.0, 74.0, 2.0, 101.0
541750, FFI16_RS02520, A->C, missense, -3.02367337134, 0.4164, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 148.0, 0.0, 52.0, 0.0, 136.0, 1.0, 93.0, 6.0, 100.0, 2.0, 130.0
541766, FFI16_RS02520, T->G, missense, -1.48469200485, 0.3979, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 150.0, 0.0, 49.0, 0.0, 133.0, 1.0, 101.0, 4.0, 112.0, 4.0, 142.0
554123, FFI16_RS02580, G->T, synonymous, 0.44074217387, 0.1974, 7, 1, 1, 1, 1, 1, FAIL, 3.0, 149.0, 0.0, 53.0, 2.0, 92.0, 20.0, 104.0, 10.0, 117.0, 18.0, 106.0
566854, FFI16_RS02630, G->C, missense, 0.729962902552, 0.1222, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 40.0, 0.0, 9.0, 0.0, 46.0, 2.0, 16.0, 3.0, 45.0, 5.0, 31.0
577066, FFI16_RS02685, G->T, missense, -0.0668894864976, 0.3802, 7, 1, 1, 1, 1, 1, FAIL, 5.0, 127.0, 0.0, 53.0, 4.0, 108.0, 14.0, 78.0, 6.0, 107.0, 12.0, 146.0
577072, intergenic, A->C, noncoding, 0.299034384499, 0.2305, 7, 1, 1, 1, 1, 1, FAIL, 4.0, 121.0, 0.0, 49.0, 4.0, 107.0, 14.0, 73.0, 9.0, 110.0, 19.0, 145.0
577094, intergenic, G->C, noncoding, -0.39612179596, 0.3871, 7, 1, 1, 1, 1, 1, FAIL, 7.0, 117.0, 0.0, 44.0, 2.0, 96.0, 14.0, 62.0, 4.0, 107.0, 14.0, 132.0
577101, intergenic, A->C, noncoding, -0.0573803010338, 0.3745, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 115.0, 0.0, 46.0, 6.0, 104.0, 10.0, 58.0, 5.0, 108.0, 17.0, 137.0
577104, intergenic, C->G, noncoding, -0.807853868254, 0.3841, 7, 1, 1, 1, 1, 1, FAIL, 4.0, 117.0, 0.0, 47.0, 4.0, 104.0, 15.0, 58.0, 0.0, 108.0, 12.0, 139.0
579250, FFI16_RS02695, T->G, synonymous, -2.30925528961, 0.4137, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 137.0, 0.0, 49.0, 0.0, 121.0, 0.0, 105.0, 3.0, 114.0, 3.0, 129.0
579275, FFI16_RS02695, G->T, missense, -3.03180957056, 0.4064, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 131.0, 0.0, 53.0, 0.0, 128.0, 0.0, 97.0, 2.0, 110.0, 1.0, 136.0
