Identifier, Size, 0P1, 0P2, 0P3, 0P4, 0P5
FFI16_RS02305, 748.0, 300:1:0:0.35, 400:1:0.060241:0.136364;300:1:0.0941176:0.307692;800:3:0.119565:0.142857;500:1:0.0582524:0.1875;400:1:0.0769231:0.181818, 400:1:0.0967742:0.166667, 300:1:0.0285714:0.181818;400:1:0.0540541:0.571429, 300:1:0.084507:0.421053;300:1:0.0789474:0.208333;300:3:0.119048:0.304348;400:1:0.0722892:0.217391;400:1:0.00990099:0.145833
FFI16_RS02310, 1408.7, , , 600:1:0.0588235:0.166667, , 400:1:0.0566038:0.196429
FFI16_RS02315, 1181.7, , , , 600:1:0.0138889:0.148148, 
FFI16_RS02320, 373.3, , , 300:1:0.0645161:0.526316;400:1:0.0375:0.151515, , 
FFI16_RS02325, 828.3, , , , , 
FFI16_RS02330, 664.0, , , , , 
FFI16_RS02335, 417.7, , , , , 
FFI16_RS02340, 324.0, 800:3:0.15:0.15, , , , 
FFI16_RS02345, 1283.0, , , , , 
FFI16_RS02350, 358.3, , , , 600:3:0.0714286:0.272727, 
FFI16_RS02355, 981.3, , , , , 
FFI16_RS02360, 594.7, , , , , 
FFI16_RS02365, 1585.3, , 700:1:0.0208333:0.130435;700:1:0.0625:0.166667;700:1:0:0.166667;500:1:0.0336134:0.125, , 300:1:0.0555556:0.125;500:1:0.0833333:0.133333, 
FFI16_RS02370, 611.0, , , , , 
FFI16_RS02375, 961.7, , , , , 
FFI16_RS02380, 626.7, , 100:3:0.0763359:0.225;100:3:0.106061:0.219512, 300:1:0:0.285714, , 500:1:0.0366972:0.135135
FFI16_RS02385, 561.3, , , , , 
FFI16_RS02390, 169.0, , , , , 
FFI16_RS02395, 1252.7, , , , , 
FFI16_RS02400, 1199.7, , , 500:1:0.0606061:0.115385, , 
FFI16_RS02405, 831.0, , 700:3:0.0909091:0.145161, , , 
FFI16_RS02410, 841.0, , , , , 
FFI16_RS02415, 1177.3, , 500:1:0:0.133333, , , 400:3:0.39823:0.632911
FFI16_RS02420, 457.3, , , , , 
FFI16_RS02425, 1721.7, , , 500:1:0.0333333:0.266667, 600:1:0.04:0.148148, 
FFI16_RS02430, 401.3, , , , , 
FFI16_RS02435, 554.3, , , , , 
FFI16_RS02440, 2057.3, , , , 600:1:0.027027:0.181818, 
FFI16_RS02445, 808.3, , , , , 
FFI16_RS02450, 495.3, , , , , 
FFI16_RS02455, 860.7, , , , , 
FFI16_RS02460, 1484.7, , , 500:1:0.0144928:0.1875;100:3:0.149254:0.384615;600:3:0.0882353:0.2, , 100:1:0.0533333:0.211268;100:3:0.139706:0.307692
FFI16_RS02465, 718.7, , , , , 
FFI16_RS02470, 660.0, , 300:3:0.141414:0.214286;800:3:0.113402:0.181818;300:3:0.111111:0.3;400:1:0.0566038:0.181818;400:1:0.0654206:0.238095;600:1:0.017094:0.125, 500:3:0.133333:0.294118;500:1:0.1:0.210526, , 600:1:0.0804598:0.230769;200:3:0.103448:0.314286;800:3:0.131868:0.181818;600:1:0.0729167:0.166667;400:3:0.0729167:0.181818;500:1:0.0373832:0.142857
FFI16_RS02475, 1091.3, , , , , 
FFI16_RS02480, 802.3, 800:3:0.176471:0.176471, 700:3:0.142857:0.232558, , , 
FFI16_RS02485, 368.7, , , , , 
FFI16_RS02490, 229.7, , , , , 
FFI16_RS02495, 584.7, , , , , 
FFI16_RS02500, 651.7, , , , , 
FFI16_RS02505, 1090.3, , 500:1:0.0378788:0.136364, , , 300:3:0.1875:0.402778;500:1:0.0123457:0.125
FFI16_RS02510, 1001.7, , , , , 
FFI16_RS02515, 1413.0, , 300:3:0.404255:0.8, , , 
FFI16_RS02520, 1263.0, 600:1:0.0555556:0.25, , , 600:1:0.0135135:0.125, 300:1:0.0894309:0.25;400:1:0.0196078:0.217391;400:1:0.039604:0.217391;400:1:0.019802:0.173913;400:1:0.0222222:0.15;300:1:0.060241:0.148148;600:1:0.015873:0.130435;100:3:0.568862:0.75
FFI16_RS02525, 798.0, , , , , 
FFI16_RS02530, 593.7, , , , , 
FFI16_RS02535, 1197.7, , , , , 
FFI16_RS02540, 359.3, , , , , 
FFI16_RS02545, 385.0, , , , , 
FFI16_RS02550, 1002.3, , , , , 
FFI16_RS02555, 746.7, , , , , 
FFI16_RS02560, 871.3, 800:3:0.142857:0.142857, , , , 
FFI16_RS02565, 1146.3, , , , 600:1:0.0434783:0.15;600:1:0.030303:0.15;600:3:0.121212:0.225806, 
FFI16_RS02570, 730.3, , , , , 
FFI16_RS02575, 607.0, , , , , 500:3:0.333333:0.632184
FFI16_RS02580, 1161.3, , 300:3:0.0945946:0.232558, 500:1:0.0461538:0.181818;500:1:0.0517241:0.133333, , 
FFI16_RS02585, 388.0, , , , , 
FFI16_RS02590, 141.7, , , , , 
FFI16_RS02595, 653.0, , , , , 
FFI16_RS02600, 1541.3, 500:3:0.583333:0.701493, , , , 
FFI16_RS02605, 1204.0, , , , , 
FFI16_RS02610, 447.0, , , , , 
FFI16_RS02615, 2212.3, , , , , 
FFI16_RS02620, 1014.3, , , , , 
FFI16_RS02625, 727.3, , , , , 
FFI16_RS02630, 115.3, , 300:3:0.135593:0.5;300:1:0.0833333:0.4;600:3:0.0833333:0.225806;700:3:0.118644:0.2;400:1:0.05:0.333333;700:3:0.122807:0.290323;400:1:0.0727273:0.222222;300:3:0.127273:0.4;700:3:0.145455:0.222222;300:1:0.106383:0.357143;400:1:0.06:0.357143;500:1:0.0980392:0.375;500:1:0.0181818:0.333333;400:1:0.0909091:0.2;700:1:0.0517241:0.25, , , 300:3:0.115385:0.545455;300:3:0.188679:0.384615;300:1:0.0416667:0.428571;600:1:0.0208333:0.428571;300:3:0.0930233:0.5;800:3:0.142857:0.25
FFI16_RS02635, 418.7, , , 700:3:0.0909091:0.153846, 600:1:0.05:0.47619;600:1:0.025:0.47619;400:1:0.0512821:0.47619;400:1:0.0789474:0.452381;600:1:0.0526316:0.452381, 
FFI16_RS02640, 1588.3, , , 200:3:0.327869:0.387097, 600:1:0.0526316:0.452381;600:1:0.0540541:0.309524;600:1:0.0526316:0.428571;600:1:0.0263158:0.428571, 
FFI16_RS02645, 795.7, , , , , 
FFI16_RS02650, 403.7, , , , , 500:3:0.342105:0.657143
FFI16_RS02655, 731.7, , , , , 
FFI16_RS02660, 1070.0, , 500:3:0.167702:0.2;300:3:0.451613:0.451613;500:1:0:0.129032, 100:3:0.295082:0.391304, , 700:3:0.151515:0.151515;500:3:0.8:0.8
FFI16_RS02665, 426.0, , , , , 
FFI16_RS02670, 164.0, , , , , 
FFI16_RS02675, 548.7, , , , , 
FFI16_RS02680, 463.7, , , , , 
FFI16_RS02685, 361.0, , 300:3:0.108911:0.225, 300:1:0.0412371:0.285714, , 400:1:0.062069:0.222222
FFI16_RS02690, 277.3, , , , 400:1:0.0540541:0.2, 
FFI16_RS02695, 1458.3, , , , , 
FFI16_RS02700, 672.3, , , , 600:1:0.0350877:0.190476, 
FFI16_RS02710, 496.0, , , , , 
FFI16_RS02715, 526.3, , , , , 
FFI16_RS02720, 790.7, , , , , 
FFI16_RS02725, 446.7, , , , , 
FFI16_RS02730, 524.7, , , , , 
FFI16_RS02735, 369.0, , , , , 
FFI16_RS02740, 839.7, , , , , 
FFI16_RS02745, 983.3, , 500:1:0.0190476:0.125, , , 
FFI16_RS02750, 428.3, , , , , 
FFI16_RS02755, 640.0, , , , , 
FFI16_RS02760, 595.0, , , , , 400:1:0:0.179104
FFI16_RS02765, 514.3, , , , , 
FFI16_RS02770, 139.0, , , , , 
FFI16_RS02775, 1021.3, , , , , 
FFI16_RS02780, 1009.0, , , , , 
FFI16_RS02785, 1080.3, , , , , 
FFI16_RS02790, 734.0, , , , , 
FFI16_RS02795, 1035.7, , , , , 
FFI16_RS02800, 780.3, , , 300:1:0.0208333:0.2, , 
FFI16_RS02805, 689.7, , , , , 
FFI16_RS02810, 680.3, 700:3:0.159091:0.159091, , 100:1:0.0847458:0.307692, , 100:3:0.181159:0.257143
FFI16_RS02815, 1211.7, , , , , 
FFI16_RS02820, 913.7, , 400:3:0.0849673:0.163265, , , 
FFI16_RS02825, 698.7, , , , , 
FFI16_RS02830, 797.3, , , 300:1:0.0144928:0.25, , 
FFI16_RS02835, 1042.3, , 300:3:0.452381:0.493151, , , 
FFI16_RS02840, 732.7, , , , , 
FFI16_RS02845, 755.0, , 500:1:0:0.111111, , , 
FFI16_RS02850, 605.7, 800:3:0.115385:0.115385, , , 300:3:0.361702:0.847458, 
FFI16_RS02855, 638.0, , , , , 
FFI16_RS02860, 791.0, , , , , 
FFI16_RS02865, 880.7, 800:3:0.133333:0.133333, , , , 
FFI16_RS02870, 3861.0, , , 300:1:0.0547945:0.136364, , 
FFI16_RS02875, 1399.0, , , , , 500:1:0.00591716:0.153846
FFI16_RS02880, 1080.7, , , , , 
FFI16_RS02885, 1205.3, , , , , 
FFI16_RS02890, 911.7, , , , , 
FFI16_RS02895, 464.3, , , , , 
FFI16_RS02900, 268.7, 500:1:0:0.130435, , , , 
FFI16_RS02905, 881.7, , , , , 
FFI16_RS02910, 1147.7, , , 100:3:0.721311:1, , 
FFI16_RS02915, 2162.7, , , , , 
FFI16_RS02920, 397.3, , , 400:3:0.0930233:0.176471, , 
FFI16_RS02925, 1228.7, , , 500:1:0.0961538:0.151515;700:3:0.108696:0.181818, , 
FFI16_RS02930, 310.7, , , , , 
FFI16_RS02935, 802.3, , , , , 
FFI16_RS02940, 794.3, 800:3:0.12:0.12, , , , 
FFI16_RS02945, 979.0, , , , , 
FFI16_RS02950, 1161.0, , , , , 
FFI16_RS02955, 1166.7, , , , , 
FFI16_RS02960, 636.7, , , , , 
FFI16_RS02965, 1053.3, , , 500:1:0.0625:0.125, , 
FFI16_RS02970, 1073.7, , , , , 
FFI16_RS02975, 465.0, , , , , 
FFI16_RS02980, 516.0, , , , , 
FFI16_RS02985, 411.0, , , , , 
FFI16_RS02990, 224.0, , , , , 
FFI16_RS02995, 541.0, , , , , 
FFI16_RS03000, 656.0, , , , , 
FFI16_RS03005, 487.3, , , , , 
FFI16_RS03010, 619.7, , , , , 
FFI16_RS03015, 723.3, , , , , 
FFI16_RS03020, 249.3, , , , , 500:1:0.038961:0.130435
FFI16_RS03025, 1030.0, , , 500:1:0.0298507:0.25, 600:1:0.0175439:0.148148, 
FFI16_RS03030, 838.3, , , , , 300:3:0.215385:0.233333
FFI16_RS03035, 1181.3, , 500:3:0.027027:0.425532, 500:3:0.2:0.348837, , 
FFI16_RS03040, 343.7, , , , , 
FFI16_RS03045, 313.0, , , 500:3:0.134615:0.351351, , 
FFI16_RS03050, 971.7, , , , , 
FFI16_RS03055, 238.7, 800:3:0.173913:0.173913;300:1:0.111111:0.238095, 800:3:0.144737:0.2;700:3:0.12:0.190476;300:1:0.0714286:0.230769;400:1:0.0843373:0.217391, 500:1:0.0681818:0.1875;400:3:0.148936:0.428571;300:1:0.111111:0.285714;500:3:0.148936:0.428571;500:1:0.0714286:0.3125;200:1:0.0862069:0.294118, 600:1:0.0243902:0.25;300:3:0.0869565:0.375;500:1:0.0869565:0.166667, 500:1:0.0344828:0.2;400:1:0.0925926:0.25;400:3:0.107143:0.181818;300:3:0.111111:0.272727;800:3:0.166667:0.166667;400:1:0.116667:0.228571;300:1:0.0172414:0.193548;400:1:0.0384615:0.176471;800:3:0.103448:0.16;500:1:0.1:0.269231
FFI16_RS03060, 341.0, , , , , 
FFI16_RS03065, 858.3, , , , , 
FFI16_RS03070, 1151.7, , , , , 
FFI16_RS03075, 1122.0, , , , , 
FFI16_RS03080, 1664.3, , , , , 
FFI16_RS03085, 277.3, , , , , 
FFI16_RS03090, 3727.3, 800:3:0.12:0.12, 500:3:0.133333:0.196429;500:1:0.0135135:0.16129;700:1:0.0566038:0.153846, , 500:1:0:0.235294;500:1:0.037037:0.157895, 
FFI16_RS03095, 562.0, , , , , 
FFI16_RS03100, 446.7, , , , , 
FFI16_RS03105, 402.7, , , , , 
FFI16_RS03110, 674.0, , , , , 
FFI16_RS03115, 815.7, , , , , 
FFI16_RS03120, 732.3, , , , , 
FFI16_RS03125, 1069.3, , , , , 
FFI16_RS03130, 1093.7, , , , , 
FFI16_RS03135, 782.0, , , , , 
FFI16_RS03140, 625.3, , , , 600:1:0.027027:0.146341, 
FFI16_RS03145, 885.0, , , , , 
FFI16_RS03150, 1125.0, , , , , 
FFI16_RS03155, 762.3, , , , , 600:3:0.428571:0.583333
FFI16_RS03160, 758.3, 800:3:0.121951:0.121951, , , , 
FFI16_RS03165, 1220.0, , , , , 
FFI16_RS03170, 523.7, , , , , 
FFI16_RS03175, 516.3, , , , , 
FFI16_RS03180, 898.7, , , , , 
FFI16_RS03185, 280.7, , , , , 
FFI16_RS03190, 459.3, , , , , 
FFI16_RS03195, 420.7, , , , , 
FFI16_RS03200, 825.0, , , , , 
FFI16_RS03205, 1387.3, , , , , 
FFI16_RS03210, 1398.7, , 200:3:0.892308:0.892308, , , 
FFI16_RS03215, 391.7, , , , , 
FFI16_RS03220, 243.3, , , , , 
FFI16_RS03225, 826.0, , , , , 
FFI16_RS03230, 416.3, , , , , 
FFI16_RS03235, 680.0, , 200:2:0.91875:1, , , 
FFI16_RS03240, 432.7, , , , , 
FFI16_RS03245, 804.3, , , , , 
FFI16_RS03250, 610.7, , , 400:1:0.027027:0.227273;100:3:0.111111:0.25, 700:3:0.125:0.125, 
FFI16_RS03255, 488.7, , , , , 
FFI16_RS03260, 693.3, , , , , 
FFI16_RS03265, 2091.7, , 400:1:0:0.162791, 300:1:0.1:0.210526, , 100:1:0.0943396:0.264706
FFI16_RS03270, 798.7, , , , , 
FFI16_RS03275, 698.0, , , , , 
FFI16_RS03280, 773.7, , , , , 
FFI16_RS03285, 1023.7, , , , , 
FFI16_RS03290, 550.7, , , , , 
FFI16_RS03295, 650.3, , 500:3:0.0403226:0.275362, , , 
FFI16_RS03300, 1125.0, , , , , 
FFI16_RS03305, 491.0, , , , , 
FFI16_RS03310, 425.0, , , , , 
FFI16_RS03315, 1077.0, , , , , 
FFI16_RS03320, 571.7, , , , , 
FFI16_RS03325, 585.3, , , , , 
FFI16_RS03330, 279.0, , , , , 
FFI16_RS03335, 870.0, , , 500:3:0.310811:0.310811, , 500:1:0.0434783:0.125
FFI16_RS03340, 508.7, , , , , 
FFI16_RS03345, 1079.3, 800:3:0.153846:0.153846, , , , 300:1:0.0576923:0.205128;300:1:0.0505051:0.211538
FFI16_RS03350, 1015.3, , , , , 
FFI16_RS03355, 474.3, , , , , 
FFI16_RS03360, 483.0, , , , , 
FFI16_RS03365, 263.0, , , , , 
FFI16_RS03370, 474.7, 800:3:0.136364:0.136364, , , , 
FFI16_RS03375, 381.3, , 400:1:0.00990099:0.238095, , , 
FFI16_RS03380, 305.0, , , , , 
FFI16_RS03385, 401.0, , , , , 
FFI16_RS03390, 916.0, , , , 600:1:0.0135135:0.142857, 
FFI16_RS03395, 647.0, , , , , 
FFI16_RS03400, 651.7, , , , , 
FFI16_RS03405, 734.7, , , , , 
FFI16_RS03410, 332.0, , , , , 
FFI16_RS03415, 716.7, 400:3:0.114286:0.258065;400:3:0.228571:0.228571, 500:3:0.131313:0.276596;300:3:0.215686:0.215686;700:3:0.158416:0.226415;500:1:0.037594:0.190476, 100:1:0.0322581:0.12, 300:3:0.153846:0.2;300:3:0.210526:0.210526;300:3:0.184211:0.184211, 500:1:0.0125:0.130435;300:1:0:0.166667
FFI16_RS03420, 672.3, , , , , 
FFI16_RS03425, 682.3, , , , , 
FFI16_RS03430, 792.7, , , , , 
FFI16_RS03435, 577.0, , , , , 
FFI16_RS03440, 740.7, , , , , 
FFI16_RS03445, 723.3, , , , 300:1:0:0.15, 
FFI16_RS03450, 1296.3, 800:3:0.192308:0.192308, , 600:3:0.354167:0.619048, , 
FFI16_RS03455, 869.7, , , , , 500:1:0.028169:0.222222
FFI16_RS03460, 990.3, , , , , 
FFI16_RS03465, 328.3, , , , , 
FFI16_RS03470, 710.0, , , , , 
FFI16_RS03475, 493.3, , 500:1:0.0540541:0.2;300:1:0.0454545:0.178082;100:3:0.150943:0.25;300:3:0.09:0.178571, 500:1:0.037037:0.181818, , 700:3:0.09375:0.157895;400:1:0.0315789:0.193548;500:3:0.1375:0.285714;300:3:0.108108:0.195652;300:3:0.160494:0.325;400:1:0.0649351:0.184211;100:3:0.16129:0.3;200:3:0.242105:0.367347;400:3:0.0816327:0.225806
FFI16_RS03480, 964.7, , , , , 
FFI16_RS03485, 350.7, , , , , 
FFI16_RS03490, 249.7, , , , 600:1:0.0566038:0.25, 
FFI16_RS03495, 607.0, , , , , 
FFI16_RS03500, 650.3, , , , , 
FFI16_RS03505, 466.0, , , , , 
FFI16_RS03510, 1112.7, , , , , 
FFI16_RS03515, 911.7, , , , , 
FFI16_RS03520, 578.3, , , , , 
FFI16_RS03525, 843.7, , , , , 400:3:0.481132:0.617647
FFI16_RS03530, 448.3, , , , , 600:3:0.0658683:0.135135
FFI16_RS03540, 521.0, , , , , 
FFI16_RS03545, 335.0, , , , , 
FFI16_RS03550, 373.0, , , , , 
FFI16_RS03555, 559.3, , , , , 
FFI16_RS03560, 853.3, , 300:1:0.0263158:0.357143, , , 300:1:0.0517241:0.173913
FFI16_RS03565, 976.7, , , , , 
FFI16_RS03570, 658.0, , 600:3:0.0534759:0.418605, , , 
FFI16_RS03575, 610.7, , , , , 
FFI16_RS03580, 760.3, , , , , 
FFI16_RS03585, 1180.3, , , , , 
FFI16_RS03590, 819.0, , , , , 
FFI16_RS03595, 569.0, , , , , 
FFI16_RS03600, 648.0, 800:3:0.153846:0.153846, 300:3:0.1125:0.2, 300:1:0.075:0.181818, 600:1:0.025:0.210526;600:1:0:0.315789;600:1:0.0588235:0.157895;600:1:0:0.157895;600:1:0.0588235:0.210526;400:1:0.107143:0.210526;600:3:0.1:0.157895;300:1:0.1:0.2;400:3:0.133333:0.263158, 300:1:0.0649351:0.233333;500:1:0.0526316:0.192308
FFI16_RS03605, 509.3, , , , , 
FFI16_RS03610, 543.0, , , , , 
FFI16_RS03615, 933.3, , , , , 
FFI16_RS03620, 1084.0, , , , , 
FFI16_RS03625, 313.3, , , , , 
FFI16_RS03630, 1599.0, , , , , 
FFI16_RS03635, 705.7, , , , , 
FFI16_RS03640, 605.0, , , , , 
FFI16_RS03645, 521.0, , , , , 
FFI16_RS03650, 850.0, , , , , 
FFI16_RS03655, 615.0, , , , , 
FFI16_RS03660, 843.0, , , , , 
FFI16_RS03665, 3902.3, 800:3:0.157895:0.157895, 500:1:0.00775194:0.111111, 600:3:0.285714:0.457143, , 500:3:0.383929:0.560976;100:3:0.201493:0.333333;300:3:0.139785:0.317073
FFI16_RS03670, 1019.0, , , , , 
FFI16_RS03675, 878.7, , 500:1:0.0729167:0.172414, 500:3:0.3:0.552632, , 300:3:0.26087:0.310345
FFI16_RS03680, 824.7, , , , , 
FFI16_RS03685, 1095.7, , , , , 
FFI16_RS03690, 1132.7, , , 600:3:0.341176:0.435897, , 
FFI16_RS03695, 262.7, , , , , 
FFI16_RS03700, 768.0, , , , , 
FFI16_RS03705, 494.0, 800:3:0.142857:0.142857, , , , 
FFI16_RS03710, 834.0, , , , , 
FFI16_RS03715, 2090.7, 700:3:0.163265:0.163265, , , 500:1:0.0746269:0.157895, 
FFI16_RS03720, 1035.7, , , , , 300:3:0.514286:0.580645
FFI16_RS03725, 244.7, , , , , 
FFI16_RS03730, 153.0, , , , , 
FFI16_RS03735, 178.0, , , , , 600:1:0.0645161:0.140351
FFI16_RS03740, 149.0, , 700:3:0.105769:0.225806;700:1:0.0421053:0.193548;700:1:0.0416667:0.16129;700:3:0.0833333:0.171429;600:1:0.0693069:0.181818;700:3:0.07:0.129032, 300:1:0.1:0.1875, 500:3:0.0882353:0.4, 700:1:0.0508475:0.130435;700:1:0.0322581:0.119048
FFI16_RS03745, 1194.0, , , , 600:1:0.0357143:0.136364;600:3:0.0617284:0.157895, 
FFI16_RS03750, 352.0, , , , 600:3:0.0454545:0.272727, 
FFI16_RS03755, 142.7, , , , , 
FFI16_RS03760, 260.7, , , , , 
FFI16_RS03765, 193.0, , , , , 
FFI16_RS03770, 78.0, , , , , 
FFI16_RS03775, 886.3, , , , , 400:3:0.24:0.628571
FFI16_RS03785, 1551.3, , , , , 
FFI16_RS03790, 1294.3, , , , , 
FFI16_RS03795, 881.7, , , , , 
FFI16_RS03800, 474.0, , , , , 
FFI16_RS03805, 686.3, , , , , 
FFI16_RS03810, 281.3, , , , , 
FFI16_RS03815, 234.0, , , , , 
FFI16_RS03820, 751.3, , , , 300:1:0.015873:0.157895, 
FFI16_RS03825, 2184.7, , , , , 
FFI16_RS03830, 203.7, , , , , 
FFI16_RS03835, 312.7, , , , , 
FFI16_RS03840, 252.3, , , , , 
FFI16_RS03845, 437.3, , , , , 
FFI16_RS03850, 1066.3, , 300:3:0.397727:0.517241, , , 
FFI16_RS03855, 1144.7, , , , , 500:3:0.496403:0.608333
FFI16_RS03860, 672.0, , , , , 
FFI16_RS03865, 404.7, , , , , 
FFI16_RS03870, 355.3, , , , , 
FFI16_RS03875, 664.7, , , , , 
FFI16_RS03880, 707.7, , , , , 
FFI16_RS03885, 684.0, , , , , 
FFI16_RS03890, 697.0, , , , , 
FFI16_RS03895, 416.0, , , , , 
FFI16_RS03900, 355.7, , , , , 
FFI16_RS03905, 568.3, , , 300:1:0.06:0.4, , 300:3:0.5375:0.607843
FFI16_RS03910, 1021.7, , , , , 300:3:0.230769:0.386792
FFI16_RS03915, 938.3, , , , , 
FFI16_RS03920, 2306.0, , , 400:3:0.084507:0.194444;500:1:0.0675676:0.166667, , 500:1:0.00877193:0.121212
FFI16_RS03925, 650.0, , , , , 
FFI16_RS03930, 1206.7, , , 400:1:0.075:0.169492;300:1:0.05:0.142857;600:1:0.0555556:0.2, , 500:1:0.0325203:0.263158;300:1:0.0714286:0.25
FFI16_RS03935, 637.7, 700:3:0.15:0.15, 400:1:0.0129032:0.322581, 600:3:0.293103:0.293103, , 
FFI16_RS03940, 274.3, , , , , 
FFI16_RS03945, 528.7, , , , , 
FFI16_RS03950, 1014.0, , , , 500:3:0.544118:1, 
FFI16_RS03955, 858.7, , , , , 
FFI16_RS03960, 1086.7, , , , , 
FFI16_RS03965, 837.3, , , , , 
FFI16_RS03970, 438.7, , , , , 
FFI16_RS03975, 2490.0, 800:3:0.142857:0.142857;700:3:0.25:0.25;700:3:0.148148:0.148148;700:3:0.210526:0.210526;700:3:0.205128:0.205128, 700:3:0.164179:0.164179;700:3:0.144231:0.190476, 300:1:0:0.2;200:1:0.0862069:0.230769;100:1:0.0508475:0.307692;100:3:0.135593:0.392857;100:3:0.118644:0.230769, 100:3:0.227273:0.5, 100:3:0.149533:0.285714
FFI16_RS03980, 827.7, , , , , 
FFI16_RS03985, 489.3, , , , , 
FFI16_RS03990, 778.0, , , , , 
FFI16_RS03995, 539.3, , , , , 
FFI16_RS04000, 415.3, , , , , 
FFI16_RS04005, 151.7, , , , , 
FFI16_RS04010, 758.7, , , , , 
FFI16_RS04015, 800.3, , , , , 
FFI16_RS04020, 573.3, , , , , 
FFI16_RS04025, 284.7, , , , , 
FFI16_RS04030, 1037.3, , , , , 
FFI16_RS04035, 608.7, , , , , 
FFI16_RS04040, 856.0, , , , , 
FFI16_RS04045, 483.3, , , , , 
FFI16_RS04050, 748.0, , , , , 100:3:0.584158:0.871795
FFI16_RS04055, 651.3, , , , , 
FFI16_RS04060, 622.7, , , , , 
FFI16_RS04065, 831.3, , , , , 
FFI16_RS04070, 563.7, , , 300:1:0.0701754:0.15, , 
FFI16_RS04075, 448.0, , , , , 
FFI16_RS04080, 602.3, , , , 300:3:0.323944:0.753968, 
FFI16_RS04085, 748.3, , , , , 
FFI16_RS04095, 1180.3, , , , , 
FFI16_RS04100, 674.3, , , 500:1:0.0833333:0.173913, , 
FFI16_RS04105, 253.7, , , , , 
FFI16_RS04110, 333.3, , , , , 
FFI16_RS04115, 983.0, , , , , 
FFI16_RS04120, 461.0, 500:3:0.6:0.680672, , , , 
FFI16_RS04125, 730.3, , , , , 
FFI16_RS04130, 774.3, , , , , 
FFI16_RS04135, 1132.3, , , , , 
FFI16_RS04140, 744.3, , , , , 
FFI16_RS04145, 703.0, , , , , 600:3:0.125:0.181818;500:1:0.0517241:0.166667
FFI16_RS04150, 904.3, , , , , 
FFI16_RS04155, 761.3, 300:3:0.42623:0.42623, , , 400:3:0.4:0.787234, 
FFI16_RS04160, 1390.3, , , , , 
FFI16_RS04165, 662.3, , , , , 
FFI16_RS04170, 694.3, , , , , 
FFI16_RS04175, 696.0, , , , , 
FFI16_RS04180, 282.0, , , , , 
FFI16_RS04185, 617.0, , , , , 
FFI16_RS04190, 190.0, , , , , 
FFI16_RS04195, 1110.0, , , , , 
FFI16_RS04200, 474.0, , , , , 
FFI16_RS04205, 301.7, , , , , 
FFI16_RS04210, 507.3, , , , , 
FFI16_RS04215, 288.0, , , , , 
FFI16_RS04220, 367.7, , , , , 
FFI16_RS04225, 1166.0, , , , , 
FFI16_RS04230, 725.0, , , , , 
FFI16_RS04235, 614.3, , , , , 
FFI16_RS04240, 711.7, , , , , 
FFI16_RS04245, 1005.3, 800:3:0.214286:0.214286, , , 600:3:0.0666667:0.5, 
FFI16_RS04250, 1640.7, , 200:1:0:0.20339, , , 
FFI16_RS04255, 661.7, , , , , 
FFI16_RS04260, 787.0, , 100:1:0.0431655:0.234043;500:1:0.00684932:0.151515;100:1:0.0431655:0.25, 400:1:0.0731707:0.222222;100:3:0.113636:0.333333, 600:1:0:0.130435, 300:3:0.0916031:0.203125;300:3:0.097561:0.218182;400:1:0.0416667:0.153846
FFI16_RS04265, 677.0, , , , , 
FFI16_RS04270, 623.0, 600:3:0.102564:0.261538;300:1:0.0769231:0.214286, 300:3:0.1:0.222222, 500:3:0.102564:0.212121;500:3:0.131579:0.16129;300:1:0.0789474:0.333333;500:3:0.135135:0.166667, , 300:3:0.14:0.166667;700:3:0.123711:0.176471
FFI16_RS04275, 191.0, , , , , 
FFI16_RS04280, 258.3, , , , , 
FFI16_RS04285, 260.0, , , , , 
FFI16_RS04290, 321.7, , , 200:3:0.115385:0.253333, 600:1:0.0123457:0.375;600:1:0.0487805:0.5;600:1:0.0285714:0.375;600:1:0.0217391:0.375, 100:3:0.107143:0.222222
FFI16_RS04295, 178.7, , , , , 
FFI16_RS04300, 180.7, , , , , 
FFI16_RS04305, 993.7, , , , 700:3:0.152174:0.152174, 
FFI16_RS04310, 248.7, , , , , 
FFI16_RS04315, 243.7, , , , 600:3:0.06:0.130435, 
FFI16_RS04320, 2181.0, , , , 700:3:0.142857:0.142857, 500:1:0:0.148148
FFI16_RS04325, 251.0, , , , , 
FFI16_RS04330, 180.0, , , , , 
FFI16_RS04335, 389.7, , , , , 
FFI16_RS04340, 245.3, , , , , 
FFI16_RS04345, 267.7, , , , , 
FFI16_RS04350, 218.7, , , , , 400:3:0.487805:0.59375
FFI16_RS04355, 274.3, , , , , 
FFI16_RS04360, 681.0, , , , , 
FFI16_RS04365, 1607.7, , , , , 
FFI16_RS04370, 754.0, , , , , 
FFI16_RS04375, 783.3, , , , , 
FFI16_RS04380, 553.0, , , , , 
FFI16_RS04385, 446.3, , 600:3:0.299145:0.44, , , 
FFI16_RS04390, 343.0, , , , , 
FFI16_RS04395, 508.0, , , , , 
FFI16_RS04400, 860.7, , , , , 
FFI16_RS04405, 348.3, , , , , 
FFI16_RS04410, 171.0, , , , , 
FFI16_RS04415, 151.0, , , , , 
FFI16_RS04420, 405.0, , , , , 
FFI16_RS04425, 339.3, , , , , 
FFI16_RS04430, 249.3, , , 600:3:0.109375:0.166667, , 
