Identifier, Size, 1D1, 1D2, 1D3, 1D4, 1D5
DR_2053, 614.0, , , , , 
DR_2054, 331.3, , , , , 
DR_2055, 1066.7, , , , , 
DR_2056, 400.3, , , , , 
DR_2057, 440.3, , , , , 
DR_2058, 836.7, , , , , 
DR_2059, 1307.0, 600:2:0.983806:0.983806, , , , 
DR_2060, 217.3, , , , , 
DR_2061, 402.3, , , , , 
DR_2062, 728.3, , , , , 
DR_2063, 1819.7, , , , , 
DR_2064, 370.3, , , , , 
DR_2065, 852.0, 400:3:0.0724638:0.172043;400:3:0.122807:0.265823, 400:3:0.131579:0.2, 400:1:0:0.123288;400:1:0:0.12069;400:1:0:0.138889;400:1:0:0.176471;400:1:0:0.123288;400:1:0:0.163934, 400:3:0.0983607:0.201923;400:3:0.0655738:0.147059, 400:3:0.222222:0.222222;400:3:0.191919:0.191919;400:3:0.188119:0.203704
DR_2066, 359.3, , , , , 
DR_2067, 431.7, , , , , 
DR_2068, 373.3, , , , , 
DR_2069, 1674.3, , 400:1:0:0.133333, , , 
DR_2070, 952.7, , , , , 
DR_2071, 1067.7, , , 800:3:0.214286:0.214286, , 
DR_2072, 795.7, , 400:1:0.0215054:0.113636;400:1:0.0408163:0.145833, , , 
DR_2073, 421.0, , , , , 
DR_2074, 471.7, , , , , 
DR_2075, 292.7, , , , , 
DR_2076, 778.0, , , , , 
DR_2077, 414.7, , , , , 
DR_2078, 605.7, , , , , 
DR_2079, 303.7, , , , , 
DR_2080, 832.7, , , , , 
DR_2081, 1495.3, , , , , 
DR_2082, 275.7, , , , , 
DR_2083, 536.3, , , , , 
DR_2084, 726.0, , , , , 
DR_2085, 253.0, , , , , 
DR_2086, 272.7, , , , , 
DR_2087, 594.7, , , , , 
DR_2088, 864.7, , , , , 
DR_2089, 532.0, , , , , 
DR_2090, 1202.7, , , 400:1:0.0454545:0.157895;400:1:0:0.162791;400:1:0.0149254:0.15748;400:1:0:0.152778;400:1:0:0.157895;400:1:0:0.12766;400:1:0:0.116438;400:1:0:0.125, 400:3:0.107981:0.188119, 
DR_2091, 882.0, , , , , 
DR_2092, 379.7, , , , , 
DR_2093, 280.7, , , , , 
DR_2094, 468.0, , , , , 
DR_2095, 485.7, , , , , 
DR_2096, 1295.0, , , , , 
DR_2097, 283.7, , , , , 
DR_2098, 987.3, , 400:1:0.0252101:0.115385, , , 
DR_2099, 686.7, , , , , 
DR_2100, 274.0, , , , , 
DR_2101, 1035.7, , 400:1:0.0405405:0.118644, , , 
DR_2102, 295.7, , , , , 
DR_2103, 166.7, , , , , 
DR_2104, 351.3, , , , , 
DR_2105, 307.0, , , , , 
DR_2106, 1188.0, , , , , 
DR_2107, 685.3, , , , , 
DR_2108, 1127.0, , , , , 
DR_2109, 348.3, , , , , 
DR_2110, 402.7, , , , , 
DR_2111, 515.0, , , , , 
DR_2112, 253.7, , , , , 
DR_2113, 430.3, , , , , 
DR_2114, 123.3, , , , , 
DR_2115, 347.7, , , , , 
DR_2116, 972.0, , , , , 
DR_2117, 543.7, , , , , 
DR_2118, 528.0, , , , , 
DR_2119, 573.0, , , , , 
DR_2120, 676.7, , , , , 
DR_2121, 767.3, , 400:3:0.0769231:0.230769;400:1:0:0.2;400:1:0:0.15;400:1:0.0645161:0.12, 800:3:0.142857:0.142857;400:1:0:0.145161;400:1:0:0.140625;400:1:0:0.131579, 400:1:0:0.550239, 
DR_2122, 979.0, , , , , 
DR_2123, 297.0, , , , , 
DR_2124, 192.7, , , , , 
DR_2125, 286.0, , , , , 
DR_2126, 303.0, , , , , 
DR_2127, 579.7, , , , , 
DR_2128, 780.0, , , , , 
DR_2129, 344.7, , , , , 
DR_2130, 1975.7, , , 800:3:0.131579:0.131579, , 
DR_2131, 219.3, , , , , 
DR_2132, 435.7, , , , , 
DR_2133, 1189.3, 500:1:0.0597015:0.222222, , , , 400:3:0.0769231:0.142857
DR_2134, 619.3, 600:2:0.968254:0.968254, , , , 
DR_2135, 895.3, , , , , 
DR_2136, 479.0, , , , , 
DR_2137, 564.3, , 400:1:0.0285714:0.129032;300:3:0.258065:0.258065, , , 
DR_2138, 137.3, , , , 500:1:0.0654206:0.175439, 
DR_2139, 402.3, , , , , 
DR_2140, 955.7, , , , , 
DR_2141, 405.3, , , , , 
DR_2142, 348.3, , , , , 
DR_2143, 814.0, , , , , 
DR_2144, 415.0, , , , , 
DR_2145, 1163.0, , , , , 
DR_2146, 516.0, , , , , 
DR_2147, 527.0, , , , , 
DR_2148, 450.3, , , , , 
DR_2149, 1076.7, , , , , 
DR_2150, 216.3, , 400:3:0.09375:0.2, , , 
DR_2151, 452.7, , , , , 
DR_2152, 211.0, , , , , 
DR_2153, 1130.7, , , , , 
DR_2154, 705.0, , , , , 
DR_2155, 732.3, , , 200:3:0.108696:0.196429, 400:3:0.12069:0.246154, 300:3:0.100719:0.230769
DR_2156, 379.0, , , , , 
DR_2157, 167.3, , , , , 
DR_2158, 167.0, , , , , 
DR_2159, 603.3, , , 800:3:0.185185:0.185185, , 
DR_2160, 808.0, , , , , 
DR_2161, 464.0, , , , , 
DR_2162, 391.0, , , , , 
DR_2163, 310.3, , , , , 
DR_2164, 745.7, , , , , 
DR_2165, 418.3, , , , , 
DR_2166, 697.3, , 700:3:0.25:0.25;800:3:0.134831:0.134831, 400:3:0.246914:0.246914, , 
DR_2167, 361.7, , 600:3:0.166667:0.166667, , , 
DR_2168, 1054.0, , , , , 
DR_2169, 1039.7, 400:3:0.0727273:0.25;400:1:0.0272727:0.166667;400:3:0.0550459:0.25641, 400:1:0.0172414:0.15;400:1:0.0350877:0.263158;400:1:0:0.130435;400:1:0.0192308:0.32;400:3:0.0625:0.192513;400:3:0.0612245:0.171717;400:1:0.0188679:0.138889;400:3:0.0943396:0.166667;400:1:0.0566038:0.157895;400:1:0.0188679:0.128205, 400:1:0:0.157303;400:3:0.173077:0.173077, 400:1:0.0070922:0.159091, 
DR_2170, 385.3, , 400:1:0.0512821:0.195122, , , 
DR_2171, 617.0, , , , , 
DR_2172, 316.3, , , , , 
DR_2173, 909.0, , , , , 
DR_2174, 2057.3, , , , , 
DR_2175, 402.7, , , , , 
DR_2176, 1121.7, , , , , 
DR_2177, 348.0, , , , , 
DR_2178, 1006.7, , , , , 
DR_2179, 407.0, , , , , 
DR_2180, 276.7, , , 800:3:0.157895:0.157895, , 
DR_2181, 416.3, , , , , 
DR_2182, 564.7, , , 500:3:0.30303:0.30303, , 
DR_2183, 539.0, , , , , 
DR_2184, 936.7, , , , , 
DR_2185, 408.0, , , , , 
DR_2186, 1007.0, , , , , 
DR_2187, 1065.7, , , , , 
DR_2188, 1047.3, , , , , 
DR_2189, 570.3, , , , , 
DR_2190, 923.7, , , , , 600:1:0.026738:0.214286
DR_2192, 588.7, , , 800:3:0.139535:0.139535, , 
DR_2193, 261.3, , , , , 
DR_2194, 771.0, , , , , 
DR_2195, 2007.7, , , , , 
DR_2196, 1129.7, , 300:3:0.1875:0.1875, 100:3:0.263158:0.263158;800:3:0.166667:0.166667, 400:3:0.15625:0.229167, 400:3:0.107914:0.188889
DR_2197, 641.7, , , , , 
DR_2198, 535.0, , , , , 
DR_2199, 1405.3, , 400:1:0.0615385:0.136364, , , 
DR_2200, 1326.3, 500:3:0.162963:0.162963;300:3:0.0676692:0.102941, , 200:3:0.09375:0.222222;200:3:0.241379:0.363636;200:3:0.266667:0.272727;200:3:0.333333:0.333333;500:3:0.296296:0.296296;500:3:0.296296:0.296296;200:3:0.4375:0.4375;500:3:0.212121:0.212121;500:3:0.235294:0.235294, , 400:1:0.0315789:0.148148
DR_2201, 341.0, , , , , 
DR_2202, 920.3, , , , , 500:3:0.25:0.25
DR_2203, 435.3, , , , , 600:1:0.0158014:0.4
DR_2204, 484.3, , , , , 
DR_2205, 733.0, , , , , 
DR_2206, 688.7, , 400:1:0.0408163:0.148148, , , 
DR_2207, 264.7, , , 800:3:0.209302:0.209302;800:3:0.162791:0.162791, , 
DR_2208, 389.0, , , , , 
DR_2209, 794.0, , , , , 
DR_2210, 399.0, , , , , 
DR_2211, 565.7, , , , , 
DR_2212, 558.0, , , , , 
DR_2213, 778.3, , , , , 
DR_2214, 798.7, , , , , 
DR_2215, 566.3, , , , , 
DR_2216, 615.3, , , , , 
DR_2217_1, 582.3, , , , , 
DR_2217_2, 369.3, , , , , 
DR_2218, 762.0, , , , , 
DR_2219, 681.0, , , , , 
DR_2220, 380.3, , , , , 
DR_2221, 544.7, , , , , 
DR_2222, 1005.0, , , , , 
DR_2223, 897.0, , , , , 
DR_2224, 516.7, , , , 400:2:0.985663:0.985663, 
DR_2225, 479.3, , , , , 
DR_2226, 879.7, , , , , 
DR_2227, 1020.3, , 400:3:0.166667:0.166667, 400:1:0.0212766:0.12963, 400:1:0.0232558:0.133333;400:3:0.0628931:0.176871, 
DR_2228, 527.7, , , , , 
DR_2229, 464.7, , 600:1:0.0222222:0.25, , , 600:3:0.103139:0.24
DR_2230, 198.7, , 400:1:0.0694444:0.192308, , 100:3:0.237179:0.27933, 100:3:0.213018:0.343284
DR_2231, 331.3, , , , , 
DR_2232, 667.0, , , , , 
DR_2233, 650.7, , , , , 
DR_2234, 702.7, , , , 400:2:0.995305:0.995305, 
DR_2235, 702.3, , , , , 
DR_2236, 248.0, , , , , 
DR_2237, 248.7, , , , , 
DR_2238, 592.7, , , , , 
DR_2239, 886.7, , 400:1:0.0263158:0.25, , 800:3:0.03125:0.133333, 
DR_2240, 434.0, , , , , 
DR_2241, 1128.3, , , , , 
DR_2242, 377.7, , , , , 
DR_2243, 584.0, , , , , 
DR_2244, 598.3, , , , , 
DR_2245, 557.0, , 700:1:0.0326087:0.166667, , , 
DR_2246, 291.3, , , , 400:1:0.024:0.137255, 
DR_2247, 382.0, , , , , 
DR_2248, 894.3, , , , 400:2:0.995763:0.995763, 
DR_2249, 931.3, , 400:1:0.0434783:0.147059, , , 
DR_2250, 1072.3, , , , , 
DR_2251, 504.7, , , , , 
DR_2253, 876.7, , , , , 
DR_2254, 667.3, , , , , 
DR_2255, 768.3, , 400:3:0.0833333:0.130435;400:1:0.0416667:0.131579;400:1:0.0545455:0.184211;400:1:0.0526316:0.125, , , 
DR_2256, 1610.3, , , , , 
DR_2257, 1280.0, , , , , 
DR_2258, 377.3, , , , , 
DR_2259, 285.3, , , , , 
DR_2260, 818.0, , , , , 
DR_2261, 802.3, , , , , 
DR_2262, 469.0, , , , , 
DR_2263, 529.7, , , , , 
DR_2264, 832.3, , , , , 
DR_2265, 1568.7, , 400:1:0.0178571:0.125, , , 
DR_2266, 255.7, , , , , 
DR_2267, 1966.0, , , , , 
DR_2268, 836.7, , , , , 
DR_2269, 616.7, , 300:3:0.104478:0.212766, , 600:1:0.036036:0.230769, 
DR_2270, 443.7, , , , , 400:1:0.0521739:0.139535
DR_2271, 1482.0, , , , , 
DR_2272, 394.3, , , , , 
DR_2273, 364.3, , , , , 
DR_2274, 670.7, , , , , 
DR_2275, 1626.0, , , , , 
DR_2276, 110.3, , , , , 
DR_2277, 516.3, , , , , 
DR_2278, 631.7, , , , , 
DR_2279, 987.0, , 800:3:0.121951:0.121951, , , 
DR_2280, 1121.7, , , , , 
DR_2281, 368.3, , , 400:3:0.2:0.2;800:3:0.230769:0.230769, , 
DR_2282, 274.7, , , , , 
DR_2283, 576.0, 600:3:0.379464:0.895604, , , , 
DR_2284, 572.7, , , , , 
DR_2285, 900.3, 400:1:0.0311111:0.176471, 700:1:0.0636364:0.2, , , 
DR_2286, 1196.7, , , , , 
DR_2287, 323.0, , , , , 
DR_2288, 378.7, , , , , 
DR_2289, 614.3, , , 500:1:0.025:0.135802;500:1:0:0.1875;500:1:0:0.131579, 500:1:0.0141844:0.162791, 
DR_2290, 689.0, , , 400:1:0.0217391:0.127119;400:1:0:0.122449;400:1:0:0.131783, 400:3:0.206897:0.206897, 400:3:0.186335:0.186335
DR_2291, 1010.7, , , , , 
DR_2292, 192.0, , , , , 
DR_2293, 746.7, , , , , 
DR_2294, 275.7, , , , , 
DR_2295, 361.0, , , , , 
DR_2296, 676.0, , , , , 
DR_2297, 218.0, , , , , 
DR_2298, 386.0, , , , , 
DR_2299, 1994.7, , , , , 
DR_2300, 2032.3, , , , , 
DR_2301, 511.3, , , , , 
DR_2302, 404.3, , , , , 
DR_2303, 617.0, , , , , 
DR_2304, 862.3, , , , , 600:1:0.0481481:0.166667
DR_2305, 517.7, , , , , 
DR_2306, 447.3, , , , , 
DR_2307, 994.0, , 400:1:0.0194175:0.133333, , , 
DR_2308, 1087.3, , , , , 
DR_2309, 579.3, , , , 600:3:0.610465:0.610465, 
DR_2310, 1788.0, , , , , 
DR_2311, 736.7, , , 800:3:0.142857:0.142857, , 
DR_2312, 854.0, , , 400:1:0.0238095:0.166667, 800:3:0.0473373:0.0777778, 
DR_2313, 335.0, , , , , 
DR_2314, 368.0, , , , , 
DR_2315, 644.0, , , , , 
DR_2316, 817.7, , 400:1:0.0322581:0.130435, , , 
DR_2317, 785.0, , , , , 
DR_2318, 577.0, , , , , 
DR_2319, 747.0, , , , , 
DR_2320, 849.3, , , , , 
DR_2321, 340.3, , , , , 
DR_2322, 714.3, , , , , 
DR_2323, 330.3, , , , , 
DR_2324, 930.7, , , , , 
DR_2325, 748.7, , , , , 
DR_2326, 783.3, 700:1:0.0277778:0.157895, 400:1:0:0.130435, , , 400:1:0.0384615:0.148148
DR_2327, 548.7, , , , , 
DR_2328, 1094.7, , , 400:1:0.0697674:0.151515, , 
DR_2329, 833.7, , , , , 
DR_2330, 389.3, , , , , 
DR_2331, 672.0, , , , , 
DR_2332, 703.0, , , , , 
DR_2333, 944.0, , 400:3:0.0416667:0.125;400:3:0.0526316:0.126761, , , 
DR_2334, 925.7, 600:3:0.365482:0.787709, , , , 
DR_2335, 618.3, , , , , 
DR_2336, 700.0, , 400:1:0.0142857:0.136364, , , 
DR_2337, 459.0, , , , , 
DR_2338, 924.0, , , , , 
DR_2339, 515.0, , , , , 
DR_2340, 818.3, , , , , 
DR_2341, 1072.0, , , , , 
DR_2342, 478.0, , , 100:3:0.230769:0.252101, , 100:3:0.191419:0.282258
DR_2343, 582.0, , , , , 
DR_2344, 490.7, 600:3:0.0740741:0.159091, 800:3:0.230769:0.230769;400:1:0:0.15;800:3:0.214286:0.214286, 800:3:0.142857:0.142857;400:1:0.0689655:0.169014;800:3:0.206897:0.206897;300:3:0.206897:0.206897;800:3:0.12:0.12;800:3:0.185185:0.185185;800:3:0.176471:0.176471;300:3:0.176471:0.176471;300:3:0.0952381:0.166667;800:3:0.142857:0.142857, , 500:1:0.0136986:0.162791;300:3:0.0952381:0.240741
DR_2345, 724.3, , 700:1:0.0378788:0.142857;400:1:0.0583942:0.157895;700:3:0.111111:0.173913, , , 
DR_2346, 967.0, , , , , 
DR_2347, 729.0, , , 400:3:0.716418:0.716418, , 
DR_2348, 1192.0, , , , , 
DR_2349, 705.0, , , , , 
DR_2350, 911.3, , , , , 400:1:0.0359712:0.3
DR_2351, 328.3, , , , , 
DR_2352, 732.7, , , , , 
DR_2353, 859.3, , , , , 
DR_2354, 879.0, , , , , 
DR_2355, 338.7, , , , , 
DR_2356, 372.0, , , , , 
DR_2357, 1804.3, , , , , 100:1:0.0366599:0.162602
DR_2358, 534.7, , , , , 
DR_2359, 836.0, , 300:3:0.228571:0.228571;400:1:0:0.111111, 400:3:0.235294:0.235294;800:3:0.181818:0.181818;100:3:0.333333:0.333333;100:3:0.272727:0.272727;400:3:0.2:0.2, , 300:3:0.139535:0.207317;100:3:0.139073:0.231707
DR_2360, 341.3, , , , , 
DR_2361, 1520.0, , , , , 
DR_2362, 628.0, , , , , 
DR_2363, 449.0, , , , , 
DR_2363a, 528.7, , , , , 
DR_2364, 675.3, , , , , 
DR_2366, 246.3, , , , , 
DR_2367, 1324.0, 400:3:0.2:0.247934;700:1:0.0659341:0.135135, 700:3:0.14:0.14;700:3:0.2:0.2;700:3:0.145455:0.145455;700:3:0.0849673:0.15;800:3:0.0963855:0.1875;400:1:0.0125:0.166667;400:1:0:0.151515, 400:3:0.181818:0.181818;800:3:0.230769:0.230769;400:3:0.421053:0.421053;400:3:0.15:0.176471;400:3:0.333333:0.333333;400:3:0.25:0.25;400:3:0.206897:0.206897;800:3:0.16:0.16;800:3:0.16:0.16, 400:3:0.191011:0.245283, 800:3:0.178082:0.178082;400:3:0.228814:0.228814;400:1:0.0337423:0.104167;500:3:0.0836653:0.208333;400:3:0.117647:0.238095
DR_2368, 507.7, , , , , 
DR_2369, 443.3, , , , , 
DR_2370, 1161.7, , , , 400:2:0.993103:0.993103, 
DR_2371, 455.3, , , , , 
DR_2372, 482.7, , , , , 
DR_2373, 409.7, , , , , 
DR_2374, 3325.7, , , , , 
DR_2375, 502.0, , , , , 
DR_2376, 548.0, , , , , 
DR_2377, 600.7, , , , , 
DR_2378, 224.3, , , , , 
DR_2379, 1407.0, , , , , 
DR_2380, 221.3, , , , , 
DR_2381, 1582.3, , , , , 
DR_2382, 766.3, 800:3:0.291667:0.291667, , , , 
DR_2383, 386.7, , , , , 
DR_2384, 591.7, , , , , 
DR_2385, 620.3, 400:1:0.0320513:0.2, , , , 
DR_2386, 863.7, , , , , 
DR_2387, 369.0, , , , , 
DR_2388, 425.3, , , , , 
DR_2389, 430.3, , , , , 
DR_2390, 774.0, , , , , 
DR_2391, 1036.7, , , , , 
DR_2392, 1957.3, , , , , 
DR_2393, 719.7, , , , , 
DR_2394, 1416.0, , , , , 
DR_2395, 1042.3, , , , 600:3:0.550388:0.550388, 
DR_2396, 452.0, , 400:1:0.0465116:0.139535, 400:1:0:0.126582;400:1:0.0285714:0.15493, , 
DR_2397, 656.7, , , 500:3:0.175:0.175, , 
DR_2398, 437.3, , , , , 
DR_2399, 825.0, , , , , 
DR_2400, 402.3, , , , , 
DR_2401, 324.0, , , , , 
DR_2402, 274.0, , , , , 
DR_2403, 221.3, , , , , 
DR_2404, 1435.7, , , , , 
DR_2405, 588.0, , , , , 
DR_2406, 398.7, , 400:1:0.0206186:0.142857, , , 
DR_2407, 462.3, , , , , 
DR_2408, 770.0, , , , , 
DR_2409, 422.7, , , , , 
DR_2410, 1458.7, , , , , 
DR_2411, 393.3, 300:3:0.131579:0.272727, , , , 
DR_2412, 1385.0, 300:3:0.230769:0.333333, , 500:3:0.137931:0.185185;400:1:0.0266667:0.15, , 600:1:0.0266667:0.1375
DR_2413, 948.3, 700:1:0.019802:0.230769;500:1:0.0769231:0.333333;800:3:0.15493:0.15493;300:3:0.221053:0.221053;300:3:0.134021:0.135135, 800:3:0.264706:0.264706;800:3:0.257143:0.257143;800:3:0.2:0.2;800:3:0.285714:0.285714;800:3:0.243902:0.243902;400:3:0.268293:0.4, 400:3:0.333333:0.333333;500:3:0.1875:0.305556;500:3:0.25:0.25;500:3:0.357143:0.357143;500:3:0.352941:0.352941;500:3:0.0952381:0.148936;500:3:0.190476:0.190476, , 300:3:0.212963:0.25;400:3:0.201613:0.428571;400:3:0.0650407:0.285714;400:3:0.220339:0.285714
DR_2414, 459.3, , , , , 
DR_2415, 587.7, , , , , 
DR_2416, 1066.0, , , , , 
DR_2417m, 1386.7, , , , , 
DR_2418, 930.7, , , , , 
DR_2419, 1407.3, , , , , 600:1:0.0142349:0.176471
DR_2420, 334.3, , , , , 
DR_2421, 472.0, , , , , 
DR_2422, 291.0, , , , , 
DR_2423, 1195.0, , 400:1:0.0126582:0.128205, , 600:1:0.0106383:0.166667, 
DR_2424, 674.0, , , , , 
DR_2425, 555.3, , , , , 
DR_2427, 690.7, , , , , 
DR_2428, 868.0, , , , , 
DR_2429, 231.0, , , , , 
DR_2430, 810.7, , , , , 
DR_2431, 890.3, , , , , 
DR_2432, 295.0, , , , , 
DR_2433, 734.0, 400:1:0.0157895:0.230769, , , , 
DR_2434, 532.0, , , , , 
DR_2435, 701.0, , , , , 
DR_2436, 435.0, , , , , 
DR_2437, 634.0, , , 800:3:0.16129:0.16129, , 
DR_2438, 682.3, , , , , 
DR_2439, 539.0, , , , , 
DR_2440, 928.7, 400:1:0.00483092:0.115385, , , , 
DR_2441, 385.7, , , , , 
DR_2442, 597.7, , 600:3:0.0493827:0.150442, 400:1:0.0149254:0.140496, , 
DR_2443, 522.7, , , , , 
DR_2444, 1413.3, 400:1:0.010582:0.121951, 400:1:0.0555556:0.176471;400:1:0.0588235:0.176471, , , 
DR_2445, 294.0, , , , , 
DR_2446, 447.7, , , , , 
DR_2447, 763.0, , , , , 
DR_2448, 599.3, , , , , 
DR_2449, 236.3, , , , , 
DR_2450, 407.7, , , , , 
DR_2451, 427.7, , , , , 
DR_2452, 253.0, , , , , 
DR_2453, 1888.7, , , , , 
DR_2454, 149.7, , , , , 
DR_2455, 319.0, , , , , 
DR_2456, 210.7, , , , , 
DR_2457, 372.0, , , , , 
DR_2458, 194.0, , , , , 
DR_2459, 448.3, , , , , 
DR_2460, 287.0, , , , , 
DR_2461, 906.0, , , , , 
DR_2462, 1392.7, , , , , 
DR_2463, 823.0, , , , , 
DR_2464, 427.0, , , , , 
DR_2465, 965.3, , , , , 
DR_2466, 491.3, , , , , 
DR_2467, 426.7, , , , , 
DR_2468, 437.3, , , , , 
DR_2469, 512.7, , , , , 
DR_2470, 602.0, , , , , 
DR_2471, 1530.0, , , , , 
DR_2472, 431.0, , 800:3:0.152778:0.152778;300:3:0.119403:0.21875, 400:3:0.135135:0.135135;300:3:0.0625:0.147541, , 
DR_2473, 934.3, , , , , 
DR_2474, 374.7, , , , , 
DR_2475, 450.7, , , , , 
DR_2476, 831.3, , 400:1:0.0810811:0.133333, , , 
DR_2477_1, 707.7, , , , , 
DR_2477_2, 258.0, , , , , 
DR_2477_3, 852.7, , , , , 
DR_2478, 914.3, , , , , 
DR_2479, 404.7, , 400:1:0.0185185:0.122449, , , 
DR_2480, 905.3, , , , , 
DR_2481, 449.3, , , , , 
DR_2482, 1201.3, , , , , 
DR_2483, 331.3, , , , , 
DR_2484, 703.3, , , 400:1:0:0.117021, 500:3:0.346774:0.564103, 
DR_2485, 653.7, , , , , 
DR_2486, 665.7, , , , , 
DR_2487, 618.7, , , , , 
DR_2488, 1165.0, 700:3:0.107692:0.142857;400:1:0.0740741:0.176471;600:1:0.0555556:0.176471;400:1:0.037037:0.176471;400:1:0.0188679:0.1875;400:1:0.0377358:0.285714;400:1:0.046729:0.363636, 700:1:0.0634921:0.142857;600:3:0.0967742:0.166667;600:3:0.125:0.166667;600:3:0.134328:0.269231, 400:1:0:0.166667, 400:1:0.0444444:0.166667;500:1:0.0444444:0.153846;500:1:0.0537634:0.222222;400:1:0.0322581:0.235294;400:3:0.0707071:0.235294, 600:1:0.0107527:0.133333;600:1:0.016129:0.172414;600:3:0.0534759:0.206897;400:3:0.0744681:0.241379;400:3:0.0764706:0.222222;400:3:0.0823529:0.259259;400:3:0.0823529:0.259259;600:1:0.0595238:0.222222;600:1:0.0650888:0.259259;400:3:0.0538922:0.269231;400:3:0.0736196:0.352941;400:3:0.0813953:0.538462;600:3:0.0888889:0.538462
DR_2489, 1146.3, , , , , 
DR_2490, 569.3, , , , , 600:1:0.0268456:0.15
DR_2491, 339.3, , , , , 
DR_2492, 674.7, , , , , 
DR_2493, 914.0, , 400:1:0.0169492:0.230769;400:1:0.0285714:0.12, , 600:1:0.037037:0.157895, 
DR_2494, 305.3, , , , , 
DR_2495, 618.0, , , , , 
DR_2496, 1056.3, , , , , 
DR_2497, 816.0, , , , , 
DR_2498, 858.3, , 400:1:0.0208333:0.157895, , , 
DR_2499, 435.7, , , , , 
DR_2500, 334.7, , , , , 
DR_2501, 778.3, , , , , 
DR_2502, 975.3, , , , , 
DR_2503, 1597.3, , , 400:1:0:0.126984, , 
DR_2504, 721.0, , , , , 
DR_2505, 869.7, , , , , 
DR_2506, 818.0, , , , , 
DR_2507, 1385.7, , , , , 
DR_2508, 2239.7, , , , , 
DR_2509, 317.0, , , , , 
DR_2510, 584.7, , , , , 
DR_2511, 709.7, , , , , 
DR_2512, 324.0, , , , , 
DR_2513, 861.0, 700:1:0.0267857:0.15, , , , 
DR_2514, 546.7, , , , , 
DR_2515, 912.7, , , , , 
DR_2516, 909.3, , , , , 300:1:0.0318182:0.137931
DR_2517, 850.7, , , , , 
DR_2518, 1558.7, , , 800:3:0.142857:0.142857;400:1:0:0.157895, , 
DR_2519, 343.0, , , , , 
DR_2520, 201.3, , , , , 
DR_2521, 1281.7, , , , , 
DR_2522, 799.0, , , , , 
DR_2523, 717.7, , , , , 
DR_2524, 285.7, , , , , 
DR_2525, 1125.3, , , , , 
DR_2526, 1104.0, , , , , 
DR_2527, 529.0, , , , , 
DR_2528, 1156.3, , , , , 
DR_2529, 324.7, , , , , 
DR_2530, 243.3, , , , , 
DR_2531, 730.7, , , , , 
DR_2532, 363.0, , , , , 
DR_2533, 807.3, , 700:3:0.142857:0.153846, 500:3:0.194444:0.205128, , 100:3:0.0703125:0.26506;400:3:0.0717131:0.213483;600:3:0.097561:0.175258;500:3:0.0702479:0.168421
DR_2534, 425.3, , , , , 
DR_2535, 710.3, , , , 600:3:0.522059:0.522059, 
DR_2536, 879.3, , , , , 
DR_2537, 370.0, , , , , 
DR_2538, 941.3, , , , , 
DR_2539, 604.0, , , , , 
DR_2540, 1181.7, , , 400:1:0:0.166667, 400:1:0.0379147:0.133333, 
DR_2541, 394.7, , , , , 
DR_2542, 502.3, , , , , 
DR_2543, 625.7, , 400:1:0.0425532:0.175, 400:3:0.2:0.2;500:3:0.177778:0.177778, , 
DR_2544, 277.3, , 800:3:0.14:0.14, , , 
DR_2545, 1179.0, 500:3:0.174603:0.178344;500:3:0.152:0.167742;500:3:0.136752:0.164474, 800:3:0.16129:0.16129;800:3:0.137931:0.137931, , 400:3:0.157895:0.157895, 
DR_2546, 1581.3, , , 500:3:0.142857:0.142857;400:1:0.0689655:0.176471;400:1:0.0666667:0.176471, 800:3:0.0731707:0.125, 
DR_2547, 874.0, , , , , 
DR_2548, 664.7, , , , , 
DR_2549, 731.3, , , , , 
DR_2550, 512.0, , , , , 
DR_2551, 820.7, , , , , 
DR_2552, 775.7, , , , , 
DR_2553, 810.7, , 400:1:0.030303:0.136364;400:1:0.0319149:0.130435;400:1:0:0.142857, , , 
DR_2554, 478.3, , , , , 
DR_2555, 1250.0, , , 100:3:0.258621:0.258621, , 
DR_2556, 787.0, , , , , 
DR_2557, 522.3, , , , , 
DR_2558, 344.7, , , , , 
DR_2559, 274.0, , , , , 
DR_2560, 284.3, , , , , 
DR_2561, 151.0, , , , , 
DR_2562, 534.7, , 400:1:0.0609756:0.2, , , 
DR_2563, 265.0, , , , , 
DR_2564, 591.7, , 700:1:0.0268456:0.153846;700:1:0.0466667:0.16, , , 
DR_2565, 2607.0, 700:1:0.03125:0.157895, 400:1:0:0.136364;800:3:0.181818:0.181818, 800:3:0.14:0.14;800:3:0.15:0.15, , 400:1:0.0402299:0.153846
DR_2566, 369.0, , , , , 
DR_2567, 858.3, , , , , 
DR_2568, 1492.3, , , , , 
DR_2569, 692.7, , , , , 600:1:0.010453:0.1875
DR_2570, 625.7, , , , , 
DR_2571, 369.3, , , , , 
DR_2572, 1161.3, , , , , 
DR_2573, 210.3, , , , , 
DR_2574, 398.3, , , , , 
DR_2575, 829.0, , 400:1:0.0294118:0.190476, , , 
DR_2576, 804.7, , , , , 
DR_2577, 2738.7, 600:3:0.33758:0.33758, , , , 
DR_2578, 967.3, , , , , 
DR_2580, 313.0, , , , , 
DR_2581, 1047.3, , , , , 
DR_2582, 508.7, , , , , 
DR_2583, 1399.3, , , , 400:2:0.995536:0.995536, 
DR_2584, 520.7, , , , , 
DR_2585, 540.7, , , , , 
DR_2586, 196.3, , , , , 
DR_2587, 483.0, , , , , 
