Identifier, Size, 0J1, 0J2, 0J3, 0J4, 0J5
FFI39_RS02765, 577.7, , , , , 
FFI39_RS02770, 435.0, , , , , 
FFI39_RS02775, 380.0, , , , , 
FFI39_RS02780, 290.7, , , , , 
FFI39_RS02785, 463.3, , , , , 
FFI39_RS02790, 730.0, , , , 500:3:0.267606:0.267606, 
FFI39_RS02795, 920.7, , , , , 
FFI39_RS02800, 390.7, , , , , 
FFI39_RS02805, 575.0, , , , , 
FFI39_RS02810, 1654.7, , , , , 
FFI39_RS02815, 1062.3, , , , , 
FFI39_RS02820, 899.3, , , , , 
FFI39_RS02825, 427.3, , , 800:3:0.116279:0.153846, , 
FFI39_RS02830, 1718.7, , , 200:3:0.170732:0.333333, , 
FFI39_RS02835, 653.0, , , , , 
FFI39_RS02840, 548.7, , , 600:1:0.0447761:0.138889, , 400:3:0.140351:0.140351;100:3:0.1875:0.194444
FFI39_RS02845, 166.0, , , , , 
FFI39_RS02850, 1051.0, , , , , 
FFI39_RS02855, 502.3, , , , , 
FFI39_RS02860, 442.7, , , , , 
FFI39_RS02865, 950.0, , , , , 800:3:0.0961538:0.0961538;600:1:0.015873:0.0806452
FFI39_RS02870, 695.3, , , , , 
FFI39_RS02875, 606.3, , , , , 
FFI39_RS02880, 905.0, , , , , 
FFI39_RS02885, 1226.7, , , , , 
FFI39_RS02890, 658.3, , , , , 
FFI39_RS02895, 648.0, , , , , 
FFI39_RS02900, 745.7, , , , , 
FFI39_RS02905, 969.0, , , , , 
FFI39_RS02910, 1117.0, , , , , 
FFI39_RS02915, 343.7, 300:3:0.104762:0.203704, , 200:3:0.1875:0.2, , 
FFI39_RS02920, 622.3, , , , , 
FFI39_RS02925, 498.3, , , , , 
FFI39_RS02930, 1503.3, , , , , 
FFI39_RS02935, 561.7, , , , , 
FFI39_RS02940, 850.3, , , , , 
FFI39_RS02945, 547.7, , , , , 
FFI39_RS02950, 492.7, , , , , 
FFI39_RS02955, 897.0, , , , , 
FFI39_RS02960, 2853.3, , , 100:3:0.166667:0.263158;600:1:0.0754717:0.153846;100:1:0.0555556:0.261538;100:3:0.185185:0.28, , 200:3:0.153846:0.153846
FFI39_RS02965, 1235.0, , , , , 
FFI39_RS02970, 2171.7, , , , 300:3:0.272727:0.272727, 
FFI39_RS02975, 1458.7, , , , , 
FFI39_RS02980, 919.3, , , , , 
FFI39_RS02985, 906.3, , , , , 
FFI39_RS02990, 369.3, , , , , 
FFI39_RS02995, 431.7, , , , , 
FFI39_RS03000, 1391.7, , , , , 
FFI39_RS03005, 1471.7, , , , , 
FFI39_RS03010, 735.3, , , , , 
FFI39_RS03015, 358.3, , , , , 
FFI39_RS03020, 671.0, , , 600:1:0.0612245:0.148148, , 
FFI39_RS03025, 870.7, , , , , 
FFI39_RS03030, 931.0, , , , , 
FFI39_RS03035, 1265.3, , , , , 
FFI39_RS03040, 1353.0, , , , , 
FFI39_RS03045, 186.0, , , , , 
FFI39_RS03050, 136.0, , , , , 
FFI39_RS03055, 118.0, , , , , 
FFI39_RS03060, 987.3, , , , , 
FFI39_RS03065, 142.0, , , , , 
FFI39_RS03070, 320.7, , , 300:3:0.162162:0.333333;100:3:0.210526:0.35, , 
FFI39_RS03075, 486.3, , , , , 
FFI39_RS03080, 426.3, , , , , 
FFI39_RS03085, 518.3, , , , , 
FFI39_RS03090, 498.0, , , , , 
FFI39_RS03095, 348.3, , , , , 
FFI39_RS03100, 3222.3, 600:3:0.862745:0.862745, , , , 
FFI39_RS03105, 3314.3, , , , , 
FFI39_RS03110, 571.7, , , , , 
FFI39_RS03115, 706.0, , , , , 
FFI39_RS03120, 878.0, , , , , 
FFI39_RS03125, 941.3, , , , , 
FFI39_RS03130, 1449.3, , , 800:3:0.16129:0.16129, , 
FFI39_RS03135, 818.7, , , , , 
FFI39_RS03140, 956.0, , , , , 
FFI39_RS03145, 325.7, , , , , 
FFI39_RS03150, 417.3, , , 700:3:0.0746269:0.136364, , 
FFI39_RS03155, 1572.3, , , , , 100:3:0.109091:0.117647
FFI39_RS03160, 476.7, , , , , 
FFI39_RS03165, 1563.7, , , , , 
FFI39_RS03170, 6541.0, , , , , 
FFI39_RS03175, 259.3, , , 600:3:0.182927:0.25, , 
FFI39_RS03180, 546.3, , , , , 
FFI39_RS03185, 1968.3, , , , , 
FFI39_RS03190, 1522.0, , , , , 
FFI39_RS03195, 1270.3, , , , , 
FFI39_RS03200, 249.0, , , , , 
FFI39_RS03205, 696.0, , , 600:1:0.02:0.166667, , 600:3:0.0952381:0.2
FFI39_RS03210, 587.7, , , , , 
FFI39_RS03215, 1094.3, 800:3:0.168067:0.230769, , , , 100:3:0.183673:0.209302;100:3:0.195652:0.195652;800:3:0.142857:0.142857
FFI39_RS03220, 640.0, , , 500:3:0.186441:0.186441, , 
FFI39_RS03225, 497.0, , , , , 
FFI39_RS03230, 1004.3, , , , , 
FFI39_RS03235, 1030.0, , , , , 
FFI39_RS03240, 950.3, , , 100:3:0.138889:0.176471, , 200:1:0.0833333:0.214286
FFI39_RS03245, 996.7, , , , , 
FFI39_RS03250, 562.0, , , 100:3:0.193548:0.3125;600:1:0.0806452:0.176471;200:3:0.116667:0.235294;100:3:0.169492:0.375;100:3:0.109375:0.222222, , 
FFI39_RS03255, 1042.3, , , , , 
FFI39_RS03260, 137.0, , , , , 
FFI39_RS03265, 1522.7, , , , , 
FFI39_RS03270, 390.3, , , , , 
FFI39_RS03275, 462.3, , , , , 
FFI39_RS03280, 1724.7, 300:3:0.900498:0.900498, , , , 
FFI39_RS03285, 971.0, , , , , 
FFI39_RS03290, 340.3, , , , , 
FFI39_RS03295, 2218.0, 200:3:0.155844:0.236842;200:3:0.0886076:0.261905, , , 500:3:0.233333:0.411765;600:3:0.264368:0.264368;500:3:0.213483:0.296296;300:3:0.254098:0.336842, 
FFI39_RS03300, 743.3, , , , , 
FFI39_RS03305, 504.7, , , , , 
FFI39_RS03310, 606.3, , , , , 
FFI39_RS03315, 1048.3, , , , , 
FFI39_RS03320, 1133.0, , , , 500:3:0.221239:0.221239, 
FFI39_RS03325, 255.3, , , , , 
FFI39_RS03330, 591.0, , , , , 
FFI39_RS03335, 473.7, , , , , 
FFI39_RS03340, 241.7, , , , , 
FFI39_RS03345, 626.7, , , , , 
FFI39_RS03350, 223.0, , , , , 
FFI39_RS03355, 250.0, , , , , 
FFI39_RS03360, 630.3, , , , , 
FFI39_RS03365, 318.0, , , , , 
FFI39_RS03370, 160.7, , , , , 
FFI39_RS03375, 206.0, , , , , 
FFI39_RS03380, 376.3, , , , , 
FFI39_RS03385, 251.3, , , , , 
FFI39_RS03390, 421.3, , , , , 
FFI39_RS03395, 233.7, , , , , 
FFI39_RS03400, 313.7, , , , , 
FFI39_RS03405, 410.0, , , , , 
FFI39_RS03410, 283.3, , , , , 
FFI39_RS03415, 402.0, , , , , 
FFI39_RS03420, 142.7, , , , , 
FFI39_RS03425, 350.3, , , , , 
FFI39_RS03430, 1043.0, , , , , 
FFI39_RS03435, 186.3, , , , , 
FFI39_RS03440, 130.7, , , , , 
FFI39_RS03445, 291.3, , , , , 
FFI39_RS03450, 320.3, , , , , 
FFI39_RS03455, 575.0, , , , , 
FFI39_RS03460, 832.0, , , , , 
FFI39_RS03465, 392.0, , , , , 
FFI39_RS03470, 1538.7, , , , , 
FFI39_RS03475, 508.3, , , , , 
FFI39_RS03480, 587.3, , , , , 
FFI39_RS03485, 1018.7, , , , , 
FFI39_RS03490, 975.7, , , , , 
FFI39_RS03495, 2313.3, , , , , 
FFI39_RS03500, 746.7, , , , , 
FFI39_RS03505, 658.3, , , , , 
FFI39_RS03510, 597.3, , , , , 
FFI39_RS03515, 1716.3, , , 600:1:0.125:0.333333;500:3:0.157895:0.25, , 
FFI39_RS03520, 932.0, , , , , 
FFI39_RS03525, 822.0, , , 600:3:0.101695:0.157895, , 
FFI39_RS03530, 505.7, , , , , 
FFI39_RS03535, 354.3, , , , , 
FFI39_RS03540, 1847.3, , , , , 
FFI39_RS03545, 581.3, , , , , 
FFI39_RS03550, 400.0, , , , , 
FFI39_RS03555, 771.3, , , , , 
FFI39_RS03565, 1788.7, , , , 500:3:0.253807:0.278571, 
FFI39_RS03570, 1320.0, , , , , 
FFI39_RS03575, 869.7, , , , , 
FFI39_RS03580, 651.7, , , , , 
FFI39_RS03585, 823.0, , , , , 600:3:0.546667:0.546667
FFI39_RS03590, 2463.7, , , , , 
FFI39_RS03595, 473.3, , , , , 
FFI39_RS03600, 1327.3, , , , , 
FFI39_RS03605, 899.3, , , , , 
FFI39_RS03610, 1434.0, , , , , 
FFI39_RS03615, 729.3, , , , , 
FFI39_RS03620, 1415.3, , , , , 
FFI39_RS03625, 547.3, , , , , 
FFI39_RS03630, 663.7, , , , , 
FFI39_RS03635, 155.0, , , , , 
FFI39_RS03640, 820.0, , , , , 
FFI39_RS03645, 554.0, , , , , 
FFI39_RS03650, 544.0, , , , , 
FFI39_RS03655, 908.7, , , , , 
FFI39_RS03660, 446.7, , , , , 
FFI39_RS03665, 179.3, , , , , 
FFI39_RS03670, 932.0, , , , , 
FFI39_RS03675, 487.3, , , , , 
FFI39_RS03680, 716.7, , , , , 
FFI39_RS03685, 1406.7, , , , , 
FFI39_RS03690, 1287.0, , , , , 
FFI39_RS03695, 696.0, , , , , 
FFI39_RS03700, 697.0, , , , , 
FFI39_RS03705, 584.0, , , , , 
FFI39_RS03710, 752.7, , , , , 
FFI39_RS03715, 1931.3, , , , , 
FFI39_RS03720, 615.3, , , , , 
FFI39_RS03725, 388.7, , , , , 
FFI39_RS03730, 858.7, , , , , 
FFI39_RS03735, 748.0, , , , , 
FFI39_RS03740, 912.0, , , , , 100:3:0.170732:0.22807
FFI39_RS03745, 1623.0, , , , 300:3:0.235714:0.261905, 
FFI39_RS03750, 760.3, , , , , 
FFI39_RS03755, 401.0, , , , , 
FFI39_RS03760, 510.0, , , , , 
FFI39_RS03765, 465.7, , , , , 
FFI39_RS03770, 564.3, , , , , 
FFI39_RS03775, 1129.0, 400:1:0.0268817:0.136364, , , , 
FFI39_RS03780, 351.0, , , , , 
FFI39_RS03785, 909.0, , , , , 
FFI39_RS03790, 753.0, , , , , 
FFI39_RS03795, 749.7, 300:3:0.851485:0.863636, , , , 600:1:0.0526316:0.15625;600:3:0.388889:0.388889;800:3:0.166667:0.166667;800:3:0.235294:0.235294
FFI39_RS03800, 472.7, , , , , 
FFI39_RS03805, 709.7, , , , , 
FFI39_RS03810, 1252.3, , , , , 
FFI39_RS03815, 466.3, , , , , 
FFI39_RS03820, 3195.0, , , , , 
FFI39_RS03825, 336.0, , , , , 
FFI39_RS03830, 355.0, , , , , 
FFI39_RS03835, 354.3, , , , , 
FFI39_RS03840, 910.0, , , , , 
FFI39_RS03845, 590.7, , , , , 
FFI39_RS03850, 732.7, , , , , 
FFI39_RS03855, 560.0, , , 600:1:0.1:0.185185;300:1:0.075:0.178571;200:3:0.136364:0.275862, , 
FFI39_RS03860, 1194.3, , , , , 
FFI39_RS03865, 478.3, , , , , 
FFI39_RS03870, 312.3, , , , , 
FFI39_RS03875, 516.3, , , , , 
FFI39_RS03880, 1451.3, , , , , 
FFI39_RS03885, 433.7, , , , , 400:3:0.695652:0.777778
FFI39_RS03890, 229.7, , , , , 
FFI39_RS03895, 298.7, , , , , 
FFI39_RS03900, 697.3, , , , , 
FFI39_RS03905, 897.0, , , , , 
FFI39_RS03910, 287.0, , , , , 
FFI39_RS03915, 559.3, , , , , 
FFI39_RS03920, 1452.0, , , , , 
FFI39_RS03925, 1848.0, , , , , 
FFI39_RS03930, 396.7, , , , , 
FFI39_RS03935, 960.0, , , , , 
FFI39_RS03940, 668.3, , , , , 
FFI39_RS03945, 813.7, , , , , 
FFI39_RS03950, 651.0, , , , , 
FFI39_RS03955, 1005.3, , , , , 
FFI39_RS03960, 1164.7, , , , , 
FFI39_RS03965, 530.3, , , , , 
FFI39_RS03970, 962.3, , , , , 
FFI39_RS03975, 530.3, , , , , 
FFI39_RS03980, 490.7, , , 100:3:0.223214:0.325, , 100:3:0.2125:0.2125
FFI39_RS03985, 395.3, , , , , 
FFI39_RS03990, 694.0, , , , , 
FFI39_RS03995, 749.0, , , , , 
FFI39_RS04000, 637.0, , , , , 
FFI39_RS04005, 774.7, , , , , 
FFI39_RS04010, 673.7, , , , , 
FFI39_RS04015, 608.3, , , , , 
FFI39_RS04020, 667.7, , , , , 
FFI39_RS04025, 479.3, , , , 500:3:0.239264:0.239264, 
FFI39_RS04030, 2031.3, , , , , 
FFI39_RS04035, 701.0, , , , , 
FFI39_RS04040, 492.0, , , , , 
FFI39_RS04045, 566.3, , , , , 
FFI39_RS04050, 1789.3, , , , , 
FFI39_RS04055, 747.0, , , , , 
FFI39_RS04060, 272.3, , , , 600:3:0.321429:0.321429, 
FFI39_RS04065, 525.3, , , , , 
FFI39_RS04070, 426.0, , , , , 
FFI39_RS04075, 793.3, , , , , 800:3:0.0681818:0.0681818
FFI39_RS04080, 473.7, , , , , 
FFI39_RS04085, 438.7, , , , , 
FFI39_RS04090, 1101.0, , , , , 
FFI39_RS04095, 474.0, , , , , 
FFI39_RS04100, 1207.0, , , 800:3:0.12069:0.166667, , 600:3:0.176471:0.268293
FFI39_RS04105, 475.7, , , , , 
FFI39_RS04110, 752.0, , , , , 
FFI39_RS04115, 173.7, , , , , 
FFI39_RS04120, 805.0, , , , , 
FFI39_RS04125, 1297.7, , , 700:3:0.189189:0.333333, , 
FFI39_RS04130, 647.0, , , , , 
FFI39_RS04135, 1338.0, , , , , 
FFI39_RS04140, 231.3, , , , , 
FFI39_RS04145, 262.7, , , , , 
FFI39_RS04150, 927.3, , , , , 
FFI39_RS04155, 580.7, , , , , 
FFI39_RS04160, 1132.3, , , , , 
FFI39_RS04165, 547.7, , , , , 
FFI39_RS04170, 2166.7, , , 600:3:0.0740741:0.166667, , 
FFI39_RS04175, 771.3, , , , , 
FFI39_RS04180, 439.3, , , , , 
FFI39_RS04185, 702.3, , , , , 
FFI39_RS04190, 494.7, 100:3:0.361702:0.461538;100:3:0.296774:0.414286, , 100:3:0.457627:0.769231;100:3:0.365079:0.428571;100:3:0.258065:0.357143;100:3:0.169014:0.333333;100:3:0.194444:0.388889;600:3:0.1375:0.178571;100:3:0.211111:0.211111;600:1:0.0927835:0.176471, , 100:3:0.16:0.16;100:3:0.277778:0.296296;100:3:0.25641:0.25641;800:3:0.0714286:0.075
FFI39_RS04195, 1934.3, , , , , 
FFI39_RS04200, 282.0, , , , , 
FFI39_RS04205, 3266.3, , , , , 
FFI39_RS04210, 1496.3, , , , , 
FFI39_RS04215, 647.3, , , , , 
FFI39_RS04220, 765.7, , , , , 
FFI39_RS04225, 625.0, , , , , 
FFI39_RS04230, 2334.0, , , , , 
FFI39_RS04235, 391.7, , , , , 
FFI39_RS04240, 498.7, , , , , 
FFI39_RS04245, 2411.7, , , , , 
FFI39_RS04250, 915.0, , , , , 
FFI39_RS04255, 1001.7, , , 600:1:0.0266667:0.125;600:3:0.0853659:0.272727;600:1:0.0526316:0.166667;300:1:0.0631579:0.208333;300:1:0.0421053:0.230769;300:1:0.0410959:0.2;100:1:0.0571429:0.258065, , 600:3:0.245614:0.245614;200:3:0.111111:0.238095
FFI39_RS04260, 300.0, , , 200:3:0.111111:0.36;600:3:0.12069:0.185185;600:1:0.0461538:0.129032, , 200:1:0.0508475:0.118812;100:1:0.0338983:0.20202;200:3:0.12069:0.16;100:3:0.14:0.189189
FFI39_RS04265, 1234.7, , , , , 
FFI39_RS04270, 1572.3, , , , 300:3:0.373333:0.373333;500:3:0.232877:0.273381, 
FFI39_RS04275, 1242.3, , , , , 
FFI39_RS04280, 486.7, , , , , 
FFI39_RS04285, 663.3, , , , , 
FFI39_RS04290, 437.7, , , , , 
FFI39_RS04295, 1168.7, , , , , 
FFI39_RS04300, 938.7, , , , , 
FFI39_RS04305, 271.7, , , , , 
FFI39_RS04310, 853.0, , , , , 
FFI39_RS04315, 2221.7, 500:3:0.2:0.2, , 700:3:0.181818:0.181818, , 
FFI39_RS04320, 619.0, , , , , 
FFI39_RS04325, 421.0, , , 500:3:0.166667:0.263158;200:3:0.0967742:0.280488;300:1:0.0909091:0.210526, , 
FFI39_RS04330, 1303.3, , , , , 
FFI39_RS04335, 701.0, , , , , 
FFI39_RS04340, 1728.7, , , , , 
FFI39_RS04345, 1357.7, , , , , 
FFI39_RS04350, 228.7, , , , , 
FFI39_RS04355, 643.0, , , 600:1:0.0909091:0.25, , 100:3:0.1:0.14
FFI39_RS04360, 270.7, , , , , 
FFI39_RS04365, 374.0, , , , , 
FFI39_RS04370, 1173.3, , , 700:1:0.0277778:0.153846, , 
FFI39_RS04375, 673.3, , , , , 
FFI39_RS04380, 1397.0, , , , , 
FFI39_RS04385, 354.0, , , , , 
FFI39_RS04390, 1980.3, , , , , 
FFI39_RS04395, 488.0, , , , , 
FFI39_RS04400, 946.3, , , , , 
FFI39_RS04405, 385.7, , , , , 
FFI39_RS04410, 2339.0, , , , , 
FFI39_RS04415, 593.3, , , , , 
FFI39_RS04420, 504.3, , , , , 
FFI39_RS04425, 572.3, , , , , 
FFI39_RS04430, 637.3, , , , , 
FFI39_RS04435, 580.3, , , , , 
FFI39_RS04440, 514.3, , , 100:3:0.0897436:0.25641, , 
FFI39_RS04445, 1109.3, , , , , 
FFI39_RS04450, 1052.7, , , , , 
FFI39_RS04455, 1094.3, , , , , 
FFI39_RS04460, 577.3, , , , , 
FFI39_RS04465, 887.0, , , , , 
FFI39_RS04470, 1829.0, , , , , 
FFI39_RS04475, 345.7, , , , , 
FFI39_RS04480, 177.0, , , , , 
FFI39_RS04485, 611.7, , , , , 
FFI39_RS04490, 411.3, , , , , 
FFI39_RS04495, 857.0, , , , , 
FFI39_RS04500, 1857.0, , , , , 
FFI39_RS04505, 1782.0, , , , , 
FFI39_RS04510, 691.7, , , 300:1:0.0816327:0.315789;300:3:0.159091:0.368421;500:3:0.125:0.25;300:1:0.075:0.21374, , 
FFI39_RS04515, 950.0, , , , , 
FFI39_RS04520, 582.3, , , , , 
FFI39_RS04525, 326.0, , , , , 
FFI39_RS04530, 521.3, , , , , 
FFI39_RS04535, 343.0, , , , , 
FFI39_RS04540, 443.0, , , , , 
FFI39_RS04545, 177.0, , , , , 
FFI39_RS04555, 788.7, , , , , 
FFI39_RS04560, 1000.0, , , , , 
FFI39_RS04565, 655.3, , , , , 
FFI39_RS04570, 453.7, , , , , 
FFI39_RS04575, 1722.7, , , 600:1:0.102041:0.208333, , 800:3:0.209302:0.209302
FFI39_RS04580, 461.0, , , , , 
FFI39_RS04585, 1454.7, , , , , 
FFI39_RS04590, 959.7, , , , , 
FFI39_RS04595, 329.0, , , , , 
FFI39_RS04600, 639.7, , , 600:1:0.025974:0.176471, , 
FFI39_RS04605, 849.0, , , , , 
FFI39_RS04610, 428.3, , , , , 
FFI39_RS04615, 1220.0, , , , , 
FFI39_RS04620, 543.3, , , , , 
FFI39_RS04625, 613.3, , , , , 
FFI39_RS04630, 350.7, , , , , 
FFI39_RS04635, 887.7, , , , , 
FFI39_RS04640, 431.7, , , , , 
FFI39_RS04645, 1074.7, , , , , 
FFI39_RS04650, 595.7, , , , , 
FFI39_RS04655, 1641.0, , , , , 
FFI39_RS04660, 173.0, , , , , 
FFI39_RS04665, 100.0, , , , , 
FFI39_RS04670, 2999.0, , , , , 
FFI39_RS04675, 214.0, , , , , 
FFI39_RS04680, 214.0, , , , , 
FFI39_RS04685, 371.0, , , , , 
FFI39_RS04690, 477.3, , , , , 
FFI39_RS04695, 1234.3, , , 600:3:0.163265:0.2, , 400:3:0.155556:0.173913
FFI39_RS04700, 294.0, , , , , 
FFI39_RS04705, 689.3, , , , , 
FFI39_RS04710, 271.0, , , , , 
FFI39_RS04715, 1151.0, , , , , 
FFI39_RS04720, 1097.7, , , , , 
FFI39_RS04725, 825.0, , , 300:3:0.138889:0.333333;300:3:0.333333:0.333333, , 
FFI39_RS04730, 315.7, , , , , 
FFI39_RS04735, 299.0, , , , , 
FFI39_RS04740, 1366.3, , , , , 
FFI39_RS04745, 1022.3, , , , , 
FFI39_RS04750, 465.7, , , , , 
FFI39_RS04755, 933.3, , , , , 
FFI39_RS04760, 671.3, , , , , 
FFI39_RS04765, 684.7, , , , , 
FFI39_RS04770, 687.3, , , , , 
FFI39_RS04775, 503.0, , , , , 
FFI39_RS04780, 260.7, , , , 500:3:0.244186:0.256637, 
FFI39_RS04785, 584.3, , , 600:1:0.0555556:0.138889, , 
FFI39_RS04790, 695.7, , , , , 
FFI39_RS04795, 681.3, , , , , 
FFI39_RS04800, 238.3, , , , , 
FFI39_RS04805, 401.7, , , , , 
FFI39_RS04810, 239.7, , , , , 
FFI39_RS04815, 873.0, , , , , 
FFI39_RS04820, 948.7, , , 700:1:0.0540541:0.125, , 
FFI39_RS04825, 378.7, , , , , 
FFI39_RS04830, 1143.3, , , , , 
FFI39_RS04835, 1139.3, , , , , 
FFI39_RS04840, 333.0, , , , , 
FFI39_RS04845, 885.0, , , , , 100:3:0.142857:0.221053
FFI39_RS04850, 882.0, , , , , 
FFI39_RS04855, 378.3, , , , , 
FFI39_RS04860, 1505.0, , , , , 
FFI39_RS04865, 839.0, , , , , 
FFI39_RS04870, 774.7, , , , , 
FFI39_RS04875, 516.3, , , , , 
FFI39_RS04880, 560.0, , , , , 800:3:0.16:0.16
FFI39_RS04885, 602.7, , , , , 
FFI39_RS04890, 600.0, , , , , 
FFI39_RS04895, 506.7, , , , , 
FFI39_RS04900, 546.0, , , , , 
FFI39_RS04905, 1376.0, , , , , 
FFI39_RS04910, 1166.7, , , , , 
FFI39_RS04915, 457.7, , , , , 
FFI39_RS04920, 1698.3, , , , , 
FFI39_RS04925, 641.3, , , , , 
FFI39_RS04930, 292.7, , , , , 
FFI39_RS04935, 304.7, , , , , 
FFI39_RS04940, 676.3, , , , , 
FFI39_RS04945, 1071.3, , , , , 
FFI39_RS04950, 384.7, , , , , 
FFI39_RS04955, 2919.0, , , , , 
FFI39_RS04960, 1944.0, , , , , 
FFI39_RS04965, 410.7, , , , , 
FFI39_RS04970, 681.7, , , , , 
FFI39_RS04975, 815.7, , , , , 100:3:0.0851064:0.138614
FFI39_RS04980, 510.0, , , , , 
FFI39_RS04985, 904.3, , , 700:1:0.0298507:0.166667, , 
FFI39_RS04990, 445.7, , , , , 
FFI39_RS04995, 2151.3, , , , , 
FFI39_RS05000, 620.7, , , , , 400:3:0.08:0.180556
FFI39_RS05005, 1064.0, , , , , 
FFI39_RS05010, 1144.0, , , , , 
FFI39_RS05015, 757.0, , , , , 
FFI39_RS05020, 513.3, , , , , 
FFI39_RS05025, 1217.7, , , , , 
FFI39_RS05030, 385.0, , , , , 
FFI39_RS05035, 2684.0, , , , , 
FFI39_RS05040, 765.3, , , , , 
FFI39_RS05045, 915.7, , , , , 
FFI39_RS05050, 680.3, , , , , 
FFI39_RS05055, 379.7, , , , , 
FFI39_RS05060, 571.7, , , , , 
FFI39_RS05065, 420.7, , , , , 800:3:0.137255:0.137255
FFI39_RS05070, 429.7, , , , , 
FFI39_RS05075, 303.3, , , , , 
FFI39_RS05080, 888.7, , , , , 
FFI39_RS05085, 386.7, , , , , 
FFI39_RS05090, 381.7, , , , , 
FFI39_RS05095, 915.7, , , , , 
FFI39_RS05100, 1140.7, , , , , 
FFI39_RS05105, 1020.0, , , , , 
FFI39_RS05110, 328.0, , , , , 
FFI39_RS05115, 516.3, , , , , 
FFI39_RS05120, 495.7, , , , , 
FFI39_RS05125, 901.3, , , , , 
FFI39_RS05130, 285.0, , , , , 
FFI39_RS05135, 1306.0, , , , , 
FFI39_RS05140, 501.3, , , , , 
FFI39_RS05145, 484.0, , , , , 
FFI39_RS05150, 797.3, , , , , 
FFI39_RS05155, 376.0, , , , , 
FFI39_RS05160, 860.7, , , , , 
FFI39_RS05165, 1831.7, , , , , 
FFI39_RS05170, 445.7, , , , , 
FFI39_RS05175, 2198.7, , , , , 
FFI39_RS05180, 900.3, , , , , 
FFI39_RS05185, 1745.7, , , , 300:3:0.345133:0.345133, 
FFI39_RS05190, 554.7, , , , , 
FFI39_RS05195, 1493.0, , , , , 
FFI39_RS05200, 650.0, , , , , 
FFI39_RS05205, 238.3, , , , , 
FFI39_RS05210, 1555.3, , , , , 
FFI39_RS05215, 169.7, , , , , 
FFI39_RS05220, 701.7, , , , , 
FFI39_RS05225, 568.7, , , , , 
FFI39_RS05230, 472.7, , , , , 
FFI39_RS05235, 551.0, , , , , 
FFI39_RS05240, 934.7, , , , , 
FFI39_RS05245, 757.3, , , , , 
FFI39_RS05250, 302.0, , , , , 
FFI39_RS05255, 1781.7, , , , , 
FFI39_RS05260, 614.7, , , , , 
FFI39_RS05265, 806.0, , , , , 
FFI39_RS05270, 400.3, , , , , 
FFI39_RS05275, 2205.0, , , , , 
FFI39_RS05280, 763.7, , , , , 
FFI39_RS05285, 670.7, , , , , 
FFI39_RS05290, 1407.7, , , , , 
FFI39_RS05295, 641.3, , , , , 
FFI39_RS05300, 758.7, , , 100:3:0.327586:0.470588;300:3:0.142857:0.344828;300:3:0.142857:0.266667;300:3:0.185185:0.285714;500:3:0.306122:0.357143;300:3:0.163265:0.285714;300:1:0.102041:0.285714;300:3:0.2:0.276596;300:3:0.204545:0.3;300:3:0.268293:0.380952;300:3:0.125:0.2;300:3:0.142857:0.233333;600:1:0.0588235:0.2, , 200:3:0.258065:0.607143;600:3:0.181818:0.181818
FFI39_RS05305, 935.3, , , , , 200:3:0.176471:0.381818
FFI39_RS05310, 294.0, , , , , 
FFI39_RS05315, 676.7, , , , , 
FFI39_RS05320, 1414.7, , , , , 
FFI39_RS05325, 1605.3, , , , , 
FFI39_RS05330, 374.0, , , , , 
FFI39_RS05335, 182.7, , , , , 
FFI39_RS05340, 242.3, , , , , 
FFI39_RS05345, 513.0, , , , , 
FFI39_RS05350, 1163.0, , , , , 
FFI39_RS05355, 806.0, , , , , 
FFI39_RS05360, 934.7, , , , , 
FFI39_RS05365, 1669.7, , , 500:3:0.102564:0.230769, , 600:3:0.1:0.19403
FFI39_RS05370, 363.0, , , , , 
FFI39_RS05375, 864.3, , , , , 
FFI39_RS05380, 855.7, , , , , 
FFI39_RS05385, 529.7, , , , , 
FFI39_RS05390, 634.7, , , , , 
FFI39_RS05395, 534.0, , , , , 
FFI39_RS05400, 500.3, , , , , 800:3:0.0746269:0.0746269;600:1:0.03125:0.0675676;200:1:0.0757576:0.126582
FFI39_RS05405, 504.7, , , , , 
FFI39_RS05410, 264.0, , , , , 
FFI39_RS05415, 346.3, , , , , 
FFI39_RS05420, 368.0, , , , , 
FFI39_RS05425, 711.3, , , , , 
FFI39_RS05430, 817.0, , , , , 
FFI39_RS05435, 215.0, , , , , 
FFI39_RS05440, 396.7, , , , , 
FFI39_RS05445, 1214.7, , , , , 600:3:0.112676:0.151515
FFI39_RS05450, 1095.0, , , , , 
FFI39_RS05455, 362.0, , , , , 
FFI39_RS05460, 2855.0, , , 300:3:0.107692:0.258065, , 
FFI39_RS05465, 942.7, , , , , 
FFI39_RS05470, 567.0, , , , , 
FFI39_RS05475, 371.0, , , , , 
FFI39_RS05480, 637.7, , , , , 
FFI39_RS05485, 677.0, , , , , 
FFI39_RS05490, 1025.7, , , , , 
FFI39_RS05495, 1234.7, , , , , 
FFI39_RS05500, 542.7, , , , , 
FFI39_RS05505, 164.3, , , , , 
FFI39_RS05510, 699.0, , , , , 
FFI39_RS05515, 194.0, , , , , 
FFI39_RS05520, 558.0, , , , , 
FFI39_RS05525, 473.3, , , , , 
FFI39_RS05530, 885.0, , , , , 
FFI39_RS05535, 672.7, , , , , 
FFI39_RS05540, 447.0, , , , , 
FFI39_RS05545, 828.0, , , , , 
