LocusTag	protein_id	Gene	Type	Size	GC	Sequence	Fold_1	Fold_2	Fold_2_S	Fold_2_V	Fold_3	Fold_4	N	S	Spore_associated
B4U62_01215	AQZ89105.1	nan	CDS	1233	0.3925	Genome	795	260	253	7	24	154	976.33	256.67	True
B4U62_01220	AQZ89106.1	nan	CDS	1491	0.3742	Genome	961	278	264	14	46	206	1161.67	329.33	True
B4U62_01225	AQZ89107.1	nan	CDS	720	0.4181	Genome	454	152	141	11	15	99	560.33	159.67	False
B4U62_01230	AQZ89108.1	nan	CDS	1416	0.3715	Genome	929	249	239	10	45	193	1110.0	306.0	True
B4U62_01235	AQZ89109.1	nan	CDS	516	0.4167	Genome	332	104	102	2	14	66	406.0	110.0	False
B4U62_01240	AQZ89110.1	nan	CDS	426	0.3732	Genome	283	86	85	1	10	47	343.67	82.33	False
B4U62_01245	AQZ89111.1	nan	CDS	978	0.4049	Genome	631	201	190	11	22	124	772.33	205.67	False
B4U62_01250	AQZ89112.1	nan	CDS	672	0.3988	Genome	433	142	134	8	22	75	535.0	137.0	False
B4U62_01255	AQZ92991.1	nan	CDS	963	0.3946	Genome	600	230	219	11	25	108	761.67	201.33	False
B4U62_01260	AQZ89113.1	nan	CDS	264	0.4545	Genome	171	32	30	2	7	54	194.67	69.33	False
B4U62_01265	AQZ89114.1	nan	CDS	771	0.4176	Genome	475	174	159	15	20	102	597.67	173.33	False
B4U62_01270	AQZ89115.1	nan	CDS	858	0.4091	Genome	523	190	166	24	7	138	652.0	206.0	False
B4U62_01275	AQZ89116.1	nan	CDS	1185	0.4312	Genome	761	247	233	14	23	154	933.33	251.67	False
B4U62_01280	AQZ89117.1	nan	CDS	1389	0.4593	Genome	920	189	186	3	61	219	1066.33	322.67	False
B4U62_01285	AQZ89118.1	nan	CDS	249	0.3655	Genome	159	64	63	1	2	24	202.33	46.67	True
B4U62_01290	AQZ89119.1	nan	CDS	192	0.401	Genome	127	42	41	1	5	18	156.67	35.33	False
B4U62_01295	AQZ89120.1	nan	CDS	804	0.449	Genome	483	185	162	23	7	129	608.67	195.33	False
B4U62_01300	AQZ89121.1	nan	CDS	1254	0.4856	Genome	802	258	235	23	18	176	980.0	274.0	False
B4U62_01305	AQZ89122.1	nan	CDS	261	0.4215	Genome	163	56	51	5	4	38	201.67	59.33	False
B4U62_01310	AQZ92992.1	nan	CDS	1620	0.4549	Genome	1067	230	221	9	52	271	1237.67	382.33	False
B4U62_01315	AQZ89123.1	nan	CDS	882	0.4546	Genome	553	184	165	19	7	138	678.0	204.0	False
B4U62_01320	AQZ89124.1	nan	CDS	1335	0.4644	Genome	791	287	246	41	13	244	986.67	348.33	False
B4U62_01325	AQZ89125.1	nan	CDS	189	0.4286	Genome	120	42	41	1	1	26	148.33	40.67	False
B4U62_01330	AQZ89126.1	nan	CDS	249	0.3655	Genome	156	49	47	2	9	35	191.67	57.33	False
B4U62_01335	AQZ89127.1	nan	CDS	918	0.4423	Genome	588	198	183	15	18	114	726.0	192.0	False
B4U62_01340	AQZ92993.1	nan	CDS	1251	0.5084	Genome	800	191	178	13	32	228	938.0	313.0	False
B4U62_01345	AQZ89128.1	nan	CDS	285	0.3298	Genome	179	60	56	4	9	37	222.0	63.0	False
B4U62_01350	AQZ89129.1	nan	CDS	912	0.2917	Genome	550	240	227	13	24	98	718.0	194.0	False
B4U62_01355	AQZ89130.1	nan	CDS	2199	0.4193	Genome	1343	481	419	62	35	340	1675.33	523.67	False
B4U62_01360	AQZ89131.1	nan	CDS	921	0.4452	Genome	555	180	158	22	20	166	681.67	239.33	False
B4U62_01365	AQZ89132.1	nan	CDS	828	0.4384	Genome	511	198	183	15	8	111	645.67	182.33	False
B4U62_01370	AQZ89133.1	nan	CDS	1155	0.4918	Genome	748	196	187	9	23	188	886.33	268.67	False
B4U62_01375	AQZ89134.1	nan	CDS	942	0.466	Genome	616	154	147	7	11	161	722.33	219.67	False
B4U62_01380	AQZ89135.1	nan	CDS	399	0.4261	Genome	261	70	69	1	12	56	311.67	87.33	False
B4U62_01385	AQZ89136.1	nan	CDS	891	0.4759	Genome	584	154	147	7	19	134	693.0	198.0	False
B4U62_01390	AQZ89137.1	nan	CDS	534	0.4419	Genome	349	89	87	2	17	79	414.0	120.0	False
B4U62_01395	AQZ89138.1	nan	CDS	489	0.4049	Genome	320	87	83	4	18	64	384.0	105.0	False
B4U62_01400	AQZ89139.1	nan	CDS	792	0.4672	Genome	500	155	147	8	16	121	608.67	183.33	False
B4U62_01405	AQZ89140.1	nan	CDS	279	0.4444	Genome	181	61	56	5	7	30	224.0	55.0	False
B4U62_01410	AQZ89141.1	nan	CDS	1341	0.4325	Genome	884	253	242	11	22	182	1060.0	281.0	False
B4U62_01415	AQZ89142.1	nan	CDS	888	0.3964	Genome	590	170	161	9	15	113	708.33	179.67	False
B4U62_01420	AQZ89143.1	nan	CDS	969	0.4417	Genome	641	188	182	6	15	125	771.33	197.67	False
B4U62_01425	AQZ89144.1	nan	CDS	1245	0.4562	Genome	748	259	224	35	13	225	925.0	320.0	False
B4U62_01430	AQZ89145.1	nan	CDS	1896	0.4852	Genome	1121	426	371	55	16	333	1410.33	485.67	False
B4U62_01435	AQZ89146.1	nan	CDS	750	0.4493	Genome	448	186	164	22	5	111	573.67	176.33	False
B4U62_01440	AQZ89147.1	nan	CDS	708	0.4364	Genome	449	142	132	10	19	98	550.0	158.0	False
B4U62_01445	AQZ89148.1	nan	CDS	276	0.4457	Genome	179	44	43	1	8	45	211.0	65.0	False
B4U62_01450	AQZ89149.1	nan	CDS	1071	0.4827	Genome	692	186	174	12	22	171	823.33	247.67	False
B4U62_01455	AQZ89150.1	nan	CDS	1413	0.4904	Genome	853	260	219	41	15	285	1031.33	381.67	False
B4U62_01460	AQZ89151.1	nan	CDS	948	0.5053	Genome	581	187	167	20	8	172	708.33	239.67	False
B4U62_01465	AQZ89152.1	nan	CDS	114	0.3596	Genome	77	24	22	2	1	12	93.33	20.67	False
B4U62_01470	AQZ89153.1	nan	CDS	1437	0.4683	Genome	847	308	263	45	15	267	1057.33	379.67	False
B4U62_01475	AQZ89154.1	nan	CDS	984	0.4939	Genome	596	212	178	34	9	167	740.33	243.67	False
B4U62_01480	AQZ92994.1	nan	CDS	1233	0.4534	Genome	786	237	221	16	32	178	954.67	278.33	False
B4U62_01485	AQZ89155.1	nan	CDS	945	0.4667	Genome	610	180	168	12	27	128	739.0	206.0	False
B4U62_01490	AQZ89156.1	nan	CDS	189	0.3333	Genome	119	45	43	2	7	18	151.33	37.67	False
B4U62_01495	AQZ89157.1	nan	CDS	927	0.4844	Genome	602	163	157	6	22	140	718.0	209.0	False
B4U62_01500	AQZ89158.1	nan	CDS	1467	0.5133	Genome	969	216	209	7	39	243	1126.0	341.0	False
B4U62_01505	AQZ89159.1	nan	CDS	1368	0.4942	Genome	895	193	189	4	37	243	1036.0	332.0	False
B4U62_01510	AQZ89160.1	nan	CDS	1368	0.5249	Genome	888	237	220	17	26	217	1054.67	313.33	False
B4U62_01515	AQZ89161.1	nan	CDS	702	0.4573	Genome	444	147	135	12	19	92	548.33	153.67	False
B4U62_01520	AQZ89162.1	nan	CDS	1533	0.5277	Genome	981	254	232	22	31	267	1160.67	372.33	False
B4U62_01525	AQZ89163.1	nan	CDS	921	0.4777	Genome	608	153	144	9	18	142	716.0	205.0	False
B4U62_01530	AQZ89164.1	nan	CDS	162	0.4383	Genome	105	29	28	1	4	24	125.67	36.33	False
B4U62_01535	AQZ89165.1	nan	CDS	939	0.476	Genome	614	135	128	7	25	165	712.33	226.67	False
B4U62_01540	AQZ89166.1	nan	CDS	681	0.4523	Genome	437	132	123	9	21	91	532.0	149.0	False
B4U62_01545	AQZ89167.1	nan	CDS	936	0.4647	Genome	597	183	170	13	28	128	728.33	207.67	False
B4U62_01550	AQZ89168.1	nan	CDS	924	0.4437	Genome	593	177	171	6	32	122	721.67	202.33	False
B4U62_01555	AQZ92995.1	nan	CDS	687	0.4541	Genome	452	100	94	6	31	104	529.0	158.0	False
B4U62_01560	AQZ89169.1	nan	CDS	387	0.4289	Genome	242	69	61	8	3	73	289.0	98.0	False
B4U62_01565	AQZ89170.1	nan	CDS	429	0.5221	Genome	276	86	74	12	4	63	334.67	94.33	False
B4U62_01570	AQZ92996.1	nan	CDS	732	0.4235	Genome	470	149	143	6	16	97	574.67	157.33	False
B4U62_01575	AQZ89171.1	nan	CDS	177	0.4463	Genome	115	39	37	2	1	22	141.33	35.67	False
B4U62_01580	AQZ89172.1	nan	CDS	1752	0.4863	Genome	1159	303	293	10	21	269	1368.0	384.0	False
B4U62_01585	AQZ89173.1	nan	CDS	213	0.4883	Genome	137	31	30	1	8	37	160.33	52.67	False
B4U62_01590	AQZ89174.1	nan	CDS	729	0.4733	Genome	462	134	126	8	19	114	557.67	171.33	False
B4U62_01595	AQZ89175.1	nan	CDS	648	0.5	Genome	394	142	128	14	1	111	489.0	159.0	False
B4U62_01600	AQZ89176.1	nan	CDS	1113	0.4969	Genome	716	191	180	11	24	182	851.33	261.67	False
B4U62_01605	AQZ89177.1	nan	CDS	1440	0.4736	Genome	869	268	236	32	12	291	1051.67	388.33	False
B4U62_01610	AQZ89178.1	nan	CDS	567	0.5115	Genome	349	118	101	17	3	97	428.67	138.33	False
B4U62_01615	AQZ89179.1	nan	CDS	1128	0.4459	Genome	733	181	175	6	20	194	860.33	267.67	False
B4U62_01620	AQZ89180.1	nan	CDS	639	0.4507	Genome	412	112	106	6	13	102	491.0	148.0	False
B4U62_01625	AQZ89181.1	nan	CDS	384	0.4714	Genome	238	64	60	4	5	77	282.33	101.67	False
B4U62_01630	AQZ89182.1	nan	CDS	1077	0.4661	Genome	704	207	202	5	24	142	850.0	227.0	False
B4U62_01635	AQZ89183.1	nan	CDS	957	0.4723	Genome	588	197	175	22	9	163	722.33	234.67	False
B4U62_01640	AQZ89184.1	nan	CDS	702	0.4302	Genome	439	166	157	9	6	91	551.67	150.33	False
B4U62_01645	AQZ89185.1	nan	CDS	741	0.471	Genome	475	144	129	15	22	100	578.33	162.67	False
B4U62_01650	AQZ89186.1	nan	CDS	1161	0.4488	Genome	754	202	198	4	32	173	899.33	261.67	False
B4U62_01655	AQZ89187.1	nan	CDS	933	0.463	Genome	590	193	185	8	20	130	725.33	207.67	False
B4U62_01660	AQZ89188.1	nan	CDS	1065	0.3991	Genome	657	257	235	22	6	145	830.33	234.67	False
B4U62_01665	AQZ89189.1	nan	CDS	1419	0.4764	Genome	926	271	254	17	28	194	1116.0	303.0	False
B4U62_01670	nan	nan	CDS	129	0.2946	Genome	81	32	28	4	4	12	103.67	25.33	False
B4U62_01675	AQZ92997.1	nan	CDS	1362	0.4552	Genome	879	279	259	20	26	178	1073.67	288.33	False
B4U62_01680	AQZ89190.1	nan	CDS	504	0.4266	Genome	306	126	116	10	7	65	392.33	111.67	False
B4U62_01685	AQZ89191.1	nan	CDS	1122	0.434	Genome	726	256	248	8	18	122	902.67	219.33	False
B4U62_01690	AQZ89192.1	nan	CDS	777	0.4775	Genome	520	118	115	3	15	124	603.67	173.33	False
B4U62_01695	AQZ89193.1	nan	CDS	1686	0.4591	Genome	1115	343	327	16	25	203	1352.0	334.0	False
B4U62_01700	AQZ89194.1	nan	CDS	960	0.4229	Genome	628	193	193	0	16	123	762.0	198.0	False
B4U62_01705	AQZ89195.1	nan	CDS	696	0.4411	Genome	459	128	123	5	11	98	548.0	148.0	False
B4U62_01710	AQZ89196.1	nan	CDS	843	0.4555	Genome	535	125	113	12	35	148	630.0	213.0	False
B4U62_01715	AQZ89197.1	nan	CDS	996	0.498	Genome	609	210	179	31	11	166	752.67	243.33	False
B4U62_01720	nan	nan	CDS	599	0.4541	Genome	379	113	108	5	15	90	459.33	137.67	False
B4U62_01725	AQZ89198.1	nan	CDS	582	0.4588	Genome	382	96	95	1	13	91	450.33	131.67	False
B4U62_01730	AQZ89199.1	nan	CDS	579	0.4767	Genome	376	106	104	2	13	84	451.0	128.0	False
B4U62_01735	AQZ89200.1	nan	CDS	774	0.4444	Genome	514	119	117	2	26	115	602.0	172.0	False
B4U62_01740	AQZ89201.1	nan	CDS	1614	0.4535	Genome	1035	335	320	15	31	213	1268.67	345.33	False
B4U62_01745	AQZ89202.1	nan	CDS	1092	0.4579	Genome	726	193	182	11	33	140	865.67	226.33	False
B4U62_01750	AQZ89203.1	nan	CDS	1203	0.4979	Genome	779	176	166	10	32	216	907.0	296.0	False
B4U62_01755	nan	nan	CDS	247	0.4858	Genome	160	35	32	3	6	45	185.33	60.67	False
B4U62_01760	AQZ89204.1	nan	CDS	1173	0.4859	Genome	714	203	173	30	10	246	852.67	320.33	False
B4U62_01765	AQZ89205.1	nan	CDS	303	0.4158	Genome	190	66	60	6	0	47	234.0	69.0	False
B4U62_01770	AQZ89206.1	nan	CDS	1257	0.4368	Genome	818	220	209	11	34	185	976.0	281.0	False
B4U62_01775	AQZ89207.1	nan	CDS	849	0.4594	Genome	556	108	104	4	37	148	640.33	208.67	False
B4U62_01780	AQZ89208.1	nan	CDS	882	0.4626	Genome	596	136	135	1	22	128	694.0	188.0	False
B4U62_01785	AQZ89209.1	nan	CDS	1152	0.5122	Genome	699	245	212	33	6	202	864.33	287.67	False
B4U62_01790	AQZ89210.1	nan	CDS	1434	0.4693	Genome	936	190	183	7	54	254	1080.67	353.33	False
B4U62_01795	AQZ89211.1	nan	CDS	582	0.4244	Genome	374	106	94	12	21	81	451.67	130.33	False
B4U62_01800	AQZ89212.1	nan	CDS	1980	0.4455	Genome	1295	355	340	15	34	296	1543.0	437.0	False
B4U62_01805	AQZ89213.1	nan	CDS	966	0.4493	Genome	635	172	170	2	23	136	757.33	208.67	False
B4U62_01810	AQZ89214.1	nan	CDS	1626	0.4975	Genome	1046	248	241	7	45	287	1226.33	399.67	False
B4U62_01815	AQZ89215.1	nan	CDS	1539	0.4698	Genome	914	317	269	48	12	296	1129.33	409.67	False
B4U62_01820	AQZ89216.1	nan	CDS	465	0.486	Genome	290	93	86	7	5	77	353.67	111.33	False
B4U62_01825	AQZ89217.1	nan	CDS	630	0.4556	Genome	403	113	107	6	19	95	484.67	145.33	False
B4U62_01830	AQZ89218.1	nan	CDS	762	0.479	Genome	490	162	151	11	11	99	601.67	160.33	False
B4U62_01835	AQZ89219.1	nan	CDS	1341	0.4676	Genome	817	260	231	29	16	248	995.67	345.33	False
B4U62_01840	AQZ89220.1	nan	CDS	597	0.4724	Genome	389	117	113	4	9	82	470.0	127.0	False
B4U62_01845	AQZ89221.1	nan	CDS	819	0.4811	Genome	533	155	150	5	12	119	640.33	178.67	False
B4U62_01850	AQZ92998.1	nan	CDS	594	0.4714	Genome	364	123	108	15	8	99	448.67	145.33	False
B4U62_01855	AQZ89222.1	nan	CDS	186	0.3548	Genome	115	41	38	3	6	24	144.33	41.67	False
B4U62_01860	AQZ89223.1	nan	CDS	561	0.4029	Genome	361	123	115	8	17	60	448.67	112.33	False
B4U62_01865	AQZ89224.1	nan	CDS	762	0.4816	Genome	473	170	157	13	7	112	588.67	173.33	False
B4U62_01870	AQZ89225.1	nan	CDS	975	0.4862	Genome	623	180	165	15	19	153	749.33	225.67	False
B4U62_01875	AQZ89226.1	nan	CDS	957	0.4859	Genome	629	170	165	5	15	143	747.33	209.67	False
B4U62_01880	AQZ89227.1	nan	CDS	783	0.4393	Genome	506	164	151	13	20	93	622.0	161.0	False
B4U62_01885	AQZ92999.1	nan	CDS	912	0.4342	Genome	593	189	177	12	20	110	725.67	186.33	False
B4U62_01890	AQZ89228.1	nan	CDS	1548	0.4651	Genome	1020	255	246	9	28	245	1199.33	348.67	False
B4U62_01895	AQZ89229.1	nan	CDS	1455	0.4832	Genome	950	202	194	8	44	259	1099.33	355.67	False
B4U62_01900	AQZ89230.1	nan	CDS	1236	0.3972	Genome	784	283	272	11	37	132	985.0	251.0	False
B4U62_01905	AQZ89231.1	nan	CDS	858	0.4114	Genome	525	208	188	20	7	118	666.0	192.0	False
B4U62_01910	AQZ89232.1	nan	CDS	885	0.4576	Genome	522	186	166	20	15	162	651.0	234.0	False
B4U62_01915	AQZ89233.1	nan	CDS	855	0.4643	Genome	519	181	158	23	10	145	643.0	212.0	False
B4U62_01920	AQZ89234.1	nan	CDS	1011	0.5025	Genome	656	176	165	11	23	156	781.0	230.0	False
B4U62_01925	AQZ89235.1	nan	CDS	1452	0.4938	Genome	869	336	298	38	8	239	1095.67	356.33	False
B4U62_01930	AQZ89236.1	nan	CDS	321	0.4455	Genome	192	84	73	11	2	43	248.67	72.33	False
B4U62_01935	AQZ89237.1	nan	CDS	2418	0.4909	Genome	1452	543	471	72	20	403	1820.67	597.33	False
B4U62_01940	AQZ89238.1	nan	CDS	2133	0.4843	Genome	1291	463	403	60	20	359	1606.33	526.67	False
B4U62_01945	AQZ89239.1	nan	CDS	2316	0.4944	Genome	1403	510	446	64	24	379	1751.0	565.0	False
B4U62_01950	AQZ89240.1	nan	CDS	1206	0.51	Genome	787	167	164	3	29	223	908.0	298.0	False
B4U62_01955	AQZ89241.1	nan	CDS	915	0.4601	Genome	597	172	161	11	15	131	716.67	198.33	False
B4U62_01960	AQZ89242.1	nan	CDS	585	0.4171	Genome	392	99	96	3	16	78	463.33	121.67	False
B4U62_01965	AQZ89243.1	nan	CDS	186	0.4516	Genome	116	39	34	5	4	27	143.33	42.67	False
B4U62_01970	AQZ89244.1	nan	CDS	1194	0.4707	Genome	771	236	229	7	26	161	937.0	257.0	False
B4U62_01975	AQZ89245.1	nan	CDS	681	0.4537	Genome	404	142	126	16	6	129	500.67	180.33	False
B4U62_01980	AQZ89246.1	nan	CDS	864	0.4514	Genome	531	193	178	15	6	134	661.67	202.33	False
B4U62_01985	AQZ89247.1	nan	CDS	456	0.4364	Genome	284	87	80	7	19	66	348.33	107.67	False
B4U62_01990	AQZ89248.1	nan	CDS	333	0.3994	Genome	217	67	64	3	11	38	265.33	67.67	False
B4U62_01995	AQZ89249.1	nan	CDS	1434	0.431	Genome	939	282	269	13	28	185	1136.33	297.67	False
B4U62_02000	AQZ89250.1	nan	CDS	399	0.3985	Genome	249	92	86	6	0	58	310.33	88.67	False
B4U62_02005	AQZ93000.1	nan	CDS	444	0.4775	Genome	275	90	80	10	7	72	337.33	106.67	True
B4U62_02010	AQZ89251.1	nan	CDS	1722	0.4233	Genome	1042	409	372	37	22	249	1322.0	400.0	False
B4U62_02015	AQZ89252.1	nan	CDS	558	0.4498	Genome	341	119	103	16	7	91	422.67	135.33	False
B4U62_02020	AQZ89253.1	nan	CDS	633	0.4455	Genome	375	157	142	15	7	94	482.0	151.0	False
B4U62_02025	AQZ89254.1	nan	CDS	363	0.416	Genome	236	78	73	5	9	40	291.0	72.0	False
B4U62_02030	AQZ89255.1	nan	CDS	10764	0.497	Genome	6969	1922	1830	92	204	1669	8318.33	2445.67	False
B4U62_02035	AQZ89256.1	nan	CDS	10752	0.5047	Genome	7020	1835	1756	79	202	1695	8310.67	2441.33	False
B4U62_02040	AQZ89257.1	nan	CDS	3828	0.4901	Genome	2479	705	677	28	75	569	2974.0	854.0	False
B4U62_02045	AQZ89258.1	nan	CDS	729	0.5007	Genome	475	133	126	7	17	104	569.33	159.67	False
B4U62_02050	AQZ89259.1	nan	CDS	1227	0.4866	Genome	799	190	183	7	39	199	938.67	288.33	False
B4U62_02055	AQZ89260.1	nan	CDS	558	0.3441	Genome	337	148	139	9	5	68	437.33	120.67	False
B4U62_02060	AQZ89261.1	nan	CDS	939	0.4782	Genome	569	175	156	19	11	184	689.33	249.67	False
B4U62_02065	AQZ89262.1	nan	CDS	1335	0.4742	Genome	853	262	247	15	29	191	1037.33	297.67	False
B4U62_02070	AQZ89263.1	nan	CDS	675	0.4667	Genome	418	147	132	15	7	103	518.33	156.67	False
B4U62_02075	AQZ89264.1	nan	CDS	648	0.4969	Genome	394	120	101	19	4	130	475.33	172.67	False
B4U62_02080	AQZ89265.1	nan	CDS	744	0.5027	Genome	452	164	149	15	8	120	564.0	180.0	False
B4U62_02085	AQZ89266.1	nan	CDS	705	0.4738	Genome	419	138	123	15	9	139	514.0	191.0	False
B4U62_02090	AQZ89267.1	nan	CDS	807	0.4151	Genome	495	193	173	20	5	114	625.33	181.67	False
B4U62_02095	AQZ89268.1	nan	CDS	873	0.4582	Genome	532	204	189	15	3	134	669.0	204.0	False
B4U62_02100	AQZ89269.1	nan	CDS	615	0.4894	Genome	404	98	91	7	11	102	473.0	142.0	False
B4U62_02105	AQZ89270.1	nan	CDS	1422	0.4782	Genome	946	226	219	7	33	217	1107.67	314.33	False
B4U62_02110	AQZ89271.1	nan	CDS	228	0.4386	Genome	153	41	38	3	3	31	181.33	46.67	False
B4U62_02115	AQZ89272.1	nan	CDS	465	0.5011	Genome	300	86	81	5	9	70	360.33	104.67	False
B4U62_02120	AQZ89273.1	nan	CDS	846	0.4669	Genome	546	174	157	17	15	111	667.0	179.0	False
B4U62_02125	AQZ89274.1	nan	CDS	1479	0.4611	Genome	895	306	263	43	15	263	1104.0	375.0	False
B4U62_02130	AQZ89275.1	nan	CDS	1755	0.4484	Genome	1145	274	254	20	70	266	1351.0	404.0	False
B4U62_02135	AQZ89276.1	nan	CDS	222	0.3468	Genome	139	42	38	4	8	33	169.67	52.33	False
B4U62_02140	AQZ89277.1	nan	CDS	1635	0.4722	Genome	1063	267	250	17	52	253	1258.33	376.67	False
B4U62_02145	AQZ89278.1	nan	CDS	1224	0.4485	Genome	796	224	210	14	33	171	956.33	267.67	False
B4U62_02150	AQZ89279.1	nan	CDS	1122	0.4278	Genome	716	205	195	10	37	164	865.0	257.0	False
B4U62_02155	AQZ89280.1	nan	CDS	681	0.4405	Genome	413	161	141	20	3	104	521.33	159.67	False
B4U62_02160	AQZ89281.1	nan	CDS	1461	0.4476	Genome	876	328	283	45	13	244	1099.0	362.0	False
B4U62_02165	AQZ89282.1	nan	CDS	684	0.4327	Genome	444	138	128	10	16	86	541.33	142.67	False
B4U62_02170	AQZ89283.1	nan	CDS	1422	0.4367	Genome	912	292	276	16	50	168	1123.33	298.67	False
B4U62_02175	AQZ89284.1	nan	CDS	1149	0.3951	Genome	734	272	258	14	24	119	923.33	225.67	False
B4U62_02180	AQZ89285.1	nan	CDS	123	0.4309	Genome	79	22	21	1	2	20	94.33	28.67	False
B4U62_02185	AQZ89286.1	nan	CDS	90	0.3889	Genome	53	20	16	4	1	16	66.67	23.33	True
B4U62_02190	AQZ89287.1	nan	CDS	114	0.4386	Genome	65	26	19	7	3	20	83.33	30.67	True
B4U62_02195	AQZ89288.1	nan	CDS	1365	0.4916	Genome	818	314	273	41	6	227	1029.33	335.67	False
B4U62_02200	AQZ89289.1	nan	CDS	951	0.4416	Genome	598	168	158	10	42	143	724.0	227.0	False
B4U62_02205	AQZ89290.1	nan	CDS	948	0.4378	Genome	607	166	162	4	38	137	730.33	217.67	False
B4U62_02210	AQZ89291.1	nan	CDS	759	0.4427	Genome	492	142	134	8	30	95	596.67	162.33	False
B4U62_02215	AQZ89292.1	nan	CDS	954	0.4067	Genome	624	175	173	2	22	133	748.0	206.0	False
B4U62_02220	AQZ89293.1	nan	CDS	1419	0.4968	Genome	832	274	231	43	13	300	1019.0	400.0	False
B4U62_02225	AQZ93001.1	nan	CDS	879	0.4573	Genome	545	184	174	10	10	140	671.0	208.0	False
B4U62_02230	AQZ89294.1	nan	CDS	750	0.4773	Genome	458	169	154	15	2	121	571.33	178.67	False
B4U62_02235	AQZ89295.1	nan	CDS	288	0.4236	Genome	180	67	60	7	2	39	225.33	62.67	False
B4U62_02240	AQZ89296.1	nan	CDS	315	0.4635	Genome	201	61	58	3	3	50	242.67	72.33	False
B4U62_02245	AQZ89297.1	nan	CDS	1440	0.4896	Genome	900	294	267	27	10	236	1099.33	340.67	False
B4U62_02250	AQZ89298.1	nan	CDS	1311	0.5072	Genome	854	216	206	10	32	209	1008.67	302.33	False
B4U62_02255	AQZ93002.1	gabD	CDS	1389	0.5011	Genome	918	204	198	6	37	230	1066.33	322.67	False
B4U62_02260	AQZ89299.1	nan	CDS	864	0.4549	Genome	556	124	120	4	37	147	651.0	213.0	False
B4U62_02265	AQZ89300.1	nan	CDS	786	0.4695	Genome	527	119	119	0	22	118	613.67	172.33	False
B4U62_02270	AQZ89301.1	nan	CDS	615	0.478	Genome	386	122	112	10	4	103	468.67	146.33	False
B4U62_02275	AQZ89302.1	nan	CDS	1626	0.4865	Genome	961	346	291	55	11	308	1195.33	430.67	False
B4U62_02280	AQZ89303.1	nan	CDS	573	0.4817	Genome	348	132	119	13	4	89	437.33	135.67	False
B4U62_02285	AQZ89304.1	nan	CDS	354	0.4774	Genome	230	56	50	6	8	60	270.0	84.0	False
B4U62_02290	AQZ89305.1	nan	CDS	1437	0.485	Genome	935	224	222	2	46	232	1099.67	337.33	False
B4U62_02295	AQZ89306.1	nan	CDS	432	0.4236	Genome	285	75	75	0	19	53	341.33	90.67	False
B4U62_02300	AQZ89307.1	nan	CDS	1122	0.4795	Genome	719	197	187	10	30	176	860.33	261.67	False
B4U62_02305	AQZ89308.1	nan	CDS	1065	0.4958	Genome	701	173	166	7	27	164	825.33	239.67	False
B4U62_02310	AQZ89309.1	nan	CDS	564	0.3918	Genome	367	107	101	6	18	72	444.33	119.67	False
B4U62_02315	AQZ89310.1	nan	CDS	609	0.4631	Genome	377	125	112	13	4	103	461.67	147.33	False
B4U62_02320	AQZ89311.1	nan	CDS	393	0.4733	Genome	255	67	65	2	8	63	302.33	90.67	False
B4U62_02325	AQZ89312.1	nan	CDS	165	0.3879	Genome	103	47	45	2	1	14	134.67	30.33	False
B4U62_02330	AQZ89313.1	nan	CDS	750	0.46	Genome	493	134	126	8	21	102	589.33	160.67	False
B4U62_02335	AQZ89314.1	nan	CDS	774	0.4884	Genome	503	128	122	6	15	128	593.33	180.67	False
B4U62_02340	AQZ89315.1	nan	CDS	1215	0.4765	Genome	797	143	142	1	48	227	908.33	306.67	False
B4U62_02345	AQZ93003.1	nan	CDS	774	0.5323	Genome	507	109	101	8	19	139	586.0	188.0	False
B4U62_02350	AQZ89316.1	nan	CDS	723	0.4896	Genome	471	116	109	7	21	115	555.33	167.67	False
B4U62_02355	AQZ93004.1	nan	CDS	1008	0.5159	Genome	657	158	148	10	20	173	769.0	239.0	False
B4U62_02360	AQZ89317.1	nan	CDS	753	0.494	Genome	475	143	131	12	19	116	576.67	176.33	False
B4U62_02365	AQZ89318.1	nan	CDS	642	0.4502	Genome	417	114	109	5	16	95	498.33	143.67	False
B4U62_02370	AQZ89319.1	nan	CDS	246	0.3862	Genome	165	32	31	1	11	38	190.0	56.0	False
B4U62_02375	AQZ89320.1	nan	CDS	288	0.4722	Genome	182	61	56	5	1	44	223.0	65.0	False
B4U62_02380	AQZ89321.1	nan	CDS	2007	0.4459	Genome	1324	368	363	5	37	278	1581.67	425.33	False
B4U62_02385	AQZ89322.1	nan	CDS	903	0.4862	Genome	586	165	153	12	20	132	702.67	200.33	False
B4U62_02390	AQZ89323.1	nan	CDS	2085	0.4508	Genome	1345	402	383	19	57	281	1632.0	453.0	False
B4U62_02395	AQZ89324.1	nan	CDS	1512	0.4451	Genome	1000	241	237	4	34	237	1172.0	340.0	False
B4U62_02400	AQZ93005.1	nan	CDS	546	0.478	Genome	332	123	110	13	5	86	415.67	130.33	False
B4U62_02405	AQZ89325.1	nan	CDS	861	0.4808	Genome	567	137	136	1	18	139	664.33	196.67	False
B4U62_02410	AQZ89326.1	nan	CDS	504	0.4921	Genome	331	95	92	3	7	71	396.67	107.33	False
B4U62_02415	AQZ89327.1	nan	CDS	552	0.4982	Genome	353	109	100	9	15	75	430.67	121.33	False
